Statistik från Skolverket, https://www.skolverket.se

Grundskola - Resultat nationella prov årskurs 9, provbetyg per kön - Engelska, Matematik och Svenska/svenska som andraspråk
Valt läsår: 2021/22

;;;;;;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;
Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Ämne;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;
Täby;0160;Stockholms län;01;Kommunal;Svenska;89,3;89,9;88,8;485;232;253;98,4;~100;..;15,1;16,2;14,1;
Täby;0160;Stockholms län;01;Enskild;Matematik;87,8;87,5;88,1;713;379;334;96,8;96,8;96,7;14,5;14,5;14,6;
Täby;0160;Stockholms län;01;Enskild;Svenska som andraspråk;87,0;83,3;90,9;20;10;10;70,0;..;..;9,6;12,5;6,8;
Täby;0160;Stockholms län;01;Enskild;Svenska;89,1;89,1;89,1;703;375;328;99,0;~100;..;15,3;16,1;14,4;
Täby;0160;Stockholms län;01;Enskild;Engelska;90,8;91,5;90,0;737;396;341;~100;~100;~100;17,8;17,9;17,7;
Töreboda;1473;Västra Götalands län;14;Samtliga;Engelska;69,2;59,5;75,9;63;22;41;~100;~100;~100;14,6;14,4;14,7;
Töreboda;1473;Västra Götalands län;14;Samtliga;Matematik;76,9;70,3;81,5;70;26;44;87,1;..;~100;10,6;9,4;11,3;
Töreboda;1473;Västra Götalands län;14;Samtliga;Svenska som andraspråk;90,9;..;..;10;..;..;..;.;..;6,8;..;..;
Töreboda;1473;Västra Götalands län;14;Samtliga;Svenska;67,5;58,8;73,9;54;20;34;90,7;100,0;85,3;11,3;12,5;10,5;
Töreboda;1473;Västra Götalands län;14;Kommunal;Svenska som andraspråk;90,9;..;..;10;..;..;..;.;..;6,8;..;..;
Töreboda;1473;Västra Götalands län;14;Kommunal;Engelska;69,2;59,5;75,9;63;22;41;~100;~100;~100;14,6;14,4;14,7;
Töreboda;1473;Västra Götalands län;14;Kommunal;Svenska;67,5;58,8;73,9;54;20;34;90,7;100,0;85,3;11,3;12,5;10,5;
Töreboda;1473;Västra Götalands län;14;Kommunal;Matematik;76,9;70,3;81,5;70;26;44;87,1;..;~100;10,6;9,4;11,3;
Uddevalla;1485;Västra Götalands län;14;Samtliga;Svenska som andraspråk;90,8;95,3;86,4;79;41;38;60,8;65,9;55,3;6,9;7,7;6,1;
Uddevalla;1485;Västra Götalands län;14;Samtliga;Svenska;92,8;94,0;91,7;526;250;276;95,1;97,2;93,1;12,7;13,8;11,8;
Uddevalla;1485;Västra Götalands län;14;Samtliga;Matematik;89,8;90,9;88,7;587;281;306;79,2;78,3;80,1;10,4;10,4;10,4;
Uddevalla;1485;Västra Götalands län;14;Samtliga;Engelska;91,8;92,6;91,0;580;278;302;96,0;97,1;95,0;15,1;15,1;15,0;
Uddevalla;1485;Västra Götalands län;14;Kommunal;Svenska;93,2;94,5;92,1;440;207;233;95,0;97,6;92,7;12,6;13,7;11,7;
Uddevalla;1485;Västra Götalands län;14;Kommunal;Svenska som andraspråk;90,6;95,2;86,0;77;40;37;59,7;65,0;54,1;6,9;7,6;6,0;
Uddevalla;1485;Västra Götalands län;14;Kommunal;Matematik;89,8;91,6;88,2;500;239;261;76,8;75,3;78,2;10,0;9,9;10,2;
Uddevalla;1485;Västra Götalands län;14;Kommunal;Engelska;91,2;92,0;90,6;488;232;256;96,1;97,0;95,3;14,9;15,0;14,9;
Uddevalla;1485;Västra Götalands län;14;Enskild;Engelska;94,8;95,8;93,9;92;46;46;~100;~100;~100;15,7;15,7;15,7;
Uddevalla;1485;Västra Götalands län;14;Enskild;Matematik;89,7;87,5;91,8;87;42;45;93,1;~100;~100;12,8;13,5;12,1;
Uddevalla;1485;Västra Götalands län;14;Enskild;Svenska;90,5;91,5;89,6;86;43;43;~100;~100;~100;13,3;14,1;12,4;
Uddevalla;1485;Västra Götalands län;14;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;Engelska;85,1;82,5;87,3;223;99;124;~100;~100;~100;15,3;15,2;15,4;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;Matematik;87,8;88,3;87,3;230;106;124;83,5;86,8;80,6;10,3;10,6;10,0;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;Svenska;90,9;89,2;92,4;221;99;122;94,1;~100;..;12,7;13,8;11,8;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;Svenska som andraspråk;94,7;..;..;18;..;..;100,0;..;..;11,5;..;..;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;Engelska;85,1;82,5;87,3;223;99;124;~100;~100;~100;15,3;15,2;15,4;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;Matematik;87,8;88,3;87,3;230;106;124;83,5;86,8;80,6;10,3;10,6;10,0;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;Svenska;90,9;89,2;92,4;221;99;122;94,1;~100;..;12,7;13,8;11,8;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;Svenska som andraspråk;94,7;..;..;18;..;..;100,0;..;..;11,5;..;..;
Umeå;2480;Västerbottens län;24;Samtliga;Svenska som andraspråk;65,8;77,5;52,8;50;31;19;54,0;..;..;5,9;6,9;4,1;
Umeå;2480;Västerbottens län;24;Samtliga;Svenska;93,8;93,6;94,0;1 295;617;678;96,4;97,2;95,7;13,4;14,2;12,8;
Umeå;2480;Västerbottens län;24;Samtliga;Matematik;89,9;89,9;90,0;1 310;629;681;88,8;88,2;89,3;11,8;11,8;11,9;
Umeå;2480;Västerbottens län;24;Samtliga;Engelska;90,9;89,6;92,1;1 324;627;697;98,3;97,8;98,9;16,3;16,1;16,4;
Umeå;2480;Västerbottens län;24;Kommunal;Svenska;93,8;93,5;94,1;980;442;538;96,1;97,3;95,2;13,2;13,9;12,6;
Umeå;2480;Västerbottens län;24;Kommunal;Matematik;89,4;88,7;90,0;1 002;456;546;87,2;86,2;88,1;11,4;11,2;11,5;
Umeå;2480;Västerbottens län;24;Kommunal;Engelska;89,9;87,5;91,9;1 008;450;558;97,9;97,1;98,6;16,0;15,7;16,2;
Umeå;2480;Västerbottens län;24;Kommunal;Svenska som andraspråk;65,3;77,5;51,4;49;31;18;53,1;..;..;5,7;6,9;3,6;
Umeå;2480;Västerbottens län;24;Enskild;Engelska;94,0;95,2;92,7;316;177;139;~100;~100;100,0;17,3;17,2;17,4;
Umeå;2480;Västerbottens län;24;Enskild;Matematik;91,7;93,0;90,0;308;173;135;93,8;93,6;94,1;13,4;13,4;13,5;
Umeå;2480;Västerbottens län;24;Enskild;Svenska;94,0;94,1;94,0;315;175;140;97,5;..;~100;14,2;14,7;13,5;
Umeå;2480;Västerbottens län;24;Enskild;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Upplands Väsby;0114;Stockholms län;01;Samtliga;Svenska;89,5;87,1;91,5;408;182;226;96,1;~100;..;13,4;14,4;12,6;
Upplands Väsby;0114;Stockholms län;01;Samtliga;Engelska;87,4;86,0;88,4;449;197;252;96,9;96,4;97,2;15,7;15,6;15,9;
Upplands Väsby;0114;Stockholms län;01;Samtliga;Matematik;87,4;86,5;88,1;449;198;251;82,9;82,8;82,9;11,1;11,1;11,1;
Upplands Väsby;0114;Stockholms län;01;Samtliga;Svenska som andraspråk;62,1;70,0;57,9;36;14;22;77,8;~100;..;8,7;8,9;8,5;
Upplands Väsby;0114;Stockholms län;01;Kommunal;Svenska som andraspråk;50,0;..;42,3;20;..;..;75,0;..;..;8,0;..;8,2;
Upplands Väsby;0114;Stockholms län;01;Kommunal;Svenska;82,6;77,6;86,9;209;90;119;94,7;~100;..;13,1;13,7;12,6;
Upplands Väsby;0114;Stockholms län;01;Kommunal;Engelska;83,6;80,0;86,5;245;104;141;95,5;94,2;96,5;15,0;14,4;15,4;
Upplands Väsby;0114;Stockholms län;01;Kommunal;Matematik;82,9;82,3;83,4;243;107;136;84,0;81,3;86,0;10,9;10,4;11,2;
Upplands Väsby;0114;Stockholms län;01;Enskild;Engelska;92,3;93,9;91,0;204;93;111;~100;~100;~100;16,7;16,9;16,5;
Upplands Väsby;0114;Stockholms län;01;Enskild;Matematik;93,2;91,9;94,3;206;91;115;81,6;84,6;79,1;11,4;11,9;11,0;
Upplands Väsby;0114;Stockholms län;01;Enskild;Svenska;98,0;98,9;97,3;199;92;107;97,5;100,0;95,3;13,7;15,0;12,6;
Upplands Väsby;0114;Stockholms län;01;Enskild;Svenska som andraspråk;88,9;..;91,7;16;..;..;~100;..;..;9,5;..;8,9;
Upplands-Bro;0139;Stockholms län;01;Samtliga;Svenska som andraspråk;81,2;82,4;80,0;56;28;28;62,5;60,7;64,3;7,3;7,0;7,7;
Upplands-Bro;0139;Stockholms län;01;Samtliga;Svenska;88,3;87,9;88,7;240;122;118;95,0;~100;..;13,5;14,6;12,3;
Upplands-Bro;0139;Stockholms län;01;Samtliga;Engelska;75,1;73,6;76,8;257;128;129;98,1;~100;~100;15,9;16,4;15,3;
Upplands-Bro;0139;Stockholms län;01;Samtliga;Matematik;85,7;82,2;89,3;291;142;149;75,9;76,1;75,8;9,7;9,3;10,0;
Upplands-Bro;0139;Stockholms län;01;Kommunal;Matematik;85,1;81,1;89,2;267;128;139;74,9;75,8;74,1;9,5;9,3;9,6;
Upplands-Bro;0139;Stockholms län;01;Kommunal;Engelska;73,7;71,7;75,8;233;114;119;97,9;~100;~100;15,8;16,4;15,2;
Upplands-Bro;0139;Stockholms län;01;Kommunal;Svenska;87,5;87,1;87,8;222;114;108;94,6;~100;..;13,4;14,5;12,2;
Upplands-Bro;0139;Stockholms län;01;Kommunal;Svenska som andraspråk;80,3;81,5;79,4;49;22;27;57,1;50,0;63,0;6,7;5,6;7,6;
Upplands-Bro;0139;Stockholms län;01;Enskild;Matematik;92,3;93,3;90,9;24;14;10;~100;~100;100,0;12,2;9,8;15,5;
Upplands-Bro;0139;Stockholms län;01;Enskild;Engelska;92,3;93,3;90,9;24;14;10;100,0;100,0;100,0;16,7;16,6;16,8;
Upplands-Bro;0139;Stockholms län;01;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Upplands-Bro;0139;Stockholms län;01;Enskild;Svenska;100,0;..;100,0;18;..;..;100,0;..;100,0;14,7;..;14,0;
Uppsala;0380;Uppsala län;03;Samtliga;Svenska;89,1;89,0;89,2;2 071;1 031;1 040;96,2;97,8;94,7;13,9;14,7;13,1;
Uppsala;0380;Uppsala län;03;Samtliga;Svenska som andraspråk;81,4;80,5;82,1;245;107;138;66,5;64,5;68,1;7,9;7,8;8,0;
Uppsala;0380;Uppsala län;03;Samtliga;Engelska;84,9;84,1;85,7;2 230;1 087;1 143;97,3;96,5;98,0;16,4;16,3;16,6;
Uppsala;0380;Uppsala län;03;Samtliga;Matematik;86,9;86,1;87,6;2 281;1 112;1 169;86,6;86,1;87,2;12,2;12,0;12,5;
Uppsala;0380;Uppsala län;03;Kommunal;Matematik;86,0;85,8;86,1;1 573;752;821;84,0;82,8;85,0;11,5;11,2;11,8;
Uppsala;0380;Uppsala län;03;Kommunal;Svenska;88,1;87,9;88,2;1 371;660;711;96,1;97,3;94,9;13,5;14,2;12,9;
Uppsala;0380;Uppsala län;03;Kommunal;Svenska som andraspråk;80,2;79,2;81,1;219;99;120;63,0;62,6;63,3;7,4;7,4;7,3;
Uppsala;0380;Uppsala län;03;Kommunal;Engelska;83,6;82,8;84,4;1 530;725;805;96,3;95,2;97,3;15,8;15,5;16,1;
Uppsala;0380;Uppsala län;03;Enskild;Matematik;88,9;86,5;91,6;708;360;348;92,5;92,8;92,2;13,8;13,4;14,2;
Uppsala;0380;Uppsala län;03;Enskild;Engelska;87,9;87,0;88,9;700;362;338;~100;~100;~100;17,9;17,9;17,9;
Uppsala;0380;Uppsala län;03;Enskild;Svenska;91,1;90,9;91,4;700;371;329;96,6;98,7;94,2;14,6;15,6;13,5;
Uppsala;0380;Uppsala län;03;Enskild;Svenska som andraspråk;92,9;..;90,0;26;..;..;~100;..;100,0;12,3;..;12,5;
Uppvidinge;0760;Kronobergs län;07;Samtliga;Engelska;93,6;88,9;96,9;103;40;63;94,2;~100;~100;13,8;13,3;14,2;
Uppvidinge;0760;Kronobergs län;07;Samtliga;Matematik;95,5;93,3;96,9;105;42;63;89,5;~100;..;11,1;10,7;11,3;
Uppvidinge;0760;Kronobergs län;07;Samtliga;Svenska;93,0;92,6;93,2;66;25;41;~100;100,0;~100;12,4;13,8;11,5;
Uppvidinge;0760;Kronobergs län;07;Samtliga;Svenska som andraspråk;78,9;83,3;75,0;30;15;15;80,0;~100;~100;9,4;10,3;8,5;
Uppvidinge;0760;Kronobergs län;07;Kommunal;Engelska;93,6;88,9;96,9;103;40;63;94,2;~100;~100;13,8;13,3;14,2;
Uppvidinge;0760;Kronobergs län;07;Kommunal;Matematik;95,5;93,3;96,9;105;42;63;89,5;~100;..;11,1;10,7;11,3;
Uppvidinge;0760;Kronobergs län;07;Kommunal;Svenska som andraspråk;78,9;83,3;75,0;30;15;15;80,0;~100;~100;9,4;10,3;8,5;
Uppvidinge;0760;Kronobergs län;07;Kommunal;Svenska;93,0;92,6;93,2;66;25;41;~100;100,0;~100;12,4;13,8;11,5;
Vadstena;0584;Östergötlands län;05;Samtliga;Svenska;90,5;87,9;93,3;57;29;28;~100;100,0;~100;13,6;15,3;11,8;
Vadstena;0584;Östergötlands län;05;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Vadstena;0584;Östergötlands län;05;Samtliga;Engelska;83,8;83,3;84,4;57;30;27;~100;100,0;~100;15,0;15,0;14,9;
Vadstena;0584;Östergötlands län;05;Samtliga;Matematik;86,8;83,3;90,6;59;30;29;84,7;..;~100;10,9;10,5;11,3;
Vadstena;0584;Östergötlands län;05;Kommunal;Engelska;83,8;83,3;84,4;57;30;27;~100;100,0;~100;15,0;15,0;14,9;
Vadstena;0584;Östergötlands län;05;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Vadstena;0584;Östergötlands län;05;Kommunal;Svenska;90,5;87,9;93,3;57;29;28;~100;100,0;~100;13,6;15,3;11,8;
Vadstena;0584;Östergötlands län;05;Kommunal;Matematik;86,8;83,3;90,6;59;30;29;84,7;..;~100;10,9;10,5;11,3;
Vaggeryd;0665;Jönköpings län;06;Samtliga;Svenska;92,1;91,2;92,8;116;52;64;~100;~100;~100;13,8;14,7;13,0;
Vaggeryd;0665;Jönköpings län;06;Samtliga;Matematik;91,5;91,3;91,7;150;73;77;88,7;87,7;89,6;11,5;11,3;11,7;
Vaggeryd;0665;Jönköpings län;06;Samtliga;Engelska;92,7;93,8;91,7;152;75;77;96,1;..;~100;15,6;15,1;16,2;
Vaggeryd;0665;Jönköpings län;06;Samtliga;Svenska som andraspråk;92,1;95,7;86,7;35;22;13;~100;100,0;~100;11,9;12,4;11,2;
Vaggeryd;0665;Jönköpings län;06;Kommunal;Matematik;91,5;91,3;91,7;150;73;77;88,7;87,7;89,6;11,5;11,3;11,7;
Vaggeryd;0665;Jönköpings län;06;Kommunal;Svenska;92,1;91,2;92,8;116;52;64;~100;~100;~100;13,8;14,7;13,0;
Vaggeryd;0665;Jönköpings län;06;Kommunal;Engelska;92,7;93,8;91,7;152;75;77;96,1;..;~100;15,6;15,1;16,2;
Vaggeryd;0665;Jönköpings län;06;Kommunal;Svenska som andraspråk;92,1;95,7;86,7;35;22;13;~100;100,0;~100;11,9;12,4;11,2;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;Matematik;92,1;89,2;96,2;58;33;25;89,7;~100;~100;10,8;10,3;11,4;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;Svenska;88,5;81,1;100,0;54;30;24;~100;~100;~100;13,0;13,7;12,2;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;Engelska;92,1;86,5;100,0;58;32;26;89,7;~100;~100;14,1;14,1;14,0;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;Svenska;88,5;81,1;100,0;54;30;24;~100;~100;~100;13,0;13,7;12,2;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;Matematik;92,1;89,2;96,2;58;33;25;89,7;~100;~100;10,8;10,3;11,4;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;Engelska;92,1;86,5;100,0;58;32;26;89,7;~100;~100;14,1;14,1;14,0;
Vallentuna;0115;Stockholms län;01;Samtliga;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Vallentuna;0115;Stockholms län;01;Samtliga;Engelska;89,6;86,4;92,3;355;152;203;~100;100,0;~100;16,3;16,6;16,1;
Vallentuna;0115;Stockholms län;01;Samtliga;Svenska;89,3;90,2;88,5;341;157;184;95,9;~100;..;13,7;14,5;12,9;
Vallentuna;0115;Stockholms län;01;Samtliga;Matematik;92,7;90,3;94,5;367;159;208;86,4;88,7;84,6;12,1;12,2;12,0;
Vallentuna;0115;Stockholms län;01;Kommunal;Svenska som andraspråk;..;.;..;..;.;..;..;.;..;..;.;..;
Vallentuna;0115;Stockholms län;01;Kommunal;Svenska;89,9;93,6;86,5;232;117;115;97,0;~100;..;13,5;14,4;12,7;
Vallentuna;0115;Stockholms län;01;Kommunal;Engelska;88,6;86,6;90,3;241;110;131;~100;100,0;~100;16,2;16,6;16,0;
Vallentuna;0115;Stockholms län;01;Kommunal;Matematik;92,6;92,1;93,1;252;117;135;84,5;86,3;83,0;11,9;12,2;11,6;
Vallentuna;0115;Stockholms län;01;Enskild;Matematik;92,7;85,7;97,3;115;42;73;90,4;~100;..;12,6;12,2;12,8;
Vallentuna;0115;Stockholms län;01;Enskild;Engelska;91,9;85,7;96,0;114;42;72;~100;100,0;~100;16,4;16,7;16,3;
Vallentuna;0115;Stockholms län;01;Enskild;Svenska;87,9;81,6;92,0;109;40;69;93,6;~100;..;14,0;15,1;13,3;
Vansbro;2021;Dalarnas län;20;Samtliga;Svenska;74,3;80,6;69,2;52;25;27;76,9;..;~100;9,8;9,2;10,3;
Vansbro;2021;Dalarnas län;20;Samtliga;Matematik;76,3;73,5;78,6;58;25;33;81,0;80,0;81,8;10,2;10,3;10,2;
Vansbro;2021;Dalarnas län;20;Samtliga;Engelska;69,7;67,6;71,4;53;23;30;~100;~100;~100;14,3;14,6;14,1;
Vansbro;2021;Dalarnas län;20;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Vansbro;2021;Dalarnas län;20;Kommunal;Svenska;74,3;80,6;69,2;52;25;27;76,9;..;~100;9,8;9,2;10,3;
Vansbro;2021;Dalarnas län;20;Kommunal;Matematik;76,3;73,5;78,6;58;25;33;81,0;80,0;81,8;10,2;10,3;10,2;
Vansbro;2021;Dalarnas län;20;Kommunal;Engelska;69,7;67,6;71,4;53;23;30;~100;~100;~100;14,3;14,6;14,1;
Vansbro;2021;Dalarnas län;20;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Vara;1470;Västra Götalands län;14;Samtliga;Engelska;89,3;86,7;91,8;167;78;89;95,2;..;~100;13,7;13,5;13,9;
Vara;1470;Västra Götalands län;14;Samtliga;Svenska som andraspråk;80,0;..;76,9;16;..;..;..;..;..;5,8;..;4,3;
Vara;1470;Västra Götalands län;14;Samtliga;Matematik;87,7;82,2;92,8;164;74;90;77,4;74,3;80,0;8,9;8,8;9,1;
Vara;1470;Västra Götalands län;14;Samtliga;Svenska;92,8;89,2;96,4;155;74;81;92,9;91,9;93,8;11,2;11,9;10,6;
Vara;1470;Västra Götalands län;14;Kommunal;Svenska som andraspråk;80,0;..;76,9;16;..;..;..;..;..;5,8;..;4,3;
Vara;1470;Västra Götalands län;14;Kommunal;Engelska;89,3;86,7;91,8;167;78;89;95,2;..;~100;13,7;13,5;13,9;
Vara;1470;Västra Götalands län;14;Kommunal;Matematik;87,7;82,2;92,8;164;74;90;77,4;74,3;80,0;8,9;8,8;9,1;
Vara;1470;Västra Götalands län;14;Kommunal;Svenska;92,8;89,2;96,4;155;74;81;92,9;91,9;93,8;11,2;11,9;10,6;
Varberg;1383;Hallands län;13;Samtliga;Svenska som andraspråk;81,3;85,7;77,8;39;18;21;79,5;~100;~100;9,0;8,6;9,3;
Varberg;1383;Hallands län;13;Samtliga;Svenska;91,1;90,0;92,1;653;314;339;96,6;97,8;95,6;13,4;14,2;12,6;
Varberg;1383;Hallands län;13;Samtliga;Engelska;91,5;92,5;90,7;702;342;360;97,6;98,0;97,2;15,5;15,6;15,5;
Varberg;1383;Hallands län;13;Samtliga;Matematik;88,8;89,5;88,2;664;324;340;86,7;87,7;85,9;11,4;11,6;11,3;
Varberg;1383;Hallands län;13;Kommunal;Svenska som andraspråk;80,0;83,3;77,8;36;15;21;77,8;~100;~100;8,8;8,2;9,3;
Varberg;1383;Hallands län;13;Kommunal;Svenska;92,0;91,3;92,7;610;293;317;96,7;97,6;95,9;13,4;14,2;12,6;
Varberg;1383;Hallands län;13;Kommunal;Engelska;91,8;93,2;90,6;652;316;336;97,4;97,8;97,0;15,4;15,5;15,4;
Varberg;1383;Hallands län;13;Kommunal;Matematik;88,5;89,4;87,6;611;296;315;85,9;86,8;85,1;11,2;11,3;11,1;
Varberg;1383;Hallands län;13;Enskild;Matematik;93,0;90,3;96,2;53;28;25;~100;~100;~100;14,7;15,1;14,3;
Varberg;1383;Hallands län;13;Enskild;Engelska;87,7;83,9;92,3;50;26;24;100,0;100,0;100,0;16,8;17,0;16,6;
Varberg;1383;Hallands län;13;Enskild;Svenska;79,6;75,0;84,6;43;21;22;~100;100,0;~100;14,0;14,9;13,2;
Varberg;1383;Hallands län;13;Enskild;Svenska som andraspråk;..;..;.;..;..;.;..;..;.;..;..;.;
Vaxholm;0187;Stockholms län;01;Samtliga;Matematik;91,8;90,9;92,8;180;90;90;94,4;94,4;94,4;13,6;13,2;13,9;
Vaxholm;0187;Stockholms län;01;Samtliga;Svenska;93,8;89,8;97,9;183;88;95;94,5;~100;..;14,2;15,4;13,2;
Vaxholm;0187;Stockholms län;01;Samtliga;Svenska som andraspråk;..;..;.;..;..;.;.;.;.;..;..;.;
Vaxholm;0187;Stockholms län;01;Samtliga;Engelska;95,4;93,9;96,9;187;93;94;65,8;64,5;67,0;11,5;11,4;11,6;
Vaxholm;0187;Stockholms län;01;Kommunal;Svenska;93,8;89,8;97,9;183;88;95;94,5;~100;..;14,2;15,4;13,2;
Vaxholm;0187;Stockholms län;01;Kommunal;Engelska;95,4;93,9;96,9;187;93;94;65,8;64,5;67,0;11,5;11,4;11,6;
Vaxholm;0187;Stockholms län;01;Kommunal;Svenska som andraspråk;..;..;.;..;..;.;.;.;.;..;..;.;
Vaxholm;0187;Stockholms län;01;Kommunal;Matematik;91,8;90,9;92,8;180;90;90;94,4;94,4;94,4;13,6;13,2;13,9;
Vellinge;1233;Skåne län;12;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Vellinge;1233;Skåne län;12;Samtliga;Svenska;90,5;91,7;89,2;478;254;224;98,3;100,0;96,4;14,0;15,3;12,6;
Vellinge;1233;Skåne län;12;Samtliga;Matematik;90,3;91,1;89,4;485;257;228;89,3;90,7;87,7;12,0;12,3;11,5;
Vellinge;1233;Skåne län;12;Samtliga;Engelska;94,4;92,6;96,5;507;261;246;~100;~100;100,0;16,7;17,0;16,4;
Vellinge;1233;Skåne län;12;Kommunal;Engelska;93,8;91,0;97,1;350;182;168;~100;~100;100,0;16,7;16,8;16,6;
Vellinge;1233;Skåne län;12;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Vellinge;1233;Skåne län;12;Kommunal;Svenska;91,0;92,9;88,8;332;182;150;98,5;100,0;96,7;14,0;15,1;12,7;
Vellinge;1233;Skåne län;12;Kommunal;Matematik;92,2;92,0;92,5;344;184;160;90,4;91,3;89,4;12,0;12,2;11,7;
Vellinge;1233;Skåne län;12;Enskild;Svenska som andraspråk;..;..;.;..;..;.;..;..;.;..;..;.;
Vellinge;1233;Skåne län;12;Enskild;Matematik;86,0;89,0;82,9;141;73;68;86,5;89,0;83,8;12,0;12,7;11,2;
Vellinge;1233;Skåne län;12;Enskild;Svenska;89,6;88,9;90,2;146;72;74;~100;100,0;~100;14,0;15,6;12,4;
Vellinge;1233;Skåne län;12;Enskild;Engelska;95,7;96,3;95,1;157;79;78;100,0;100,0;100,0;16,8;17,5;16,0;
Vetlanda;0685;Jönköpings län;06;Samtliga;Engelska;87,9;87,8;88,0;269;115;154;94,8;95,7;94,2;14,4;14,6;14,3;
Vetlanda;0685;Jönköpings län;06;Samtliga;Svenska;91,1;91,2;91,0;215;93;122;94,0;~100;..;12,8;14,3;11,6;
Vetlanda;0685;Jönköpings län;06;Samtliga;Svenska som andraspråk;90,0;79,3;97,6;63;23;40;71,4;73,9;70,0;8,5;9,6;7,9;
Vetlanda;0685;Jönköpings län;06;Samtliga;Matematik;89,5;89,3;89,7;274;117;157;82,5;85,5;80,3;10,4;10,9;10,1;
Vetlanda;0685;Jönköpings län;06;Kommunal;Engelska;87,5;87,4;87,6;260;111;149;94,6;95,5;94,0;14,4;14,5;14,2;
Vetlanda;0685;Jönköpings län;06;Kommunal;Svenska som andraspråk;89,6;77,8;97,5;60;21;39;70,0;71,4;69,2;8,2;9,0;7,8;
Vetlanda;0685;Jönköpings län;06;Kommunal;Matematik;89,2;89,0;89,4;265;113;152;82,3;85,8;79,6;10,4;11,0;10,0;
Vetlanda;0685;Jönköpings län;06;Kommunal;Svenska;90,9;91,0;90,8;209;91;118;93,8;~100;..;12,7;14,3;11,5;
Vetlanda;0685;Jönköpings län;06;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Vetlanda;0685;Jönköpings län;06;Enskild;Matematik;..;..;..;..;..;..;..;..;..;..;..;..;
Vetlanda;0685;Jönköpings län;06;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Vetlanda;0685;Jönköpings län;06;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Samtliga;Engelska;80,6;75,0;85,0;58;24;34;~100;~100;~100;14,2;14,8;13,8;
Vilhelmina;2462;Västerbottens län;24;Samtliga;Matematik;81,9;68,8;92,5;59;22;37;~100;~100;~100;11,4;11,4;11,5;
Vilhelmina;2462;Västerbottens län;24;Samtliga;Svenska;95,5;96,3;94,9;63;26;37;85,7;~100;..;11,3;12,0;10,8;
Vilhelmina;2462;Västerbottens län;24;Samtliga;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Kommunal;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Kommunal;Svenska;95,0;96,2;94,1;57;25;32;84,2;~100;..;11,0;11,8;10,4;
Vilhelmina;2462;Västerbottens län;24;Kommunal;Engelska;78,8;74,2;82,9;52;23;29;~100;~100;~100;14,0;14,6;13,5;
