Statistik från Skolverket, https://www.skolverket.se

Grundskola - Personalstatistik med lärarlegitimation och behörighet
Valt läsår: 2023/24
Valt uttag: 2024-02-22

Från och med läsåret 2024/25 redovisas ingen statistik som baseras på färre än 3 st heltidstjänster för lärare.

;;;;;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;
Kil;1715;Värmlands län;17;Samtliga;116,2;85,3;73,4;8,6;127;107;84,3;10;
Kil;1715;Värmlands län;17;Kommunal;116,2;85,3;73,4;8,6;127;107;84,3;10;
Kinda;0513;Östergötlands län;05;Samtliga;89,9;69,4;77,1;10,5;106;92;86,8;11;
Kinda;0513;Östergötlands län;05;Kommunal;89,9;69,4;77,1;10,5;106;92;86,8;11;
Kiruna;2584;Norrbottens län;25;Samtliga;209,3;111,5;53,3;9,0;231;153;66,2;9;
Kiruna;2584;Norrbottens län;25;Kommunal;183,1;93,7;51,2;5,0;193;125;64,8;5;
Kiruna;2584;Norrbottens län;25;Statlig;9,9;5,3;54,1;1,0;20;12;60,0;1;
Kiruna;2584;Norrbottens län;25;Enskild;16,4;12,5;76,4;3,0;18;16;88,9;3;
Klippan;1276;Skåne län;12;Samtliga;138,7;95,6;68,9;17,7;158;121;76,6;19;
Klippan;1276;Skåne län;12;Kommunal;131,3;91,3;69,5;17,1;146;114;78,1;18;
Klippan;1276;Skåne län;12;Enskild;7,5;4,3;57,6;0,6;12;7;58,3;1;
Knivsta;0330;Uppsala län;03;Samtliga;190,3;145,3;76,4;28,6;219;187;85,4;30;
Knivsta;0330;Uppsala län;03;Kommunal;172,7;134,5;77,9;26,8;197;170;86,3;28;
Knivsta;0330;Uppsala län;03;Enskild;17,6;10,8;61,3;1,8;22;17;77,3;2;
Kramfors;2282;Västernorrlands län;22;Samtliga;139,4;78,2;56,1;6,5;161;108;67,1;7;
Kramfors;2282;Västernorrlands län;22;Kommunal;135,1;74,9;55,5;6,5;154;102;66,2;7;
Kramfors;2282;Västernorrlands län;22;Enskild;4,3;3,2;74,9;.;7;6;85,7;.;
Kristianstad;1290;Skåne län;12;Samtliga;684,4;502,3;73,4;78,6;786;662;84,2;84;
Kristianstad;1290;Skåne län;12;Kommunal;607,9;449,8;74,0;67,9;697;591;84,8;72;
Kristianstad;1290;Skåne län;12;Enskild;76,5;52,4;68,6;10,7;89;71;79,8;12;
Kristinehamn;1781;Värmlands län;17;Samtliga;172,4;110,8;64,3;16,5;195;155;79,5;19;
Kristinehamn;1781;Värmlands län;17;Kommunal;172,4;110,8;64,3;16,5;195;155;79,5;19;
Krokom;2309;Jämtlands län;23;Samtliga;160,4;101,4;63,2;17,3;203;140;69,0;19;
Krokom;2309;Jämtlands län;23;Kommunal;160,4;101,4;63,2;17,3;203;140;69,0;19;
Kumla;1881;Örebro län;18;Samtliga;208,2;147,4;70,8;15,2;234;185;79,1;17;
Kumla;1881;Örebro län;18;Kommunal;208,2;147,4;70,8;15,2;234;185;79,1;17;
Kungsbacka;1384;Hallands län;13;Samtliga;708,2;538,2;76,0;72,7;848;720;84,9;81;
Kungsbacka;1384;Hallands län;13;Kommunal;619,5;470,2;75,9;62,2;738;629;85,2;69;
Kungsbacka;1384;Hallands län;13;Enskild;88,8;67,9;76,5;10,5;112;91;81,3;12;
Kungsör;1960;Västmanlands län;19;Samtliga;66,9;43,6;65,1;9,0;73;52;71,2;10;
Kungsör;1960;Västmanlands län;19;Kommunal;66,9;43,6;65,1;9,0;73;52;71,2;10;
Kungälv;1482;Västra Götalands län;14;Samtliga;378,4;285,4;75,4;39,0;416;356;85,6;41;
Kungälv;1482;Västra Götalands län;14;Kommunal;336,5;258,5;76,8;34,4;366;317;86,6;36;
Kungälv;1482;Västra Götalands län;14;Enskild;41,9;26,8;64,1;4,7;51;40;78,4;5;
Kävlinge;1261;Skåne län;12;Samtliga;284,2;229,2;80,6;34,5;316;273;86,4;37;
Kävlinge;1261;Skåne län;12;Kommunal;246,9;199,7;80,9;28,1;271;238;87,8;30;
Kävlinge;1261;Skåne län;12;Enskild;37,3;29,4;79,0;6,5;45;35;77,8;7;
Köping;1983;Västmanlands län;19;Samtliga;222,1;143,3;64,5;27,2;252;182;72,2;28;
Köping;1983;Västmanlands län;19;Kommunal;222,1;143,3;64,5;27,2;252;182;72,2;28;
Laholm;1381;Hallands län;13;Samtliga;227,1;173,9;76,6;23,2;261;232;88,9;24;
Laholm;1381;Hallands län;13;Kommunal;217,3;168,0;77,3;22,2;247;222;89,9;23;
Laholm;1381;Hallands län;13;Enskild;9,8;6,0;60,9;1,0;14;10;71,4;1;
Landskrona;1282;Skåne län;12;Samtliga;332,8;213,1;64,0;36,2;376;288;76,6;39;
Landskrona;1282;Skåne län;12;Kommunal;261,3;172,8;66,2;31,5;293;232;79,2;34;
Landskrona;1282;Skåne län;12;Enskild;71,5;40,2;56,3;4,7;84;57;67,9;5;
Laxå;1860;Örebro län;18;Samtliga;44,6;29,4;65,9;3,9;52;38;73,1;4;
Laxå;1860;Örebro län;18;Kommunal;44,6;29,4;65,9;3,9;52;38;73,1;4;
Lekeberg;1814;Örebro län;18;Samtliga;77,2;57,9;75,1;11,0;85;71;83,5;11;
Lekeberg;1814;Örebro län;18;Kommunal;77,2;57,9;75,1;11,0;85;71;83,5;11;
Leksand;2029;Dalarnas län;20;Samtliga;126,7;85,4;67,4;16,4;157;118;75,2;19;
Leksand;2029;Dalarnas län;20;Kommunal;104,0;70,1;67,4;13,6;128;94;73,4;16;
Leksand;2029;Dalarnas län;20;Enskild;22,7;15,3;67,6;2,8;31;25;80,6;3;
Lerum;1441;Västra Götalands län;14;Samtliga;441,8;338,4;76,6;54,0;510;439;86,1;58;
Lerum;1441;Västra Götalands län;14;Kommunal;411,7;314,6;76,4;50,1;474;407;85,9;54;
Lerum;1441;Västra Götalands län;14;Enskild;30,1;23,8;78,9;3,9;36;32;88,9;4;
Lessebo;0761;Kronobergs län;07;Samtliga;80,7;60,2;74,7;8,8;95;78;82,1;9;
Lessebo;0761;Kronobergs län;07;Kommunal;80,7;60,2;74,7;8,8;95;78;82,1;9;
Lidingö;0186;Stockholms län;01;Samtliga;353,9;268,1;75,8;50,4;408;346;84,8;54;
Lidingö;0186;Stockholms län;01;Kommunal;287,8;231,0;80,2;45,9;322;291;90,4;49;
Lidingö;0186;Stockholms län;01;Enskild;66,1;37,2;56,3;4,5;86;55;64,0;5;
Lidköping;1494;Västra Götalands län;14;Samtliga;349,4;270,6;77,5;47,7;393;337;85,8;52;
Lidköping;1494;Västra Götalands län;14;Kommunal;302,1;237,7;78,7;45,0;341;298;87,4;49;
Lidköping;1494;Västra Götalands län;14;Enskild;47,3;32,9;69,5;2,7;52;39;75,0;3;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;102,5;64,1;62,6;14,2;119;84;70,6;15;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;91,8;59,1;64,3;13,2;104;77;74,0;14;
Lilla Edet;1462;Västra Götalands län;14;Enskild;10,7;5,1;47,4;1,0;15;7;46,7;1;
Lindesberg;1885;Örebro län;18;Samtliga;193,4;127,6;66,0;24,4;231;172;74,5;25;
Lindesberg;1885;Örebro län;18;Kommunal;181,4;121,9;67,2;23,6;213;162;76,1;24;
Lindesberg;1885;Örebro län;18;Enskild;12,0;5,7;47,7;0,8;18;10;55,6;1;
Linköping;0580;Östergötlands län;05;Samtliga;1 305,8;1 049,9;80,4;118,8;1 474;1 320;89,6;131;
Linköping;0580;Östergötlands län;05;Kommunal;1 163,8;938,9;80,7;102,6;1 307;1 172;89,7;113;
Linköping;0580;Östergötlands län;05;Enskild;142,0;111,1;78,2;16,3;168;148;88,1;18;
Ljungby;0781;Kronobergs län;07;Samtliga;232,9;171,3;73,6;30,5;281;230;81,9;33;
Ljungby;0781;Kronobergs län;07;Kommunal;215,0;161,3;75,0;28,5;257;213;82,9;31;
Ljungby;0781;Kronobergs län;07;Enskild;17,9;10,1;56,3;2,0;29;22;75,9;2;
Ljusdal;2161;Gävleborgs län;21;Samtliga;148,9;89,9;60,4;16,6;164;118;72,0;19;
Ljusdal;2161;Gävleborgs län;21;Kommunal;114,1;70,0;61,4;12,3;126;91;72,2;14;
Ljusdal;2161;Gävleborgs län;21;Enskild;34,8;19,9;57,1;4,3;40;29;72,5;5;
Ljusnarsberg;1864;Örebro län;18;Samtliga;32,0;22,1;69,0;3,9;38;27;71,1;4;
Ljusnarsberg;1864;Örebro län;18;Kommunal;32,0;22,1;69,0;3,9;38;27;71,1;4;
Lomma;1262;Skåne län;12;Samtliga;256,1;205,1;80,1;42,5;289;256;88,6;43;
Lomma;1262;Skåne län;12;Kommunal;241,6;196,8;81,4;39,6;271;244;90,0;40;
Lomma;1262;Skåne län;12;Enskild;14,5;8,4;57,7;2,9;18;12;66,7;3;
Ludvika;2085;Dalarnas län;20;Samtliga;206,5;94,9;45,9;19,8;258;135;52,3;21;
Ludvika;2085;Dalarnas län;20;Kommunal;200,7;90,9;45,3;19,8;249;128;51,4;21;
Ludvika;2085;Dalarnas län;20;Enskild;5,8;4,0;68,0;.;12;9;75,0;.;
Luleå;2580;Norrbottens län;25;Samtliga;599,2;480,1;80,1;77,3;656;567;86,4;81;
Luleå;2580;Norrbottens län;25;Kommunal;519,1;415,8;80,1;65,7;568;492;86,6;69;
Luleå;2580;Norrbottens län;25;Enskild;80,1;64,4;80,3;11,6;90;76;84,4;12;
Lund;1281;Skåne län;12;Samtliga;905,9;709,2;78,3;116,8;1 067;925;86,7;134;
Lund;1281;Skåne län;12;Kommunal;788,9;633,4;80,3;103,7;929;819;88,2;118;
Lund;1281;Skåne län;12;Enskild;117,0;75,8;64,8;13,2;139;107;77,0;16;
Lycksele;2481;Västerbottens län;24;Samtliga;94,0;65,9;70,1;6,8;110;83;75,5;8;
Lycksele;2481;Västerbottens län;24;Kommunal;94,0;65,9;70,1;6,8;110;83;75,5;8;
Lysekil;1484;Västra Götalands län;14;Samtliga;103,9;68,3;65,7;14,9;118;85;72,0;15;
Lysekil;1484;Västra Götalands län;14;Kommunal;103,9;68,3;65,7;14,9;118;85;72,0;15;
Malmö;1280;Skåne län;12;Samtliga;2 462,5;1 698,4;69,0;336,4;2 684;2 168;80,8;356;
Malmö;1280;Skåne län;12;Kommunal;2 092,8;1 469,8;70,2;281,0;2 257;1 875;83,1;299;
Malmö;1280;Skåne län;12;Enskild;369,7;228,7;61,9;55,4;428;294;68,7;57;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;82,9;45,2;54,5;8,9;104;53;51,0;9;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;82,9;45,2;54,5;8,9;104;53;51,0;9;
Malå;2418;Västerbottens län;24;Samtliga;30,4;19,8;65,0;4,0;36;25;69,4;4;
Malå;2418;Västerbottens län;24;Kommunal;30,4;19,8;65,0;4,0;36;25;69,4;4;
Mariestad;1493;Västra Götalands län;14;Samtliga;195,0;129,8;66,6;20,7;229;174;76,0;23;
Mariestad;1493;Västra Götalands län;14;Kommunal;165,5;112,9;68,2;16,2;199;154;77,4;18;
Mariestad;1493;Västra Götalands län;14;Enskild;29,4;17,0;57,6;4,4;30;20;66,7;5;
Mark;1463;Västra Götalands län;14;Samtliga;312,3;214,0;68,5;41,2;362;276;76,2;45;
Mark;1463;Västra Götalands län;14;Kommunal;292,9;205,7;70,2;39,8;334;263;78,7;43;
Mark;1463;Västra Götalands län;14;Enskild;19,4;8,3;42,7;1,4;29;13;44,8;2;
Markaryd;0767;Kronobergs län;07;Samtliga;79,7;56,7;71,1;9,8;96;72;75,0;10;
Markaryd;0767;Kronobergs län;07;Kommunal;79,7;56,7;71,1;9,8;96;72;75,0;10;
Mellerud;1461;Västra Götalands län;14;Samtliga;79,7;52,0;65,2;3,8;98;72;73,5;4;
Mellerud;1461;Västra Götalands län;14;Kommunal;79,7;52,0;65,2;3,8;98;72;73,5;4;
Mjölby;0586;Östergötlands län;05;Samtliga;254,9;193,8;76,0;19,7;294;254;86,4;22;
Mjölby;0586;Östergötlands län;05;Kommunal;254,9;193,8;76,0;19,7;294;254;86,4;22;
Mora;2062;Dalarnas län;20;Samtliga;177,2;117,2;66,2;17,6;208;156;75,0;19;
Mora;2062;Dalarnas län;20;Kommunal;172,6;114,4;66,2;17,1;199;149;74,9;18;
Mora;2062;Dalarnas län;20;Enskild;4,6;2,9;63,1;0,5;11;8;72,7;1;
Motala;0583;Östergötlands län;05;Samtliga;339,1;251,2;74,1;55,6;390;329;84,4;60;
Motala;0583;Östergötlands län;05;Kommunal;301,7;227,2;75,3;51,7;347;297;85,6;55;
Motala;0583;Östergötlands län;05;Enskild;37,4;24,0;64,1;3,9;43;32;74,4;5;
Mullsjö;0642;Jönköpings län;06;Samtliga;61,2;49,1;80,3;8,6;70;59;84,3;9;
Mullsjö;0642;Jönköpings län;06;Kommunal;61,2;49,1;80,3;8,6;70;59;84,3;9;
Munkedal;1430;Västra Götalands län;14;Samtliga;98,5;72,5;73,6;10,6;114;92;80,7;11;
Munkedal;1430;Västra Götalands län;14;Kommunal;98,5;72,5;73,6;10,6;114;92;80,7;11;
Munkfors;1762;Värmlands län;17;Samtliga;28,7;19,5;68,0;3,0;35;26;74,3;3;
Munkfors;1762;Värmlands län;17;Kommunal;28,7;19,5;68,0;3,0;35;26;74,3;3;
Mölndal;1481;Västra Götalands län;14;Samtliga;505,3;410,7;81,3;50,2;570;508;89,1;54;
Mölndal;1481;Västra Götalands län;14;Kommunal;468,8;383,8;81,9;46,4;527;472;89,6;50;
Mölndal;1481;Västra Götalands län;14;Enskild;36,4;26,9;73,9;3,8;44;37;84,1;4;
Mönsterås;0861;Kalmar län;08;Samtliga;103,7;76,3;73,6;14,3;131;112;85,5;15;
Mönsterås;0861;Kalmar län;08;Kommunal;103,7;76,3;73,6;14,3;131;112;85,5;15;
Mörbylånga;0840;Kalmar län;08;Samtliga;167,9;125,1;74,5;18,3;201;170;84,6;21;
Mörbylånga;0840;Kalmar län;08;Kommunal;141,7;106,2;75,0;14,8;166;144;86,7;17;
Mörbylånga;0840;Kalmar län;08;Enskild;26,2;18,9;72,2;3,5;35;26;74,3;4;
Nacka;0182;Stockholms län;01;Samtliga;783,0;618,0;78,9;109,6;843;751;89,1;114;
Nacka;0182;Stockholms län;01;Kommunal;552,2;441,6;80,0;80,9;583;524;89,9;83;
Nacka;0182;Stockholms län;01;Enskild;230,8;176,4;76,4;28,7;260;227;87,3;31;
Nora;1884;Örebro län;18;Samtliga;88,3;63,2;71,6;7,3;109;88;80,7;9;
Nora;1884;Örebro län;18;Kommunal;82,7;59,4;71,8;6,3;103;82;79,6;8;
Nora;1884;Örebro län;18;Enskild;5,7;3,9;68,1;1,0;8;7;87,5;1;
Norberg;1962;Västmanlands län;19;Samtliga;51,5;28,2;54,7;8,5;57;31;54,4;9;
Norberg;1962;Västmanlands län;19;Kommunal;51,5;28,2;54,7;8,5;57;31;54,4;9;
Nordanstig;2132;Gävleborgs län;21;Samtliga;64,9;36,7;56,6;5,2;81;49;60,5;6;
Nordanstig;2132;Gävleborgs län;21;Kommunal;59,8;35,7;59,7;4,9;73;47;64,4;5;
Nordanstig;2132;Gävleborgs län;21;Enskild;5,1;1,0;19,7;0,4;8;2;25,0;1;
Nordmaling;2401;Västerbottens län;24;Samtliga;57,9;48,0;82,9;2,1;64;59;92,2;3;
Nordmaling;2401;Västerbottens län;24;Kommunal;57,9;48,0;82,9;2,1;64;59;92,2;3;
Norrköping;0581;Östergötlands län;05;Samtliga;1 159,2;811,8;70,0;134,7;1 318;1 040;78,9;144;
Norrköping;0581;Östergötlands län;05;Kommunal;968,5;684,7;70,7;116,9;1 102;875;79,4;126;
Norrköping;0581;Östergötlands län;05;Enskild;190,7;127,1;66,6;17,8;216;165;76,4;18;
Norrtälje;0188;Stockholms län;01;Samtliga;420,0;279,4;66,5;36,5;488;362;74,2;40;
Norrtälje;0188;Stockholms län;01;Kommunal;319,1;212,0;66,4;27,6;361;273;75,6;29;
Norrtälje;0188;Stockholms län;01;Enskild;100,9;67,4;66,8;8,9;131;89;67,9;11;
Norsjö;2417;Västerbottens län;24;Samtliga;36,9;22,4;60,7;1,5;44;30;68,2;3;
Norsjö;2417;Västerbottens län;24;Kommunal;36,9;22,4;60,7;1,5;44;30;68,2;3;
Nybro;0881;Kalmar län;08;Samtliga;150,2;104,6;69,6;14,8;187;156;83,4;18;
Nybro;0881;Kalmar län;08;Kommunal;142,6;100,9;70,8;13,8;178;151;84,8;17;
Nybro;0881;Kalmar län;08;Enskild;7,6;3,7;48,3;1,0;12;7;58,3;1;
Nykvarn;0140;Stockholms län;01;Samtliga;93,3;63,4;67,9;16,6;99;76;76,8;17;
Nykvarn;0140;Stockholms län;01;Kommunal;93,3;63,4;67,9;16,6;99;76;76,8;17;
Nyköping;0480;Södermanlands län;04;Samtliga;466,0;305,2;65,5;57,3;525;374;71,2;61;
Nyköping;0480;Södermanlands län;04;Kommunal;338,4;217,8;64,4;38,8;377;266;70,6;41;
Nyköping;0480;Södermanlands län;04;Enskild;127,6;87,4;68,5;18,5;150;108;72,0;20;
Nynäshamn;0192;Stockholms län;01;Samtliga;150,3;97,0;64,6;23,2;174;129;74,1;24;
Nynäshamn;0192;Stockholms län;01;Kommunal;147,8;96,2;65,1;23,2;171;127;74,3;24;
Nynäshamn;0192;Stockholms län;01;Enskild;2,5;0,8;33,0;.;3;2;66,7;.;
Nässjö;0682;Jönköpings län;06;Samtliga;307,7;212,2;69,0;29,5;366;288;78,7;44;
Nässjö;0682;Jönköpings län;06;Kommunal;307,7;212,2;69,0;29,5;366;288;78,7;44;
Ockelbo;2101;Gävleborgs län;21;Samtliga;39,4;20,0;50,7;3,0;45;29;64,4;3;
Ockelbo;2101;Gävleborgs län;21;Kommunal;39,4;20,0;50,7;3,0;45;29;64,4;3;
Olofström;1060;Blekinge län;10;Samtliga;106,9;80,9;75,6;11,0;122;95;77,9;12;
Olofström;1060;Blekinge län;10;Kommunal;106,9;80,9;75,6;11,0;122;95;77,9;12;
Orsa;2034;Dalarnas län;20;Samtliga;54,3;39,4;72,7;7,0;65;48;73,8;7;
Orsa;2034;Dalarnas län;20;Kommunal;51,2;37,6;73,5;6,0;58;46;79,3;6;
Orsa;2034;Dalarnas län;20;Enskild;3,1;1,8;58,7;1,0;7;2;28,6;1;
Orust;1421;Västra Götalands län;14;Samtliga;98,0;79,7;81,3;8,1;121;104;86,0;10;
Orust;1421;Västra Götalands län;14;Kommunal;89,3;73,5;82,3;7,5;107;94;87,9;9;
Orust;1421;Västra Götalands län;14;Enskild;8,7;6,2;71,6;0,6;14;10;71,4;1;
Osby;1273;Skåne län;12;Samtliga;110,4;72,9;66,1;11,1;131;98;74,8;14;
Osby;1273;Skåne län;12;Kommunal;110,4;72,9;66,1;11,1;131;98;74,8;14;
Oskarshamn;0882;Kalmar län;08;Samtliga;226,6;173,3;76,5;17,6;262;226;86,3;18;
Oskarshamn;0882;Kalmar län;08;Kommunal;223,3;171,2;76,6;16,6;255;221;86,7;17;
Oskarshamn;0882;Kalmar län;08;Enskild;3,3;2,2;66,8;1,0;7;5;71,4;1;
Ovanåker;2121;Gävleborgs län;21;Samtliga;101,5;85,7;84,4;12,7;119;105;88,2;14;
Ovanåker;2121;Gävleborgs län;21;Kommunal;101,5;85,7;84,4;12,7;119;105;88,2;14;
Oxelösund;0481;Södermanlands län;04;Samtliga;102,3;68,1;66,6;15,0;111;93;83,8;15;
Oxelösund;0481;Södermanlands län;04;Kommunal;102,3;68,1;66,6;15,0;111;93;83,8;15;
Pajala;2521;Norrbottens län;25;Samtliga;59,2;34,1;57,6;6,5;72;47;65,3;7;
Pajala;2521;Norrbottens län;25;Kommunal;53,1;32,6;61,4;5,5;65;44;67,7;6;
Pajala;2521;Norrbottens län;25;Enskild;6,1;1,5;24,7;1,0;7;3;42,9;1;
Partille;1402;Västra Götalands län;14;Samtliga;329,6;254,0;77,1;38,8;384;328;85,4;42;
Partille;1402;Västra Götalands län;14;Kommunal;313,5;242,7;77,4;36,8;362;312;86,2;40;
Partille;1402;Västra Götalands län;14;Enskild;16,1;11,3;70,3;2,0;22;16;72,7;2;
Perstorp;1275;Skåne län;12;Samtliga;62,9;45,6;72,4;13,1;72;62;86,1;14;
Perstorp;1275;Skåne län;12;Kommunal;62,9;45,6;72,4;13,1;72;62;86,1;14;
Piteå;2581;Norrbottens län;25;Samtliga;329,0;256,3;77,9;48,2;394;354;89,8;52;
Piteå;2581;Norrbottens län;25;Kommunal;316,9;247,7;78,2;45,9;376;342;91,0;49;
Piteå;2581;Norrbottens län;25;Enskild;12,2;8,6;70,5;2,3;20;14;70,0;3;
Ragunda;2303;Jämtlands län;23;Samtliga;53,8;23,4;43,5;4,0;60;38;63,3;4;
Ragunda;2303;Jämtlands län;23;Kommunal;53,8;23,4;43,5;4,0;60;38;63,3;4;
Robertsfors;2409;Västerbottens län;24;Samtliga;57,6;47,8;83,1;4,9;71;64;90,1;6;
Robertsfors;2409;Västerbottens län;24;Kommunal;57,6;47,8;83,1;4,9;71;64;90,1;6;
Ronneby;1081;Blekinge län;10;Samtliga;303,0;198,9;65,7;36,8;347;258;74,4;40;
Ronneby;1081;Blekinge län;10;Kommunal;268,5;181,1;67,4;32,5;304;232;76,3;35;
Ronneby;1081;Blekinge län;10;Enskild;34,5;17,8;51,8;4,3;43;26;60,5;5;
Rättvik;2031;Dalarnas län;20;Samtliga;78,5;53,8;68,5;4,0;95;71;74,7;4;
Rättvik;2031;Dalarnas län;20;Kommunal;78,5;53,8;68,5;4,0;95;71;74,7;4;
Sala;1981;Västmanlands län;19;Samtliga;212,8;137,9;64,8;24,8;252;177;70,2;26;
Sala;1981;Västmanlands län;19;Kommunal;212,8;137,9;64,8;24,8;252;177;70,2;26;
Salem;0128;Stockholms län;01;Samtliga;147,0;110,3;75,1;17,9;165;137;83,0;19;
Salem;0128;Stockholms län;01;Kommunal;118,4;91,6;77,4;10,9;132;114;86,4;12;
Salem;0128;Stockholms län;01;Enskild;28,6;18,7;65,3;7,0;33;23;69,7;7;
Sandviken;2181;Gävleborgs län;21;Samtliga;319,7;184,9;57,8;50,9;349;244;69,9;51;
Sandviken;2181;Gävleborgs län;21;Kommunal;307,9;179,4;58,3;47,9;336;235;69,9;48;
Sandviken;2181;Gävleborgs län;21;Enskild;11,8;5,5;46,8;3,0;14;10;71,4;3;
Sigtuna;0191;Stockholms län;01;Samtliga;324,8;189,6;58,4;34,2;366;280;76,5;43;
Sigtuna;0191;Stockholms län;01;Kommunal;293,1;173,0;59,0;30,7;321;247;76,9;38;
Sigtuna;0191;Stockholms län;01;Enskild;31,7;16,6;52,4;3,5;45;33;73,3;5;
Simrishamn;1291;Skåne län;12;Samtliga;116,2;78,3;67,4;11,1;132;105;79,5;12;
Simrishamn;1291;Skåne län;12;Kommunal;88,7;61,2;69,1;9,3;97;78;80,4;10;
Simrishamn;1291;Skåne län;12;Enskild;27,5;17,0;61,9;1,8;35;27;77,1;2;
Sjöbo;1265;Skåne län;12;Samtliga;142,4;93,9;65,9;14,2;169;128;75,7;15;
Sjöbo;1265;Skåne län;12;Kommunal;117,5;76,6;65,2;13,2;130;98;75,4;14;
Sjöbo;1265;Skåne län;12;Enskild;24,8;17,2;69,3;1,0;39;30;76,9;1;
Skara;1495;Västra Götalands län;14;Samtliga;158,4;106,7;67,3;12,7;178;141;79,2;14;
Skara;1495;Västra Götalands län;14;Kommunal;141,3;103,0;72,9;10,9;155;133;85,8;11;
Skara;1495;Västra Götalands län;14;Enskild;17,1;3,7;21,6;1,8;23;8;34,8;3;
Skellefteå;2482;Västerbottens län;24;Samtliga;583,1;429,9;73,7;59,8;676;565;83,6;65;
Skellefteå;2482;Västerbottens län;24;Kommunal;566,5;420,1;74,2;58,2;651;549;84,3;63;
Skellefteå;2482;Västerbottens län;24;Enskild;16,6;9,8;59,0;1,6;26;17;65,4;2;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;36,2;19,5;53,8;4,7;40;25;62,5;5;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;36,2;19,5;53,8;4,7;40;25;62,5;5;
Skurup;1264;Skåne län;12;Samtliga;138,3;96,7;69,9;15,2;158;130;82,3;16;
Skurup;1264;Skåne län;12;Kommunal;132,0;94,7;71,8;15,2;148;125;84,5;16;
Skurup;1264;Skåne län;12;Enskild;6,3;2,0;31,0;.;10;5;50,0;.;
Skövde;1496;Västra Götalands län;14;Samtliga;375,3;267,7;71,3;61,9;453;354;78,1;65;
Skövde;1496;Västra Götalands län;14;Kommunal;368,2;262,8;71,4;60,9;443;347;78,3;64;
Skövde;1496;Västra Götalands län;14;Enskild;7,0;4,9;69,1;1,0;14;8;57,1;1;
Smedjebacken;2061;Dalarnas län;20;Samtliga;87,1;58,1;66,7;9,9;95;73;76,8;10;
Smedjebacken;2061;Dalarnas län;20;Kommunal;87,1;58,1;66,7;9,9;95;73;76,8;10;
Sollefteå;2283;Västernorrlands län;22;Samtliga;154,2;78,8;51,1;21,5;191;110;57,6;22;
Sollefteå;2283;Västernorrlands län;22;Kommunal;152,0;77,1;50,7;20,5;187;107;57,2;21;
Sollefteå;2283;Västernorrlands län;22;Enskild;2,2;1,7;77,3;1,0;4;3;75,0;1;
Sollentuna;0163;Stockholms län;01;Samtliga;642,1;500,3;77,9;92,0;710;612;86,2;98;
Sollentuna;0163;Stockholms län;01;Kommunal;492,8;409,0;83,0;70,1;532;486;91,4;73;
Sollentuna;0163;Stockholms län;01;Enskild;149,2;91,3;61,2;21,9;179;127;70,9;25;
Solna;0184;Stockholms län;01;Samtliga;356,5;260,4;73,0;53,2;407;340;83,5;58;
Solna;0184;Stockholms län;01;Kommunal;194,4;155,5;80,0;30,5;216;192;88,9;34;
Solna;0184;Stockholms län;01;Enskild;162,0;104,9;64,7;22,7;191;148;77,5;24;
Sorsele;2422;Västerbottens län;24;Samtliga;21,1;12,9;60,9;1,8;27;20;74,1;2;
Sorsele;2422;Västerbottens län;24;Kommunal;21,1;12,9;60,9;1,8;27;20;74,1;2;
Sotenäs;1427;Västra Götalands län;14;Samtliga;58,0;37,6;64,8;7,0;73;54;74,0;8;
Sotenäs;1427;Västra Götalands län;14;Kommunal;58,0;37,6;64,8;7,0;73;54;74,0;8;
Staffanstorp;1230;Skåne län;12;Samtliga;253,5;198,9;78,5;34,8;295;258;87,5;37;
Staffanstorp;1230;Skåne län;12;Kommunal;245,8;192,9;78,5;33,8;283;249;88,0;36;
Staffanstorp;1230;Skåne län;12;Enskild;7,7;6,0;78,1;1,0;12;9;75,0;1;
Stenungsund;1415;Västra Götalands län;14;Samtliga;230,8;182,1;78,9;21,9;289;254;87,9;26;
Stenungsund;1415;Västra Götalands län;14;Kommunal;215,8;170,2;78,9;21,9;271;239;88,2;26;
Stenungsund;1415;Västra Götalands län;14;Enskild;15,0;11,9;79,4;.;18;15;83,3;.;
Stockholm;0180;Stockholms län;01;Samtliga;5 765,6;4 428,2;76,8;811,0;6 390;5 477;85,7;858;
Stockholm;0180;Stockholms län;01;Kommunal;4 540,2;3 617,5;79,7;654,0;4 897;4 367;89,2;680;
Stockholm;0180;Stockholms län;01;Enskild;1 225,4;810,7;66,2;157,0;1 501;1 115;74,3;178;
Storfors;1760;Värmlands län;17;Samtliga;35,1;26,6;75,9;5,2;48;39;81,3;6;
Storfors;1760;Värmlands län;17;Kommunal;31,4;24,1;76,9;5,0;35;29;82,9;5;
Storfors;1760;Värmlands län;17;Enskild;3,8;2,5;67,6;0,2;13;10;76,9;1;
Storuman;2421;Västerbottens län;24;Samtliga;49,2;31,9;64,9;5,7;64;44;68,8;6;
