Statistik från Skolverket, https://www.skolverket.se

Grundskola - Personalstatistik med lärarlegitimation och behörighet
Valt läsår: 2024/25
Valt uttag: 2025-02-12

Från och med läsåret 2024/25 redovisas ingen statistik som baseras på färre än 3 st heltidstjänster för lärare.

;;;;;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;
Kil;1715;Värmlands län;17;Samtliga;108,8;79,6;73,2;0,0;122;103;84,4;13;
Kil;1715;Värmlands län;17;Kommunal;108,8;79,6;73,2;0,0;122;103;84,4;13;
Kinda;0513;Östergötlands län;05;Samtliga;88,3;73,5;83,2;0,0;104;97;93,3;11;
Kinda;0513;Östergötlands län;05;Kommunal;88,3;73,5;83,2;0,0;104;97;93,3;11;
Kiruna;2584;Norrbottens län;25;Samtliga;208,8;117,3;56,2;0,0;234;157;67,1;6;
Kiruna;2584;Norrbottens län;25;Kommunal;178,6;100,1;56,0;0,0;194;132;68,0;4;
Kiruna;2584;Norrbottens län;25;Statlig;14,2;5,4;38,4;.;21;10;47,6;.;
Kiruna;2584;Norrbottens län;25;Enskild;16,1;11,8;73,6;0,0;19;15;78,9;2;
Klippan;1276;Skåne län;12;Samtliga;140,9;95,0;67,4;0,0;157;123;78,3;18;
Klippan;1276;Skåne län;12;Kommunal;134,8;90,6;67,2;0,0;148;117;79,1;18;
Klippan;1276;Skåne län;12;Enskild;6,2;4,4;72,2;.;10;6;60,0;.;
Knivsta;0330;Uppsala län;03;Samtliga;194,4;148,0;76,1;0,0;217;189;87,1;29;
Knivsta;0330;Uppsala län;03;Kommunal;174,2;135,1;77,6;0,0;192;170;88,5;27;
Knivsta;0330;Uppsala län;03;Enskild;20,3;12,9;63,5;0,0;25;19;76,0;2;
Kramfors;2282;Västernorrlands län;22;Samtliga;135,7;79,5;58,6;0,0;157;113;72,0;10;
Kramfors;2282;Västernorrlands län;22;Kommunal;131,5;76,4;58,1;0,0;150;107;71,3;10;
Kramfors;2282;Västernorrlands län;22;Enskild;4,2;3,2;75,2;.;8;7;87,5;.;
Kristianstad;1290;Skåne län;12;Samtliga;673,1;508,2;75,5;0,0;765;671;87,7;86;
Kristianstad;1290;Skåne län;12;Kommunal;594,1;451,8;76,1;0,0;672;595;88,5;73;
Kristianstad;1290;Skåne län;12;Enskild;79,0;56,3;71,3;0,0;93;76;81,7;13;
Kristinehamn;1781;Värmlands län;17;Samtliga;190,5;126,5;66,4;0,0;211;171;81,0;19;
Kristinehamn;1781;Värmlands län;17;Kommunal;190,5;126,5;66,4;0,0;211;171;81,0;19;
Krokom;2309;Jämtlands län;23;Samtliga;161,9;98,4;60,8;0,0;195;140;71,8;16;
Krokom;2309;Jämtlands län;23;Kommunal;161,9;98,4;60,8;0,0;195;140;71,8;16;
Kumla;1881;Örebro län;18;Samtliga;209,0;155,3;74,3;0,0;231;190;82,3;24;
Kumla;1881;Örebro län;18;Kommunal;209,0;155,3;74,3;0,0;231;190;82,3;24;
Kungsbacka;1384;Hallands län;13;Samtliga;665,7;516,9;77,7;0,0;798;704;88,2;73;
Kungsbacka;1384;Hallands län;13;Kommunal;577,2;446,8;77,4;0,0;683;611;89,5;61;
Kungsbacka;1384;Hallands län;13;Enskild;88,5;70,2;79,3;0,0;118;94;79,7;12;
Kungsör;1960;Västmanlands län;19;Samtliga;70,3;52,4;74,5;0,0;77;63;81,8;10;
Kungsör;1960;Västmanlands län;19;Kommunal;70,3;52,4;74,5;0,0;77;63;81,8;10;
Kungälv;1482;Västra Götalands län;14;Samtliga;378,7;285,0;75,2;0,0;421;361;85,7;33;
Kungälv;1482;Västra Götalands län;14;Kommunal;336,9;257,4;76,4;0,0;371;320;86,3;29;
Kungälv;1482;Västra Götalands län;14;Enskild;41,8;27,5;65,9;0,0;51;42;82,4;4;
Kävlinge;1261;Skåne län;12;Samtliga;276,5;223,8;81,0;0,0;305;269;88,2;42;
Kävlinge;1261;Skåne län;12;Kommunal;236,5;194,4;82,2;0,0;258;232;89,9;36;
Kävlinge;1261;Skåne län;12;Enskild;40,0;29,5;73,6;0,0;47;37;78,7;6;
Köping;1983;Västmanlands län;19;Samtliga;219,0;145,6;66,5;0,0;246;182;74,0;27;
Köping;1983;Västmanlands län;19;Kommunal;219,0;145,6;66,5;0,0;246;182;74,0;27;
Laholm;1381;Hallands län;13;Samtliga;210,6;166,7;79,1;0,0;251;226;90,0;23;
Laholm;1381;Hallands län;13;Kommunal;199,8;159,8;80,0;0,0;235;215;91,5;22;
Laholm;1381;Hallands län;13;Enskild;10,8;6,9;63,5;0,0;16;11;68,8;1;
Landskrona;1282;Skåne län;12;Samtliga;338,7;224,9;66,4;0,0;387;308;79,6;50;
Landskrona;1282;Skåne län;12;Kommunal;264,8;186,2;70,3;0,0;299;252;84,3;41;
Landskrona;1282;Skåne län;12;Enskild;73,8;38,6;52,3;0,0;89;57;64,0;9;
Laxå;1860;Örebro län;18;Samtliga;40,3;24,9;61,7;0,0;46;31;67,4;6;
Laxå;1860;Örebro län;18;Kommunal;40,3;24,9;61,7;0,0;46;31;67,4;6;
Lekeberg;1814;Örebro län;18;Samtliga;70,9;51,5;72,7;0,0;82;65;79,3;6;
Lekeberg;1814;Örebro län;18;Kommunal;70,9;51,5;72,7;0,0;82;65;79,3;6;
Leksand;2029;Dalarnas län;20;Samtliga;133,5;87,4;65,4;0,0;166;124;74,7;14;
Leksand;2029;Dalarnas län;20;Kommunal;111,9;72,4;64,7;0,0;135;99;73,3;10;
Leksand;2029;Dalarnas län;20;Enskild;21,6;15,0;69,3;0,0;32;26;81,3;4;
Lerum;1441;Västra Götalands län;14;Samtliga;414,3;327,6;79,1;0,0;486;434;89,3;62;
Lerum;1441;Västra Götalands län;14;Kommunal;385,7;303,4;78,7;0,0;450;401;89,1;58;
Lerum;1441;Västra Götalands län;14;Enskild;28,6;24,2;84,8;0,0;36;33;91,7;4;
Lessebo;0761;Kronobergs län;07;Samtliga;80,1;59,0;73,6;0,0;90;76;84,4;12;
Lessebo;0761;Kronobergs län;07;Kommunal;80,1;59,0;73,6;0,0;90;76;84,4;12;
Lidingö;0186;Stockholms län;01;Samtliga;337,0;255,4;75,8;0,0;388;334;86,1;54;
Lidingö;0186;Stockholms län;01;Kommunal;279,5;219,2;78,4;0,0;309;276;89,3;50;
Lidingö;0186;Stockholms län;01;Enskild;57,4;36,3;63,2;0,0;79;58;73,4;4;
Lidköping;1494;Västra Götalands län;14;Samtliga;353,5;277,3;78,5;0,0;417;357;85,6;55;
Lidköping;1494;Västra Götalands län;14;Kommunal;302,5;241,8;80,0;0,0;361;315;87,3;51;
Lidköping;1494;Västra Götalands län;14;Enskild;51,0;35,5;69,6;0,0;56;42;75,0;4;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;93,1;56,6;60,8;0,0;114;77;67,5;12;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;83,0;51,8;62,4;0,0;100;71;71,0;10;
Lilla Edet;1462;Västra Götalands län;14;Enskild;10,2;4,8;47,3;0,0;14;6;42,9;2;
Lindesberg;1885;Örebro län;18;Samtliga;194,8;114,1;58,6;0,0;234;165;70,5;22;
Lindesberg;1885;Örebro län;18;Kommunal;182,9;110,4;60,4;0,0;217;157;72,4;21;
Lindesberg;1885;Örebro län;18;Enskild;11,9;3,7;31,3;0,0;17;8;47,1;1;
Linköping;0580;Östergötlands län;05;Samtliga;1 256,2;1 033,1;82,2;0,0;1 427;1 295;90,7;135;
Linköping;0580;Östergötlands län;05;Kommunal;1 123,1;923,2;82,2;0,0;1 269;1 150;90,6;122;
Linköping;0580;Östergötlands län;05;Enskild;133,1;109,9;82,6;0,0;159;145;91,2;13;
Ljungby;0781;Kronobergs län;07;Samtliga;228,7;173,1;75,7;0,0;281;233;82,9;29;
Ljungby;0781;Kronobergs län;07;Kommunal;213,3;164,3;77,0;0,0;256;218;85,2;27;
Ljungby;0781;Kronobergs län;07;Enskild;15,4;8,9;57,4;0,0;29;18;62,1;2;
Ljusdal;2161;Gävleborgs län;21;Samtliga;153,8;95,7;62,2;0,0;173;126;72,8;17;
Ljusdal;2161;Gävleborgs län;21;Kommunal;117,4;77,3;65,8;0,0;130;99;76,2;13;
Ljusdal;2161;Gävleborgs län;21;Enskild;36,4;18,4;50,5;0,0;44;28;63,6;4;
Ljusnarsberg;1864;Örebro län;18;Samtliga;35,8;24,3;67,8;0,0;41;29;70,7;3;
Ljusnarsberg;1864;Örebro län;18;Kommunal;35,8;24,3;67,8;0,0;41;29;70,7;3;
Lomma;1262;Skåne län;12;Samtliga;255,3;204,6;80,2;0,0;297;262;88,2;46;
Lomma;1262;Skåne län;12;Kommunal;240,5;196,6;81,7;0,0;278;250;89,9;43;
Lomma;1262;Skåne län;12;Enskild;14,7;8,0;54,2;0,0;19;12;63,2;3;
Ludvika;2085;Dalarnas län;20;Samtliga;201,1;99,6;49,5;0,0;242;140;57,9;19;
Ludvika;2085;Dalarnas län;20;Kommunal;194,2;95,4;49,1;0,0;232;133;57,3;19;
Ludvika;2085;Dalarnas län;20;Enskild;6,9;4,2;60,5;.;13;10;76,9;.;
Luleå;2580;Norrbottens län;25;Samtliga;593,6;475,0;80,0;0,0;657;576;87,7;76;
Luleå;2580;Norrbottens län;25;Kommunal;514,0;407,6;79,3;0,0;570;496;87,0;68;
Luleå;2580;Norrbottens län;25;Enskild;79,6;67,4;84,7;0,0;88;81;92,0;8;
Lund;1281;Skåne län;12;Samtliga;922,8;729,3;79,0;0,0;1 073;947;88,3;140;
Lund;1281;Skåne län;12;Kommunal;781,5;630,1;80,6;0,0;908;816;89,9;115;
Lund;1281;Skåne län;12;Enskild;141,3;99,2;70,2;0,0;167;133;79,6;25;
Lycksele;2481;Västerbottens län;24;Samtliga;96,1;67,4;70,2;0,0;111;91;82,0;8;
Lycksele;2481;Västerbottens län;24;Kommunal;96,1;67,4;70,2;0,0;111;91;82,0;8;
Lysekil;1484;Västra Götalands län;14;Samtliga;103,7;68,3;65,9;0,0;117;90;76,9;11;
Lysekil;1484;Västra Götalands län;14;Kommunal;103,7;68,3;65,9;0,0;117;90;76,9;11;
Malmö;1280;Skåne län;12;Samtliga;2 452,1;1 732,3;70,6;0,0;2 682;2 240;83,5;357;
Malmö;1280;Skåne län;12;Kommunal;2 080,7;1 493,6;71,8;0,0;2 261;1 926;85,2;304;
Malmö;1280;Skåne län;12;Enskild;371,4;238,7;64,3;0,0;422;314;74,4;53;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;82,5;45,0;54,5;0,0;94;57;60,6;8;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;82,5;45,0;54,5;0,0;94;57;60,6;8;
Malå;2418;Västerbottens län;24;Samtliga;32,4;22,3;68,7;0,0;38;29;76,3;2;
Malå;2418;Västerbottens län;24;Kommunal;32,4;22,3;68,7;0,0;38;29;76,3;2;
Mariestad;1493;Västra Götalands län;14;Samtliga;192,2;132,4;68,9;0,0;223;175;78,5;24;
Mariestad;1493;Västra Götalands län;14;Kommunal;161,5;115,6;71,6;0,0;188;152;80,9;19;
Mariestad;1493;Västra Götalands län;14;Enskild;30,7;16,9;54,9;0,0;35;23;65,7;5;
Mark;1463;Västra Götalands län;14;Samtliga;316,2;219,1;69,3;0,0;379;281;74,1;43;
Mark;1463;Västra Götalands län;14;Kommunal;298,5;209,9;70,3;0,0;347;267;76,9;41;
Mark;1463;Västra Götalands län;14;Enskild;17,7;9,1;51,6;0,0;32;14;43,8;2;
Markaryd;0767;Kronobergs län;07;Samtliga;82,0;56,9;69,4;0,0;101;77;76,2;12;
Markaryd;0767;Kronobergs län;07;Kommunal;82,0;56,9;69,4;0,0;101;77;76,2;12;
Mellerud;1461;Västra Götalands län;14;Samtliga;79,7;54,4;68,3;0,0;103;75;72,8;5;
Mellerud;1461;Västra Götalands län;14;Kommunal;79,7;54,4;68,3;0,0;103;75;72,8;5;
Mjölby;0586;Östergötlands län;05;Samtliga;241,8;188,1;77,8;0,0;288;252;87,5;22;
Mjölby;0586;Östergötlands län;05;Kommunal;241,8;188,1;77,8;0,0;288;252;87,5;22;
Mora;2062;Dalarnas län;20;Samtliga;171,5;114,9;67,0;0,0;200;153;76,5;18;
Mora;2062;Dalarnas län;20;Kommunal;166,8;111,5;66,8;0,0;191;146;76,4;17;
Mora;2062;Dalarnas län;20;Enskild;4,7;3,4;73,5;0,0;11;8;72,7;1;
Motala;0583;Östergötlands län;05;Samtliga;345,5;259,6;75,2;0,0;392;332;84,7;59;
Motala;0583;Östergötlands län;05;Kommunal;302,6;230,1;76,0;0,0;341;293;85,9;51;
Motala;0583;Östergötlands län;05;Enskild;42,8;29,6;69,0;0,0;51;39;76,5;8;
Mullsjö;0642;Jönköpings län;06;Samtliga;59,5;47,5;79,8;0,0;71;60;84,5;8;
Mullsjö;0642;Jönköpings län;06;Kommunal;59,5;47,5;79,8;0,0;71;60;84,5;8;
Munkedal;1430;Västra Götalands län;14;Samtliga;93,8;69,9;74,5;0,0;106;90;84,9;7;
Munkedal;1430;Västra Götalands län;14;Kommunal;93,8;69,9;74,5;0,0;106;90;84,9;7;
Munkfors;1762;Värmlands län;17;Samtliga;27,8;15,8;56,7;0,0;33;25;75,8;3;
Munkfors;1762;Värmlands län;17;Kommunal;27,8;15,8;56,7;0,0;33;25;75,8;3;
Mölndal;1481;Västra Götalands län;14;Samtliga;525,0;430,4;82,0;0,0;603;544;90,2;57;
Mölndal;1481;Västra Götalands län;14;Kommunal;489,0;403,9;82,6;0,0;559;507;90,7;52;
Mölndal;1481;Västra Götalands län;14;Enskild;36,0;26,5;73,7;0,0;44;37;84,1;5;
Mönsterås;0861;Kalmar län;08;Samtliga;96,8;68,7;71,0;0,0;120;100;83,3;15;
Mönsterås;0861;Kalmar län;08;Kommunal;96,8;68,7;71,0;0,0;120;100;83,3;15;
Mörbylånga;0840;Kalmar län;08;Samtliga;169,6;135,1;79,7;0,0;205;177;86,3;22;
Mörbylånga;0840;Kalmar län;08;Kommunal;145,3;118,7;81,7;0,0;171;154;90,1;17;
Mörbylånga;0840;Kalmar län;08;Enskild;24,3;16,4;67,2;0,0;34;23;67,6;5;
Nacka;0182;Stockholms län;01;Samtliga;747,4;587,0;78,5;0,0;817;723;88,5;114;
Nacka;0182;Stockholms län;01;Kommunal;521,8;420,6;80,6;0,0;555;504;90,8;83;
Nacka;0182;Stockholms län;01;Enskild;225,5;166,3;73,8;0,0;263;219;83,3;31;
Nora;1884;Örebro län;18;Samtliga;93,9;68,3;72,8;0,0;111;92;82,9;12;
Nora;1884;Örebro län;18;Kommunal;88,2;64,7;73,3;0,0;106;87;82,1;11;
Nora;1884;Örebro län;18;Enskild;5,7;3,7;64,6;0,0;8;6;75,0;1;
Norberg;1962;Västmanlands län;19;Samtliga;51,1;28,4;55,6;0,0;57;32;56,1;9;
Norberg;1962;Västmanlands län;19;Kommunal;51,1;28,4;55,6;0,0;57;32;56,1;9;
Nordanstig;2132;Gävleborgs län;21;Samtliga;67,1;39,7;59,2;0,0;85;57;67,1;4;
Nordanstig;2132;Gävleborgs län;21;Kommunal;62,3;38,6;61,9;0,0;77;54;70,1;4;
Nordanstig;2132;Gävleborgs län;21;Enskild;4,8;1,1;23,7;.;8;3;37,5;.;
Nordmaling;2401;Västerbottens län;24;Samtliga;54,7;45,5;83,1;0,0;64;58;90,6;5;
Nordmaling;2401;Västerbottens län;24;Kommunal;54,7;45,5;83,1;0,0;64;58;90,6;5;
Norrköping;0581;Östergötlands län;05;Samtliga;1 133,0;796,9;70,3;0,0;1 282;1 041;81,2;145;
Norrköping;0581;Östergötlands län;05;Kommunal;932,1;667,5;71,6;0,0;1 055;870;82,5;124;
Norrköping;0581;Östergötlands län;05;Enskild;200,9;129,4;64,4;0,0;227;171;75,3;21;
Norrtälje;0188;Stockholms län;01;Samtliga;417,7;287,7;68,9;0,0;488;376;77,0;36;
Norrtälje;0188;Stockholms län;01;Kommunal;312,6;218,5;69,9;0,0;355;281;79,2;25;
Norrtälje;0188;Stockholms län;01;Enskild;105,1;69,2;65,9;0,0;137;95;69,3;11;
Norsjö;2417;Västerbottens län;24;Samtliga;37,5;24,7;66,0;0,0;47;33;70,2;5;
Norsjö;2417;Västerbottens län;24;Kommunal;37,5;24,7;66,0;0,0;47;33;70,2;5;
Nybro;0881;Kalmar län;08;Samtliga;148,8;106,4;71,5;0,0;189;159;84,1;17;
Nybro;0881;Kalmar län;08;Kommunal;141,7;101,4;71,6;0,0;178;153;86,0;16;
Nybro;0881;Kalmar län;08;Enskild;7,1;4,9;69,5;0,0;12;6;50,0;1;
Nykvarn;0140;Stockholms län;01;Samtliga;92,3;66,4;71,9;0,0;99;79;79,8;13;
Nykvarn;0140;Stockholms län;01;Kommunal;92,3;66,4;71,9;0,0;99;79;79,8;13;
Nyköping;0480;Södermanlands län;04;Samtliga;458,5;320,8;70,0;0,0;515;394;76,5;61;
Nyköping;0480;Södermanlands län;04;Kommunal;337,3;234,6;69,6;0,0;370;288;77,8;41;
Nyköping;0480;Södermanlands län;04;Enskild;121,2;86,2;71,1;0,0;145;106;73,1;20;
Nynäshamn;0192;Stockholms län;01;Samtliga;187,7;128,5;68,4;0,0;206;166;80,6;32;
Nynäshamn;0192;Stockholms län;01;Kommunal;178,7;123,1;68,9;0,0;196;159;81,1;32;
Nynäshamn;0192;Stockholms län;01;Enskild;9,0;5,4;59,9;.;10;7;70,0;.;
Nässjö;0682;Jönköpings län;06;Samtliga;291,8;193,4;66,3;0,0;350;269;76,9;42;
Nässjö;0682;Jönköpings län;06;Kommunal;291,8;193,4;66,3;0,0;350;269;76,9;42;
Ockelbo;2101;Gävleborgs län;21;Samtliga;44,0;24,6;55,9;0,0;52;33;63,5;3;
Ockelbo;2101;Gävleborgs län;21;Kommunal;44,0;24,6;55,9;0,0;52;33;63,5;3;
Olofström;1060;Blekinge län;10;Samtliga;105,7;85,3;80,7;0,0;118;100;84,7;11;
Olofström;1060;Blekinge län;10;Kommunal;105,7;85,3;80,7;0,0;118;100;84,7;11;
Orsa;2034;Dalarnas län;20;Samtliga;51,1;35,7;69,9;0,0;64;46;71,9;7;
Orsa;2034;Dalarnas län;20;Kommunal;48,0;33,3;69,4;0,0;58;43;74,1;6;
Orsa;2034;Dalarnas län;20;Enskild;3,1;2,4;76,8;0,0;6;3;50,0;1;
Orust;1421;Västra Götalands län;14;Samtliga;98,1;77,6;79,1;0,0;126;105;83,3;14;
Orust;1421;Västra Götalands län;14;Kommunal;89,5;71,3;79,6;0,0;111;95;85,6;12;
Orust;1421;Västra Götalands län;14;Enskild;8,6;6,3;73,2;0,0;15;10;66,7;2;
Osby;1273;Skåne län;12;Samtliga;109,6;78,0;71,1;0,0;125;101;80,8;14;
Osby;1273;Skåne län;12;Kommunal;109,6;78,0;71,1;0,0;125;101;80,8;14;
Oskarshamn;0882;Kalmar län;08;Samtliga;215,8;165,7;76,8;0,0;250;210;84,0;16;
Oskarshamn;0882;Kalmar län;08;Kommunal;212,4;163,8;77,1;0,0;242;206;85,1;15;
Oskarshamn;0882;Kalmar län;08;Enskild;3,4;1,8;54,3;0,0;8;4;50,0;1;
Ovanåker;2121;Gävleborgs län;21;Samtliga;102,0;84,2;82,5;0,0;121;106;87,6;14;
Ovanåker;2121;Gävleborgs län;21;Kommunal;102,0;84,2;82,5;0,0;121;106;87,6;14;
Oxelösund;0481;Södermanlands län;04;Samtliga;96,3;66,3;68,8;0,0;111;92;82,9;14;
Oxelösund;0481;Södermanlands län;04;Kommunal;96,3;66,3;68,8;0,0;111;92;82,9;14;
Pajala;2521;Norrbottens län;25;Samtliga;52,9;32,7;61,9;0,0;62;44;71,0;7;
Pajala;2521;Norrbottens län;25;Kommunal;46,4;29,8;64,2;0,0;54;39;72,2;6;
Pajala;2521;Norrbottens län;25;Enskild;6,5;3,0;45,4;0,0;8;5;62,5;1;
Partille;1402;Västra Götalands län;14;Samtliga;339,3;263,3;77,6;0,0;398;340;85,4;44;
Partille;1402;Västra Götalands län;14;Kommunal;323,4;252,7;78,2;0,0;377;324;85,9;42;
Partille;1402;Västra Götalands län;14;Enskild;16,0;10,5;66,0;0,0;21;16;76,2;2;
Perstorp;1275;Skåne län;12;Samtliga;65,7;42,8;65,1;0,0;76;58;76,3;14;
Perstorp;1275;Skåne län;12;Kommunal;65,7;42,8;65,1;0,0;76;58;76,3;14;
Piteå;2581;Norrbottens län;25;Samtliga;341,2;267,3;78,3;0,0;399;354;88,7;51;
Piteå;2581;Norrbottens län;25;Kommunal;328,8;257,1;78,2;0,0;380;340;89,5;48;
Piteå;2581;Norrbottens län;25;Enskild;12,5;10,2;81,5;0,0;21;16;76,2;3;
Ragunda;2303;Jämtlands län;23;Samtliga;52,9;23,5;44,4;0,0;59;35;59,3;6;
Ragunda;2303;Jämtlands län;23;Kommunal;52,9;23,5;44,4;0,0;59;35;59,3;6;
Robertsfors;2409;Västerbottens län;24;Samtliga;52,0;41,7;80,2;0,0;64;56;87,5;7;
Robertsfors;2409;Västerbottens län;24;Kommunal;52,0;41,7;80,2;0,0;64;56;87,5;7;
Ronneby;1081;Blekinge län;10;Samtliga;309,0;213,6;69,1;0,0;352;278;79,0;37;
Ronneby;1081;Blekinge län;10;Kommunal;281,5;198,5;70,5;0,0;317;256;80,8;33;
Ronneby;1081;Blekinge län;10;Enskild;27,5;15,1;55,0;0,0;35;22;62,9;4;
Rättvik;2031;Dalarnas län;20;Samtliga;73,9;56,4;76,3;0,0;91;75;82,4;3;
Rättvik;2031;Dalarnas län;20;Kommunal;73,9;56,4;76,3;0,0;91;75;82,4;3;
Sala;1981;Västmanlands län;19;Samtliga;190,1;125,9;66,2;0,0;223;163;73,1;24;
Sala;1981;Västmanlands län;19;Kommunal;190,1;125,9;66,2;0,0;223;163;73,1;24;
Salem;0128;Stockholms län;01;Samtliga;144,2;110,3;76,5;0,0;158;136;86,1;18;
Salem;0128;Stockholms län;01;Kommunal;110,9;86,5;78,0;0,0;120;106;88,3;9;
Salem;0128;Stockholms län;01;Enskild;33,3;23,9;71,7;0,0;38;30;78,9;9;
Sandviken;2181;Gävleborgs län;21;Samtliga;305,2;181,3;59,4;0,0;334;249;74,6;46;
Sandviken;2181;Gävleborgs län;21;Kommunal;293,3;176,1;60,0;0,0;319;239;74,9;43;
Sandviken;2181;Gävleborgs län;21;Enskild;12,0;5,3;43,9;0,0;15;10;66,7;3;
Sigtuna;0191;Stockholms län;01;Samtliga;341,0;220,9;64,8;0,0;388;306;78,9;57;
Sigtuna;0191;Stockholms län;01;Kommunal;311,9;209,9;67,3;0,0;351;289;82,3;53;
Sigtuna;0191;Stockholms län;01;Enskild;29,1;11,0;37,9;0,0;38;18;47,4;4;
Simrishamn;1291;Skåne län;12;Samtliga;119,3;84,9;71,2;0,0;137;110;80,3;14;
Simrishamn;1291;Skåne län;12;Kommunal;90,1;65,0;72,2;0,0;101;83;82,2;12;
Simrishamn;1291;Skåne län;12;Enskild;29,2;19,9;68,1;0,0;36;27;75,0;2;
Sjöbo;1265;Skåne län;12;Samtliga;139,7;93,7;67,1;0,0;168;128;76,2;16;
Sjöbo;1265;Skåne län;12;Kommunal;113,3;75,8;66,9;0,0;127;98;77,2;15;
Sjöbo;1265;Skåne län;12;Enskild;26,4;17,9;67,7;0,0;41;30;73,2;1;
Skara;1495;Västra Götalands län;14;Samtliga;168,0;120,3;71,6;0,0;188;156;83,0;20;
Skara;1495;Västra Götalands län;14;Kommunal;153,0;115,1;75,3;0,0;169;147;87,0;17;
Skara;1495;Västra Götalands län;14;Enskild;15,0;5,1;34,2;0,0;19;9;47,4;3;
Skellefteå;2482;Västerbottens län;24;Samtliga;563,7;424,4;75,3;0,0;642;570;88,8;54;
Skellefteå;2482;Västerbottens län;24;Kommunal;544,2;413,4;76,0;0,0;614;549;89,4;52;
Skellefteå;2482;Västerbottens län;24;Enskild;19,6;11,1;56,6;0,0;28;21;75,0;2;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;35,1;20,2;57,7;0,0;38;26;68,4;5;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;35,1;20,2;57,7;0,0;38;26;68,4;5;
Skurup;1264;Skåne län;12;Samtliga;138,3;98,7;71,4;0,0;165;134;81,2;15;
Skurup;1264;Skåne län;12;Kommunal;133,3;96,9;72,7;0,0;156;129;82,7;15;
Skurup;1264;Skåne län;12;Enskild;5,0;1,8;36,9;.;10;5;50,0;.;
Skövde;1496;Västra Götalands län;14;Samtliga;375,5;272,5;72,6;0,0;453;361;79,7;63;
Skövde;1496;Västra Götalands län;14;Kommunal;368,9;267,3;72,5;0,0;442;353;79,9;62;
Skövde;1496;Västra Götalands län;14;Enskild;6,6;5,2;78,4;0,0;13;8;61,5;1;
Smedjebacken;2061;Dalarnas län;20;Samtliga;87,4;55,1;63,1;0,0;92;70;76,1;11;
Smedjebacken;2061;Dalarnas län;20;Kommunal;87,4;55,1;63,1;0,0;92;70;76,1;11;
Sollefteå;2283;Västernorrlands län;22;Samtliga;157,4;80,2;51,0;0,0;191;108;56,5;17;
Sollefteå;2283;Västernorrlands län;22;Kommunal;155,8;79,6;51,1;0,0;188;106;56,4;16;
Sollefteå;2283;Västernorrlands län;22;Enskild;..;..;..;..;..;..;..;..;
Sollentuna;0163;Stockholms län;01;Samtliga;621,0;473,6;76,3;0,0;690;593;85,9;102;
Sollentuna;0163;Stockholms län;01;Kommunal;472,5;381,2;80,7;0,0;512;465;90,8;79;
Sollentuna;0163;Stockholms län;01;Enskild;148,5;92,3;62,2;0,0;179;129;72,1;23;
Solna;0184;Stockholms län;01;Samtliga;345,7;249,2;72,1;0,0;392;324;82,7;46;
Solna;0184;Stockholms län;01;Kommunal;188,0;152,5;81,1;0,0;207;185;89,4;28;
Solna;0184;Stockholms län;01;Enskild;157,7;96,7;61,3;0,0;185;139;75,1;18;
Sorsele;2422;Västerbottens län;24;Samtliga;18,5;10,0;54,1;.;28;16;57,1;.;
Sorsele;2422;Västerbottens län;24;Kommunal;18,5;10,0;54,1;.;28;16;57,1;.;
Sotenäs;1427;Västra Götalands län;14;Samtliga;52,9;34,9;66,0;0,0;66;50;75,8;4;
Sotenäs;1427;Västra Götalands län;14;Kommunal;52,9;34,9;66,0;0,0;66;50;75,8;4;
Staffanstorp;1230;Skåne län;12;Samtliga;254,6;196,6;77,2;0,0;290;249;85,9;39;
Staffanstorp;1230;Skåne län;12;Kommunal;246,6;191,7;77,7;0,0;278;242;87,1;38;
Staffanstorp;1230;Skåne län;12;Enskild;8,0;4,9;61,3;0,0;12;7;58,3;1;
Stenungsund;1415;Västra Götalands län;14;Samtliga;221,0;174,8;79,1;0,0;277;241;87,0;28;
Stenungsund;1415;Västra Götalands län;14;Kommunal;206,1;162,8;79,0;0,0;258;226;87,6;28;
Stenungsund;1415;Västra Götalands län;14;Enskild;14,9;12,0;80,7;.;19;15;78,9;.;
Stockholm;0180;Stockholms län;01;Samtliga;5 793,5;4 515,0;77,9;0,0;6 393;5 588;87,4;854;
Stockholm;0180;Stockholms län;01;Kommunal;4 546,2;3 640,6;80,1;0,0;4 895;4 403;89,9;677;
Stockholm;0180;Stockholms län;01;Enskild;1 247,3;874,4;70,1;0,0;1 504;1 189;79,1;177;
Storfors;1760;Värmlands län;17;Samtliga;35,8;26,8;74,8;0,0;51;44;86,3;4;
Storfors;1760;Värmlands län;17;Kommunal;30,6;23,4;76,5;0,0;35;31;88,6;3;
Storfors;1760;Värmlands län;17;Enskild;5,3;3,4;65,4;0,0;16;13;81,3;1;
Storuman;2421;Västerbottens län;24;Samtliga;47,7;30,0;62,8;0,0;64;42;65,6;6;
