Statistik från Skolverket, https://www.skolverket.se

Grundskola - Behörighet till gymnasieskolan, fr.o.m. 2011
Valt läsår: 2024/25

Inför nya gymnasieskolan 2011 skärptes kraven för behörighet att söka till gymnasiet. Det innebär för att en elev ska vara behörig till
gymnasieskolans nationella program krävs 8 godkända betyg för yrkesprogram och 12 godkända betyg för högskoleförberedande program.
Det finns dessutom 3 olika behörighetskrav beroende på vilket högskoleförberedande program.

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Kön;Antal elever;Andel (%) elever behöriga till yrkesprog.;Andel elever (%) behöriga till estetiskt program;Andel elever (%) behöriga till Ekonomi-, humanistiska och samhällsvetenskaps- program;Andel elever (%) behöriga till Naturvetenskapligt och tekniskt program;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;Pojkar;199;83,9;83,4;81,9;71,9;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;Samtliga;415;83,6;83,1;81,4;75,2;
Hudiksvall;2184;Gävleborgs län;21;Enskild;Flickor;38;86,8;86,8;86,8;81,6;
Hudiksvall;2184;Gävleborgs län;21;Enskild;Pojkar;36;80,6;80,6;80,6;69,4;
Hudiksvall;2184;Gävleborgs län;21;Enskild;Samtliga;74;83,8;83,8;83,8;75,7;
Hultsfred;0860;Kalmar län;08;Samtliga;Flickor;80;80,0;77,5;77,5;76,3;
Hultsfred;0860;Kalmar län;08;Samtliga;Pojkar;63;79,4;77,8;76,2;77,8;
Hultsfred;0860;Kalmar län;08;Samtliga;Samtliga;143;79,7;77,6;76,9;76,9;
Hultsfred;0860;Kalmar län;08;Kommunal;Flickor;62;80,6;79,0;79,0;77,4;
Hultsfred;0860;Kalmar län;08;Kommunal;Pojkar;43;74,4;74,4;74,4;74,4;
Hultsfred;0860;Kalmar län;08;Kommunal;Samtliga;105;78,1;77,1;77,1;76,2;
Hultsfred;0860;Kalmar län;08;Enskild;Flickor;18;~100;..;..;..;
Hultsfred;0860;Kalmar län;08;Enskild;Pojkar;20;~100;~100;~100;~100;
Hultsfred;0860;Kalmar län;08;Enskild;Samtliga;38;84,2;78,9;76,3;78,9;
Hylte;1315;Hallands län;13;Samtliga;Flickor;57;84,2;82,5;77,2;75,4;
Hylte;1315;Hallands län;13;Samtliga;Pojkar;74;79,7;78,4;77,0;74,3;
Hylte;1315;Hallands län;13;Samtliga;Samtliga;131;81,7;80,2;77,1;74,8;
Hylte;1315;Hallands län;13;Kommunal;Flickor;54;83,3;81,5;75,9;74,1;
Hylte;1315;Hallands län;13;Kommunal;Pojkar;67;79,1;77,6;76,1;73,1;
Hylte;1315;Hallands län;13;Kommunal;Samtliga;121;81,0;79,3;76,0;73,6;
Hylte;1315;Hallands län;13;Enskild;Flickor;..;..;..;..;..;
Hylte;1315;Hallands län;13;Enskild;Pojkar;..;~100;~100;~100;~100;
Hylte;1315;Hallands län;13;Enskild;Samtliga;10;~100;~100;~100;~100;
Håbo;0305;Uppsala län;03;Samtliga;Flickor;154;81,2;78,6;76,0;75,3;
Håbo;0305;Uppsala län;03;Samtliga;Pojkar;161;84,5;83,2;80,1;82,0;
Håbo;0305;Uppsala län;03;Samtliga;Samtliga;315;82,9;81,0;78,1;78,7;
Håbo;0305;Uppsala län;03;Kommunal;Flickor;126;78,6;75,4;72,2;71,4;
Håbo;0305;Uppsala län;03;Kommunal;Pojkar;137;82,5;81,0;78,1;79,6;
Håbo;0305;Uppsala län;03;Kommunal;Samtliga;263;80,6;78,3;75,3;75,7;
Håbo;0305;Uppsala län;03;Enskild;Flickor;28;~100;~100;~100;~100;
Håbo;0305;Uppsala län;03;Enskild;Pojkar;24;~100;~100;~100;~100;
Håbo;0305;Uppsala län;03;Enskild;Samtliga;52;~100;~100;~100;~100;
Hällefors;1863;Örebro län;18;Samtliga;Flickor;35;~100;~100;~100;68,6;
Hällefors;1863;Örebro län;18;Samtliga;Pojkar;28;..;..;..;42,9;
Hällefors;1863;Örebro län;18;Samtliga;Samtliga;63;76,2;74,6;74,6;57,1;
Hällefors;1863;Örebro län;18;Kommunal;Flickor;35;~100;~100;~100;68,6;
Hällefors;1863;Örebro län;18;Kommunal;Pojkar;28;..;..;..;42,9;
Hällefors;1863;Örebro län;18;Kommunal;Samtliga;63;76,2;74,6;74,6;57,1;
Härjedalen;2361;Jämtlands län;23;Samtliga;Flickor;36;~100;..;86,1;..;
Härjedalen;2361;Jämtlands län;23;Samtliga;Pojkar;61;~100;~100;91,8;~100;
Härjedalen;2361;Jämtlands län;23;Samtliga;Samtliga;97;91,8;90,7;89,7;90,7;
Härjedalen;2361;Jämtlands län;23;Kommunal;Flickor;36;~100;..;86,1;..;
Härjedalen;2361;Jämtlands län;23;Kommunal;Pojkar;61;~100;~100;91,8;~100;
Härjedalen;2361;Jämtlands län;23;Kommunal;Samtliga;97;91,8;90,7;89,7;90,7;
Härnösand;2280;Västernorrlands län;22;Samtliga;Flickor;148;75,0;73,0;72,3;67,6;
Härnösand;2280;Västernorrlands län;22;Samtliga;Pojkar;152;73,7;72,4;71,7;64,5;
Härnösand;2280;Västernorrlands län;22;Samtliga;Samtliga;300;74,3;72,7;72,0;66,0;
Härnösand;2280;Västernorrlands län;22;Kommunal;Flickor;135;74,8;72,6;71,9;66,7;
Härnösand;2280;Västernorrlands län;22;Kommunal;Pojkar;140;72,1;70,7;70,7;62,1;
Härnösand;2280;Västernorrlands län;22;Kommunal;Samtliga;275;73,5;71,6;71,3;64,4;
Härnösand;2280;Västernorrlands län;22;Enskild;Flickor;13;~100;~100;~100;~100;
Härnösand;2280;Västernorrlands län;22;Enskild;Pojkar;12;~100;~100;~100;~100;
Härnösand;2280;Västernorrlands län;22;Enskild;Samtliga;25;~100;~100;80,0;~100;
Härryda;1401;Västra Götalands län;14;Samtliga;Flickor;284;88,0;87,3;86,3;84,9;
Härryda;1401;Västra Götalands län;14;Samtliga;Pojkar;327;89,3;88,1;87,5;86,5;
Härryda;1401;Västra Götalands län;14;Samtliga;Samtliga;611;88,7;87,7;86,9;85,8;
Härryda;1401;Västra Götalands län;14;Kommunal;Flickor;248;87,1;86,3;85,1;83,5;
Härryda;1401;Västra Götalands län;14;Kommunal;Pojkar;290;88,3;87,2;86,6;85,5;
Härryda;1401;Västra Götalands län;14;Kommunal;Samtliga;538;87,7;86,8;85,9;84,6;
Härryda;1401;Västra Götalands län;14;Enskild;Flickor;36;~100;~100;~100;~100;
Härryda;1401;Västra Götalands län;14;Enskild;Pojkar;37;~100;~100;~100;~100;
Härryda;1401;Västra Götalands län;14;Enskild;Samtliga;73;~100;~100;~100;~100;
Hässleholm;1293;Skåne län;12;Samtliga;Flickor;338;80,2;79,9;78,4;76,0;
Hässleholm;1293;Skåne län;12;Samtliga;Pojkar;334;76,9;74,6;72,2;72,2;
Hässleholm;1293;Skåne län;12;Samtliga;Samtliga;672;78,6;77,2;75,3;74,1;
Hässleholm;1293;Skåne län;12;Kommunal;Flickor;281;80,1;79,7;77,9;76,2;
Hässleholm;1293;Skåne län;12;Kommunal;Pojkar;281;74,4;71,5;69,0;68,7;
Hässleholm;1293;Skåne län;12;Kommunal;Samtliga;562;77,2;75,6;73,5;72,4;
Hässleholm;1293;Skåne län;12;Enskild;Flickor;57;80,7;80,7;80,7;75,4;
Hässleholm;1293;Skåne län;12;Enskild;Pojkar;53;90,6;90,6;88,7;90,6;
Hässleholm;1293;Skåne län;12;Enskild;Samtliga;110;85,5;85,5;84,5;82,7;
Höganäs;1284;Skåne län;12;Samtliga;Flickor;180;86,1;85,6;83,9;82,2;
Höganäs;1284;Skåne län;12;Samtliga;Pojkar;187;91,4;90,4;87,7;87,7;
Höganäs;1284;Skåne län;12;Samtliga;Samtliga;367;88,8;88,0;85,8;85,0;
Höganäs;1284;Skåne län;12;Kommunal;Flickor;160;85,6;85,0;83,1;81,3;
Höganäs;1284;Skåne län;12;Kommunal;Pojkar;170;91,8;90,6;88,8;87,6;
Höganäs;1284;Skåne län;12;Kommunal;Samtliga;330;88,8;87,9;86,1;84,5;
Höganäs;1284;Skåne län;12;Enskild;Flickor;20;~100;~100;~100;~100;
Höganäs;1284;Skåne län;12;Enskild;Pojkar;17;~100;~100;~100;~100;
Höganäs;1284;Skåne län;12;Enskild;Samtliga;37;~100;~100;83,8;~100;
Högsby;0821;Kalmar län;08;Samtliga;Flickor;35;80,0;77,1;77,1;62,9;
Högsby;0821;Kalmar län;08;Samtliga;Pojkar;23;78,3;69,6;69,6;56,5;
Högsby;0821;Kalmar län;08;Samtliga;Samtliga;58;79,3;74,1;74,1;60,3;
Högsby;0821;Kalmar län;08;Kommunal;Flickor;35;80,0;77,1;77,1;62,9;
Högsby;0821;Kalmar län;08;Kommunal;Pojkar;23;78,3;69,6;69,6;56,5;
Högsby;0821;Kalmar län;08;Kommunal;Samtliga;58;79,3;74,1;74,1;60,3;
Hörby;1266;Skåne län;12;Samtliga;Flickor;81;69,1;69,1;69,1;63,0;
Hörby;1266;Skåne län;12;Samtliga;Pojkar;102;69,6;68,6;67,6;60,8;
Hörby;1266;Skåne län;12;Samtliga;Samtliga;183;69,4;68,9;68,3;61,7;
Hörby;1266;Skåne län;12;Kommunal;Flickor;66;63,6;63,6;63,6;56,1;
Hörby;1266;Skåne län;12;Kommunal;Pojkar;83;65,1;63,9;62,7;54,2;
Hörby;1266;Skåne län;12;Kommunal;Samtliga;149;64,4;63,8;63,1;55,0;
Hörby;1266;Skåne län;12;Enskild;Flickor;15;~100;~100;~100;~100;
Hörby;1266;Skåne län;12;Enskild;Pojkar;19;~100;~100;~100;~100;
Hörby;1266;Skåne län;12;Enskild;Samtliga;34;~100;~100;~100;~100;
Höör;1267;Skåne län;12;Samtliga;Flickor;109;86,2;85,3;85,3;82,6;
Höör;1267;Skåne län;12;Samtliga;Pojkar;105;86,7;85,7;83,8;79,0;
Höör;1267;Skåne län;12;Samtliga;Samtliga;214;86,4;85,5;84,6;80,8;
Höör;1267;Skåne län;12;Kommunal;Flickor;94;85,1;84,0;84,0;80,9;
Höör;1267;Skåne län;12;Kommunal;Pojkar;94;86,2;85,1;83,0;78,7;
Höör;1267;Skåne län;12;Kommunal;Samtliga;188;85,6;84,6;83,5;79,8;
Höör;1267;Skåne län;12;Enskild;Flickor;15;~100;~100;~100;~100;
Höör;1267;Skåne län;12;Enskild;Pojkar;11;~100;~100;~100;~100;
Höör;1267;Skåne län;12;Enskild;Samtliga;26;~100;~100;~100;~100;
Jokkmokk;2510;Norrbottens län;25;Samtliga;Flickor;23;~100;~100;~100;~100;
Jokkmokk;2510;Norrbottens län;25;Samtliga;Pojkar;23;~100;..;..;..;
Jokkmokk;2510;Norrbottens län;25;Samtliga;Samtliga;46;87,0;82,6;82,6;82,6;
Jokkmokk;2510;Norrbottens län;25;Kommunal;Flickor;20;~100;~100;~100;~100;
Jokkmokk;2510;Norrbottens län;25;Kommunal;Pojkar;19;~100;~100;~100;~100;
Jokkmokk;2510;Norrbottens län;25;Kommunal;Samtliga;39;~100;84,6;84,6;84,6;
Jokkmokk;2510;Norrbottens län;25;Enskild;Flickor;..;..;..;..;..;
Jokkmokk;2510;Norrbottens län;25;Enskild;Pojkar;..;..;..;..;..;
Jokkmokk;2510;Norrbottens län;25;Enskild;Samtliga;7;~100;~100;~100;~100;
Järfälla;0123;Stockholms län;01;Samtliga;Flickor;424;84,4;81,4;78,3;76,9;
Järfälla;0123;Stockholms län;01;Samtliga;Pojkar;484;84,3;82,9;80,4;78,5;
Järfälla;0123;Stockholms län;01;Samtliga;Samtliga;908;84,4;82,2;79,4;77,8;
Järfälla;0123;Stockholms län;01;Kommunal;Flickor;363;82,9;79,9;77,1;75,8;
Järfälla;0123;Stockholms län;01;Kommunal;Pojkar;378;81,7;80,2;77,5;75,4;
Järfälla;0123;Stockholms län;01;Kommunal;Samtliga;741;82,3;80,0;77,3;75,6;
Järfälla;0123;Stockholms län;01;Enskild;Flickor;61;~100;90,2;85,2;83,6;
Järfälla;0123;Stockholms län;01;Enskild;Pojkar;106;..;92,5;90,6;89,6;
Järfälla;0123;Stockholms län;01;Enskild;Samtliga;167;93,4;91,6;88,6;87,4;
Jönköping;0680;Jönköpings län;06;Samtliga;Flickor;887;85,0;83,5;81,6;77,5;
Jönköping;0680;Jönköpings län;06;Samtliga;Pojkar;933;85,5;84,1;81,0;79,6;
Jönköping;0680;Jönköpings län;06;Samtliga;Samtliga;1 820;85,3;83,8;81,3;78,6;
Jönköping;0680;Jönköpings län;06;Kommunal;Flickor;744;86,3;84,9;83,1;78,5;
Jönköping;0680;Jönköpings län;06;Kommunal;Pojkar;738;87,3;85,6;82,2;80,9;
Jönköping;0680;Jönköpings län;06;Kommunal;Samtliga;1 482;86,8;85,3;82,7;79,7;
Jönköping;0680;Jönköpings län;06;Enskild;Flickor;143;78,3;76,2;74,1;72,0;
Jönköping;0680;Jönköpings län;06;Enskild;Pojkar;195;79,0;78,5;76,4;74,9;
Jönköping;0680;Jönköpings län;06;Enskild;Samtliga;338;78,7;77,5;75,4;73,7;
Kalix;2514;Norrbottens län;25;Samtliga;Flickor;65;73,8;73,8;72,3;69,2;
Kalix;2514;Norrbottens län;25;Samtliga;Pojkar;74;70,3;68,9;67,6;66,2;
Kalix;2514;Norrbottens län;25;Samtliga;Samtliga;139;71,9;71,2;69,8;67,6;
Kalix;2514;Norrbottens län;25;Kommunal;Flickor;57;71,9;71,9;70,2;66,7;
Kalix;2514;Norrbottens län;25;Kommunal;Pojkar;65;69,2;69,2;69,2;69,2;
Kalix;2514;Norrbottens län;25;Kommunal;Samtliga;122;70,5;70,5;69,7;68,0;
Kalix;2514;Norrbottens län;25;Enskild;Flickor;8;~100;~100;~100;~100;
Kalix;2514;Norrbottens län;25;Enskild;Pojkar;9;~100;~100;~100;..;
Kalix;2514;Norrbottens län;25;Enskild;Samtliga;17;~100;~100;70,6;64,7;
Kalmar;0880;Kalmar län;08;Samtliga;Flickor;445;83,8;81,8;80,7;78,9;
Kalmar;0880;Kalmar län;08;Samtliga;Pojkar;441;88,9;88,2;86,2;85,5;
Kalmar;0880;Kalmar län;08;Samtliga;Samtliga;886;86,3;85,0;83,4;82,2;
Kalmar;0880;Kalmar län;08;Kommunal;Flickor;320;82,5;80,0;78,8;76,3;
Kalmar;0880;Kalmar län;08;Kommunal;Pojkar;334;89,5;88,9;86,8;85,3;
Kalmar;0880;Kalmar län;08;Kommunal;Samtliga;654;86,1;84,6;82,9;80,9;
Kalmar;0880;Kalmar län;08;Enskild;Flickor;125;87,2;86,4;85,6;85,6;
Kalmar;0880;Kalmar län;08;Enskild;Pojkar;107;86,9;86,0;84,1;86,0;
Kalmar;0880;Kalmar län;08;Enskild;Samtliga;232;87,1;86,2;84,9;85,8;
Karlsborg;1446;Västra Götalands län;14;Samtliga;Flickor;42;85,7;85,7;85,7;85,7;
Karlsborg;1446;Västra Götalands län;14;Samtliga;Pojkar;27;81,5;81,5;81,5;81,5;
Karlsborg;1446;Västra Götalands län;14;Samtliga;Samtliga;69;84,1;84,1;84,1;84,1;
Karlsborg;1446;Västra Götalands län;14;Kommunal;Flickor;42;85,7;85,7;85,7;85,7;
Karlsborg;1446;Västra Götalands län;14;Kommunal;Pojkar;27;81,5;81,5;81,5;81,5;
Karlsborg;1446;Västra Götalands län;14;Kommunal;Samtliga;69;84,1;84,1;84,1;84,1;
Karlshamn;1082;Blekinge län;10;Samtliga;Flickor;182;81,9;81,3;80,2;76,9;
Karlshamn;1082;Blekinge län;10;Samtliga;Pojkar;213;77,5;75,1;72,3;72,8;
Karlshamn;1082;Blekinge län;10;Samtliga;Samtliga;395;79,5;78,0;75,9;74,7;
Karlshamn;1082;Blekinge län;10;Kommunal;Flickor;134;79,1;78,4;76,9;74,6;
Karlshamn;1082;Blekinge län;10;Kommunal;Pojkar;169;74,0;71,0;68,0;69,2;
Karlshamn;1082;Blekinge län;10;Kommunal;Samtliga;303;76,2;74,3;71,9;71,6;
Karlshamn;1082;Blekinge län;10;Enskild;Flickor;48;..;..;89,6;83,3;
Karlshamn;1082;Blekinge län;10;Enskild;Pojkar;44;~100;~100;88,6;86,4;
Karlshamn;1082;Blekinge län;10;Enskild;Samtliga;92;90,2;90,2;89,1;84,8;
Karlskoga;1883;Örebro län;18;Samtliga;Flickor;188;79,8;78,2;77,1;75,0;
Karlskoga;1883;Örebro län;18;Samtliga;Pojkar;167;80,2;79,0;76,0;73,1;
Karlskoga;1883;Örebro län;18;Samtliga;Samtliga;355;80,0;78,6;76,6;74,1;
Karlskoga;1883;Örebro län;18;Kommunal;Flickor;188;79,8;78,2;77,1;75,0;
Karlskoga;1883;Örebro län;18;Kommunal;Pojkar;167;80,2;79,0;76,0;73,1;
Karlskoga;1883;Örebro län;18;Kommunal;Samtliga;355;80,0;78,6;76,6;74,1;
Karlskrona;1080;Blekinge län;10;Samtliga;Flickor;373;82,0;81,0;79,6;79,1;
Karlskrona;1080;Blekinge län;10;Samtliga;Pojkar;400;81,3;80,8;79,0;77,8;
Karlskrona;1080;Blekinge län;10;Samtliga;Samtliga;773;81,6;80,9;79,3;78,4;
Karlskrona;1080;Blekinge län;10;Kommunal;Flickor;253;77,9;77,1;75,9;74,7;
Karlskrona;1080;Blekinge län;10;Kommunal;Pojkar;291;77,0;77,0;75,6;73,5;
Karlskrona;1080;Blekinge län;10;Kommunal;Samtliga;544;77,4;77,0;75,7;74,1;
Karlskrona;1080;Blekinge län;10;Enskild;Flickor;120;90,8;89,2;87,5;88,3;
Karlskrona;1080;Blekinge län;10;Enskild;Pojkar;109;92,7;90,8;88,1;89,0;
Karlskrona;1080;Blekinge län;10;Enskild;Samtliga;229;91,7;90,0;87,8;88,6;
Karlstad;1780;Värmlands län;17;Samtliga;Flickor;564;87,6;85,8;84,8;82,1;
Karlstad;1780;Värmlands län;17;Samtliga;Pojkar;574;89,7;88,5;86,2;83,1;
Karlstad;1780;Värmlands län;17;Samtliga;Samtliga;1 138;88,7;87,2;85,5;82,6;
Karlstad;1780;Värmlands län;17;Kommunal;Flickor;438;86,3;84,2;83,3;79,9;
Karlstad;1780;Värmlands län;17;Kommunal;Pojkar;479;88,3;86,8;84,6;80,8;
Karlstad;1780;Värmlands län;17;Kommunal;Samtliga;917;87,4;85,6;84,0;80,4;
Karlstad;1780;Värmlands län;17;Enskild;Flickor;126;..;..;89,7;89,7;
Karlstad;1780;Värmlands län;17;Enskild;Pojkar;95;~100;~100;94,7;94,7;
Karlstad;1780;Värmlands län;17;Enskild;Samtliga;221;94,1;93,7;91,9;91,9;
Katrineholm;0483;Södermanlands län;04;Samtliga;Flickor;222;85,1;84,7;84,2;80,2;
Katrineholm;0483;Södermanlands län;04;Samtliga;Pojkar;204;81,4;80,9;78,9;75,0;
Katrineholm;0483;Södermanlands län;04;Samtliga;Samtliga;426;83,3;82,9;81,7;77,7;
Katrineholm;0483;Södermanlands län;04;Kommunal;Flickor;177;83,6;83,1;82,5;79,1;
Katrineholm;0483;Södermanlands län;04;Kommunal;Pojkar;156;76,9;76,3;73,7;70,5;
Katrineholm;0483;Södermanlands län;04;Kommunal;Samtliga;333;80,5;79,9;78,4;75,1;
Katrineholm;0483;Södermanlands län;04;Enskild;Flickor;45;~100;~100;~100;84,4;
Katrineholm;0483;Södermanlands län;04;Enskild;Pojkar;48;~100;~100;~100;89,6;
Katrineholm;0483;Södermanlands län;04;Enskild;Samtliga;93;93,5;93,5;93,5;87,1;
Kil;1715;Värmlands län;17;Samtliga;Flickor;55;78,2;74,5;70,9;70,9;
Kil;1715;Värmlands län;17;Samtliga;Pojkar;65;81,5;80,0;76,9;72,3;
Kil;1715;Värmlands län;17;Samtliga;Samtliga;120;80,0;77,5;74,2;71,7;
Kil;1715;Värmlands län;17;Kommunal;Flickor;55;78,2;74,5;70,9;70,9;
Kil;1715;Värmlands län;17;Kommunal;Pojkar;65;81,5;80,0;76,9;72,3;
Kil;1715;Värmlands län;17;Kommunal;Samtliga;120;80,0;77,5;74,2;71,7;
Kinda;0513;Östergötlands län;05;Samtliga;Flickor;61;82,0;82,0;80,3;80,3;
Kinda;0513;Östergötlands län;05;Samtliga;Pojkar;65;63,1;63,1;63,1;60,0;
Kinda;0513;Östergötlands län;05;Samtliga;Samtliga;126;72,2;72,2;71,4;69,8;
Kinda;0513;Östergötlands län;05;Kommunal;Flickor;61;82,0;82,0;80,3;80,3;
Kinda;0513;Östergötlands län;05;Kommunal;Pojkar;65;63,1;63,1;63,1;60,0;
Kinda;0513;Östergötlands län;05;Kommunal;Samtliga;126;72,2;72,2;71,4;69,8;
Kiruna;2584;Norrbottens län;25;Samtliga;Flickor;117;81,2;79,5;76,1;73,5;
Kiruna;2584;Norrbottens län;25;Samtliga;Pojkar;130;75,4;74,6;70,0;69,2;
Kiruna;2584;Norrbottens län;25;Samtliga;Samtliga;247;78,1;76,9;72,9;71,3;
Kiruna;2584;Norrbottens län;25;Kommunal;Flickor;105;80,0;78,1;74,3;71,4;
Kiruna;2584;Norrbottens län;25;Kommunal;Pojkar;116;75,0;74,1;69,0;68,1;
Kiruna;2584;Norrbottens län;25;Kommunal;Samtliga;221;77,4;76,0;71,5;69,7;
Kiruna;2584;Norrbottens län;25;Enskild;Flickor;12;~100;~100;~100;~100;
Kiruna;2584;Norrbottens län;25;Enskild;Pojkar;14;~100;~100;~100;~100;
Kiruna;2584;Norrbottens län;25;Enskild;Samtliga;26;~100;~100;~100;~100;
Klippan;1276;Skåne län;12;Samtliga;Flickor;94;92,6;88,3;77,7;79,8;
Klippan;1276;Skåne län;12;Samtliga;Pojkar;97;84,5;84,5;75,3;77,3;
Klippan;1276;Skåne län;12;Samtliga;Samtliga;191;88,5;86,4;76,4;78,5;
Klippan;1276;Skåne län;12;Kommunal;Flickor;94;92,6;88,3;77,7;79,8;
Klippan;1276;Skåne län;12;Kommunal;Pojkar;97;84,5;84,5;75,3;77,3;
Klippan;1276;Skåne län;12;Kommunal;Samtliga;191;88,5;86,4;76,4;78,5;
Knivsta;0330;Uppsala län;03;Samtliga;Flickor;121;87,6;83,5;81,8;82,6;
Knivsta;0330;Uppsala län;03;Samtliga;Pojkar;150;84,0;80,7;78,7;78,7;
Knivsta;0330;Uppsala län;03;Samtliga;Samtliga;271;85,6;81,9;80,1;80,4;
Knivsta;0330;Uppsala län;03;Kommunal;Flickor;108;88,0;83,3;81,5;82,4;
Knivsta;0330;Uppsala län;03;Kommunal;Pojkar;143;83,2;79,7;77,6;77,6;
Knivsta;0330;Uppsala län;03;Kommunal;Samtliga;251;85,3;81,3;79,3;79,7;
Knivsta;0330;Uppsala län;03;Enskild;Flickor;13;~100;~100;~100;~100;
Knivsta;0330;Uppsala län;03;Enskild;Pojkar;7;100,0;100,0;100,0;100,0;
Knivsta;0330;Uppsala län;03;Enskild;Samtliga;20;~100;~100;~100;~100;
Kramfors;2282;Västernorrlands län;22;Samtliga;Flickor;96;81,3;80,2;76,0;70,8;
Kramfors;2282;Västernorrlands län;22;Samtliga;Pojkar;89;75,3;74,2;70,8;65,2;
Kramfors;2282;Västernorrlands län;22;Samtliga;Samtliga;185;78,4;77,3;73,5;68,1;
Kramfors;2282;Västernorrlands län;22;Kommunal;Flickor;96;81,3;80,2;76,0;70,8;
Kramfors;2282;Västernorrlands län;22;Kommunal;Pojkar;89;75,3;74,2;70,8;65,2;
Kramfors;2282;Västernorrlands län;22;Kommunal;Samtliga;185;78,4;77,3;73,5;68,1;
Kristianstad;1290;Skåne län;12;Samtliga;Flickor;542;81,4;80,3;79,3;77,7;
Kristianstad;1290;Skåne län;12;Samtliga;Pojkar;551;80,8;79,7;77,3;76,2;
Kristianstad;1290;Skåne län;12;Samtliga;Samtliga;1 093;81,1;80,0;78,3;76,9;
Kristianstad;1290;Skåne län;12;Kommunal;Flickor;492;80,9;80,1;79,1;77,2;
Kristianstad;1290;Skåne län;12;Kommunal;Pojkar;495;82,0;80,8;78,4;77,2;
Kristianstad;1290;Skåne län;12;Kommunal;Samtliga;987;81,5;80,4;78,7;77,2;
Kristianstad;1290;Skåne län;12;Enskild;Flickor;50;86,0;82,0;82,0;82,0;
Kristianstad;1290;Skåne län;12;Enskild;Pojkar;56;69,6;69,6;67,9;67,9;
Kristianstad;1290;Skåne län;12;Enskild;Samtliga;106;77,4;75,5;74,5;74,5;
Kristinehamn;1781;Värmlands län;17;Samtliga;Flickor;127;74,8;71,7;71,7;67,7;
Kristinehamn;1781;Värmlands län;17;Samtliga;Pojkar;119;73,9;69,7;68,1;60,5;
Kristinehamn;1781;Värmlands län;17;Samtliga;Samtliga;246;74,4;70,7;69,9;64,2;
Kristinehamn;1781;Värmlands län;17;Kommunal;Flickor;127;74,8;71,7;71,7;67,7;
Kristinehamn;1781;Värmlands län;17;Kommunal;Pojkar;119;73,9;69,7;68,1;60,5;
Kristinehamn;1781;Värmlands län;17;Kommunal;Samtliga;246;74,4;70,7;69,9;64,2;
Krokom;2309;Jämtlands län;23;Samtliga;Flickor;103;84,5;84,5;82,5;80,6;
Krokom;2309;Jämtlands län;23;Samtliga;Pojkar;110;82,7;81,8;80,0;79,1;
Krokom;2309;Jämtlands län;23;Samtliga;Samtliga;213;83,6;83,1;81,2;79,8;
Krokom;2309;Jämtlands län;23;Kommunal;Flickor;103;84,5;84,5;82,5;80,6;
Krokom;2309;Jämtlands län;23;Kommunal;Pojkar;110;82,7;81,8;80,0;79,1;
Krokom;2309;Jämtlands län;23;Kommunal;Samtliga;213;83,6;83,1;81,2;79,8;
Kumla;1881;Örebro län;18;Samtliga;Flickor;140;73,6;72,9;72,9;70,7;
Kumla;1881;Örebro län;18;Samtliga;Pojkar;162;79,0;77,2;75,3;74,1;
Kumla;1881;Örebro län;18;Samtliga;Samtliga;302;76,5;75,2;74,2;72,5;
Kumla;1881;Örebro län;18;Kommunal;Flickor;140;73,6;72,9;72,9;70,7;
Kumla;1881;Örebro län;18;Kommunal;Pojkar;162;79,0;77,2;75,3;74,1;
Kumla;1881;Örebro län;18;Kommunal;Samtliga;302;76,5;75,2;74,2;72,5;
Kungsbacka;1384;Hallands län;13;Samtliga;Flickor;631;88,4;87,3;87,0;84,9;
Kungsbacka;1384;Hallands län;13;Samtliga;Pojkar;668;87,1;86,1;85,0;83,5;
Kungsbacka;1384;Hallands län;13;Samtliga;Samtliga;1 299;87,8;86,7;86,0;84,2;
Kungsbacka;1384;Hallands län;13;Kommunal;Flickor;535;86,9;85,8;85,4;83,2;
Kungsbacka;1384;Hallands län;13;Kommunal;Pojkar;562;85,4;84,2;82,9;81,3;
Kungsbacka;1384;Hallands län;13;Kommunal;Samtliga;1 097;86,1;85,0;84,1;82,2;
Kungsbacka;1384;Hallands län;13;Enskild;Flickor;96;~100;~100;~100;94,8;
Kungsbacka;1384;Hallands län;13;Enskild;Pojkar;106;~100;~100;~100;95,3;
Kungsbacka;1384;Hallands län;13;Enskild;Samtliga;202;96,5;96,0;96,0;95,0;
Kungsör;1960;Västmanlands län;19;Samtliga;Flickor;42;76,2;76,2;61,9;66,7;
Kungsör;1960;Västmanlands län;19;Samtliga;Pojkar;59;76,3;74,6;64,4;67,8;
Kungsör;1960;Västmanlands län;19;Samtliga;Samtliga;101;76,2;75,2;63,4;67,3;
Kungsör;1960;Västmanlands län;19;Kommunal;Flickor;42;76,2;76,2;61,9;66,7;
Kungsör;1960;Västmanlands län;19;Kommunal;Pojkar;59;76,3;74,6;64,4;67,8;
Kungsör;1960;Västmanlands län;19;Kommunal;Samtliga;101;76,2;75,2;63,4;67,3;
Kungälv;1482;Västra Götalands län;14;Samtliga;Flickor;304;86,5;85,9;84,9;85,2;
Kungälv;1482;Västra Götalands län;14;Samtliga;Pojkar;321;81,9;81,9;78,8;79,4;
Kungälv;1482;Västra Götalands län;14;Samtliga;Samtliga;625;84,2;83,8;81,8;82,2;
