Statistik från Skolverket, https://www.skolverket.se

Grundskola - Resultat nationella prov årskurs 9, provbetyg per kön - Engelska, Matematik och Svenska/svenska som andraspråk
Valt läsår: 2018/19

;;;;;;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Andel (%) elever som deltagit;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Antal elever med provbetyg A-F;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Andel (%) med provbetyg A-E;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;
Hjo;1497;Västra Götalands län;14;Samtliga;Engelska;85,3;84,6;85,7;81;33;48;~100;100,0;~100;15,0;15,4;14,8;
Hjo;1497;Västra Götalands län;14;Samtliga;Svenska som andraspråk;..;.;..;..;.;..;.;.;.;..;.;..;
Hjo;1497;Västra Götalands län;14;Kommunal;Svenska;90,1;92,1;88,7;82;35;47;93,9;~100;~100;12,9;14,4;11,8;
Hjo;1497;Västra Götalands län;14;Kommunal;Matematik;90,5;87,2;92,9;86;34;52;80,2;79,4;80,8;10,3;10,1;10,4;
Hjo;1497;Västra Götalands län;14;Kommunal;Engelska;85,3;84,6;85,7;81;33;48;~100;100,0;~100;15,0;15,4;14,8;
Hjo;1497;Västra Götalands län;14;Kommunal;Svenska som andraspråk;..;.;..;..;.;..;.;.;.;..;.;..;
Hofors;2104;Gävleborgs län;21;Samtliga;Svenska;86,6;95,8;81,4;58;23;35;~100;100,0;~100;12,5;14,2;11,4;
Hofors;2104;Gävleborgs län;21;Samtliga;Matematik;86,7;96,6;81,5;72;28;44;72,2;67,9;75,0;8,1;7,9;8,3;
Hofors;2104;Gävleborgs län;21;Samtliga;Engelska;81,9;96,6;74,1;68;28;40;~100;100,0;~100;14,8;15,0;14,7;
Hofors;2104;Gävleborgs län;21;Samtliga;Svenska som andraspråk;100,0;..;100,0;16;..;..;62,5;..;..;6,7;..;6,8;
Hofors;2104;Gävleborgs län;21;Kommunal;Svenska som andraspråk;100,0;..;100,0;16;..;..;62,5;..;..;6,7;..;6,8;
Hofors;2104;Gävleborgs län;21;Kommunal;Matematik;86,7;96,6;81,5;72;28;44;72,2;67,9;75,0;8,1;7,9;8,3;
Hofors;2104;Gävleborgs län;21;Kommunal;Engelska;81,9;96,6;74,1;68;28;40;~100;100,0;~100;14,8;15,0;14,7;
Hofors;2104;Gävleborgs län;21;Kommunal;Svenska;86,6;95,8;81,4;58;23;35;~100;100,0;~100;12,5;14,2;11,4;
Huddinge;0126;Stockholms län;01;Samtliga;Engelska;90,5;91,3;89,8;1 180;566;614;98,2;98,2;98,2;16,1;16,3;15,9;
Huddinge;0126;Stockholms län;01;Samtliga;Svenska;84,0;83,0;85,0;930;450;480;97,0;98,9;95,2;13,9;15,2;12,7;
Huddinge;0126;Stockholms län;01;Samtliga;Svenska som andraspråk;82,2;84,6;80,7;162;66;96;79,0;86,4;74,0;9,8;11,5;8,6;
Huddinge;0126;Stockholms län;01;Samtliga;Matematik;91,3;91,5;91,1;1 189;567;622;83,6;85,4;82,0;11,2;11,5;10,9;
Huddinge;0126;Stockholms län;01;Kommunal;Svenska som andraspråk;83,4;84,3;82,9;146;59;87;77,4;84,7;72,4;9,5;11,3;8,3;
Huddinge;0126;Stockholms län;01;Kommunal;Engelska;89,5;90,1;88,9;910;429;481;97,8;97,9;97,7;15,6;15,9;15,4;
Huddinge;0126;Stockholms län;01;Kommunal;Svenska;92,4;92,4;92,4;778;375;403;96,7;98,7;94,8;13,7;15,1;12,5;
Huddinge;0126;Stockholms län;01;Kommunal;Matematik;90,7;91,0;90,4;921;433;488;80,3;82,4;78,5;10,3;10,6;10,0;
Huddinge;0126;Stockholms län;01;Enskild;Svenska som andraspråk;72,7;..;..;16;..;..;~100;..;..;12,3;..;..;
Huddinge;0126;Stockholms län;01;Enskild;Svenska;57,4;55,1;59,7;152;75;77;~100;100,0;~100;15,0;15,9;14,0;
Huddinge;0126;Stockholms län;01;Enskild;Engelska;94,1;95,1;93,0;270;137;133;~100;~100;100,0;17,7;17,5;18,0;
Huddinge;0126;Stockholms län;01;Enskild;Matematik;93,4;93,1;93,7;268;134;134;94,8;94,8;94,8;14,3;14,1;14,4;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;Engelska;89,7;90,6;88,9;428;203;225;~100;100,0;~100;15,1;15,1;15,2;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;Matematik;88,3;90,2;86,6;421;202;219;83,1;82,2;84,0;10,2;10,2;10,2;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;Svenska;91,9;92,1;91,7;407;197;210;96,1;~100;..;13,0;14,1;12,0;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;Svenska som andraspråk;94,1;..;95,8;32;..;..;65,6;..;69,6;7,7;..;8,0;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;Matematik;87,3;89,2;85,6;331;165;166;86,1;86,1;86,1;10,6;10,7;10,5;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;Engelska;88,7;89,2;88,1;336;165;171;~100;100,0;~100;15,0;15,2;14,8;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;Svenska;92,2;92,0;92,4;318;161;157;96,5;~100;..;13,1;14,2;11,9;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;Svenska som andraspråk;94,1;..;95,8;32;..;..;65,6;..;69,6;7,7;..;8,0;
Hudiksvall;2184;Gävleborgs län;21;Enskild;Engelska;93,9;97,4;91,5;92;38;54;100,0;100,0;100,0;15,5;14,5;16,3;
Hudiksvall;2184;Gävleborgs län;21;Enskild;Matematik;91,8;94,9;89,8;90;37;53;72,2;64,9;77,4;8,9;8,0;9,5;
Hudiksvall;2184;Gävleborgs län;21;Enskild;Svenska;90,8;92,3;89,8;89;36;53;94,4;~100;~100;12,9;13,7;12,4;
Hultsfred;0860;Kalmar län;08;Samtliga;Svenska;93,6;97,4;90,9;88;38;50;92,0;~100;..;11,8;12,9;11,0;
Hultsfred;0860;Kalmar län;08;Samtliga;Matematik;87,9;91,5;85,6;131;54;77;56,5;55,6;57,1;6,4;6,1;6,7;
Hultsfred;0860;Kalmar län;08;Samtliga;Svenska som andraspråk;80,0;80,0;80,0;44;16;28;43,2;..;..;5,0;5,0;5,0;
Hultsfred;0860;Kalmar län;08;Samtliga;Engelska;85,2;88,1;83,3;127;52;75;82,7;82,7;82,7;11,7;11,5;11,8;
Hultsfred;0860;Kalmar län;08;Kommunal;Engelska;83,3;88,9;79,7;95;40;55;76,8;77,5;76,4;10,9;10,8;11,0;
Hultsfred;0860;Kalmar län;08;Kommunal;Matematik;87,7;91,1;85,5;100;41;59;51,0;46,3;54,2;5,7;5,0;6,2;
Hultsfred;0860;Kalmar län;08;Kommunal;Svenska;91,4;96,6;87,8;64;28;36;~100;~100;~100;11,9;12,9;11,1;
Hultsfred;0860;Kalmar län;08;Kommunal;Svenska som andraspråk;81,8;81,3;82,1;36;13;23;38,9;..;..;4,5;4,6;4,5;
Hultsfred;0860;Kalmar län;08;Enskild;Engelska;91,4;85,7;95,2;32;12;20;100,0;100,0;100,0;14,1;14,2;14,0;
Hultsfred;0860;Kalmar län;08;Enskild;Matematik;88,6;92,9;85,7;31;13;18;74,2;~100;..;8,8;9,6;8,2;
Hultsfred;0860;Kalmar län;08;Enskild;Svenska;100,0;100,0;100,0;24;10;14;~100;..;~100;11,6;13,0;10,5;
Hultsfred;0860;Kalmar län;08;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Hylte;1315;Hallands län;13;Samtliga;Svenska;97,9;100,0;96,1;94;45;49;89,4;~100;..;13,0;14,1;12,1;
Hylte;1315;Hallands län;13;Samtliga;Matematik;88,4;90,6;86,2;114;58;56;64,9;62,1;67,9;8,0;7,3;8,8;
Hylte;1315;Hallands län;13;Samtliga;Svenska som andraspråk;100,0;100,0;100,0;33;19;14;..;..;..;2,6;2,2;3,0;
Hylte;1315;Hallands län;13;Samtliga;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Hylte;1315;Hallands län;13;Kommunal;Svenska som andraspråk;100,0;100,0;100,0;33;19;14;..;..;..;2,6;2,2;3,0;
Hylte;1315;Hallands län;13;Kommunal;Matematik;88,0;90,3;85,7;110;56;54;64,5;60,7;68,5;8,0;7,1;8,9;
Hylte;1315;Hallands län;13;Kommunal;Svenska;97,8;100,0;95,9;90;43;47;91,1;~100;..;13,3;14,1;12,6;
Hylte;1315;Hallands län;13;Enskild;Svenska;..;..;..;..;..;..;..;..;.;..;..;..;
Hylte;1315;Hallands län;13;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Hylte;1315;Hallands län;13;Enskild;Matematik;..;..;..;..;..;..;..;..;..;..;..;..;
Hällefors;1863;Örebro län;18;Samtliga;Matematik;91,9;96,0;89,2;57;24;33;71,9;75,0;69,7;9,3;10,5;8,5;
Hällefors;1863;Örebro län;18;Samtliga;Svenska som andraspråk;90,5;..;92,3;19;..;..;73,7;..;..;10,1;..;8,5;
Hällefors;1863;Örebro län;18;Samtliga;Svenska;97,6;100,0;95,8;40;17;23;100,0;100,0;100,0;12,9;14,9;11,4;
Hällefors;1863;Örebro län;18;Samtliga;Engelska;95,2;92,0;97,3;59;23;36;88,1;~100;..;13,9;15,2;13,1;
Hällefors;1863;Örebro län;18;Kommunal;Svenska;97,6;100,0;95,8;40;17;23;100,0;100,0;100,0;12,9;14,9;11,4;
Hällefors;1863;Örebro län;18;Kommunal;Svenska som andraspråk;90,5;..;92,3;19;..;..;73,7;..;..;10,1;..;8,5;
Hällefors;1863;Örebro län;18;Kommunal;Matematik;91,9;96,0;89,2;57;24;33;71,9;75,0;69,7;9,3;10,5;8,5;
Hällefors;1863;Örebro län;18;Kommunal;Engelska;95,2;92,0;97,3;59;23;36;88,1;~100;..;13,9;15,2;13,1;
Härjedalen;2361;Jämtlands län;23;Samtliga;Svenska som andraspråk;73,3;..;..;11;..;..;..;..;..;5,0;..;..;
Härjedalen;2361;Jämtlands län;23;Samtliga;Svenska;96,9;96,4;97,5;93;54;39;~100;100,0;~100;13,7;14,5;12,6;
Härjedalen;2361;Jämtlands län;23;Samtliga;Matematik;86,5;90,2;82,0;96;55;41;82,3;80,0;85,4;10,0;10,0;9,9;
Härjedalen;2361;Jämtlands län;23;Samtliga;Engelska;90,1;91,8;88,0;100;56;44;93,0;~100;~100;13,9;13,8;14,0;
Härjedalen;2361;Jämtlands län;23;Kommunal;Svenska som andraspråk;73,3;..;..;11;..;..;..;..;..;5,0;..;..;
Härjedalen;2361;Jämtlands län;23;Kommunal;Svenska;96,9;96,4;97,5;93;54;39;~100;100,0;~100;13,7;14,5;12,6;
Härjedalen;2361;Jämtlands län;23;Kommunal;Matematik;86,5;90,2;82,0;96;55;41;82,3;80,0;85,4;10,0;10,0;9,9;
Härjedalen;2361;Jämtlands län;23;Kommunal;Engelska;90,1;91,8;88,0;100;56;44;93,0;~100;~100;13,9;13,8;14,0;
Härnösand;2280;Västernorrlands län;22;Samtliga;Matematik;84,8;82,1;87,5;257;124;133;75,9;78,2;73,7;9,1;9,5;8,6;
Härnösand;2280;Västernorrlands län;22;Samtliga;Svenska som andraspråk;56,7;..;71,4;17;..;..;..;..;..;4,3;..;3,0;
Härnösand;2280;Västernorrlands län;22;Samtliga;Svenska;90,8;88,9;92,8;248;120;128;95,2;~100;..;12,9;14,3;11,6;
Härnösand;2280;Västernorrlands län;22;Samtliga;Engelska;83,2;84,1;82,2;252;127;125;94,0;92,1;96,0;13,8;13,3;14,2;
Härnösand;2280;Västernorrlands län;22;Kommunal;Matematik;84,0;81,3;86,8;225;113;112;76,0;78,8;73,2;9,0;9,5;8,6;
Härnösand;2280;Västernorrlands län;22;Kommunal;Engelska;84,7;84,9;84,5;227;118;109;93,8;..;~100;13,6;13,1;14,1;
Härnösand;2280;Västernorrlands län;22;Kommunal;Svenska;90,8;87,8;93,9;216;108;108;94,9;~100;..;12,6;14,0;11,3;
Härnösand;2280;Västernorrlands län;22;Kommunal;Svenska som andraspråk;56,7;..;71,4;17;..;..;..;..;..;4,3;..;3,0;
Härnösand;2280;Västernorrlands län;22;Enskild;Svenska;91,4;100,0;87,0;32;12;20;~100;100,0;~100;14,4;16,5;13,1;
Härnösand;2280;Västernorrlands län;22;Enskild;Engelska;71,4;..;69,6;25;..;..;~100;..;~100;15,4;..;14,8;
Härnösand;2280;Västernorrlands län;22;Enskild;Matematik;91,4;91,7;91,3;32;11;21;75,0;..;..;9,2;9,5;9,0;
Härryda;1401;Västra Götalands län;14;Samtliga;Svenska som andraspråk;76,9;..;..;10;..;..;..;..;..;10,0;..;..;
Härryda;1401;Västra Götalands län;14;Samtliga;Svenska;92,9;93,6;92,3;448;219;229;96,4;97,3;95,6;14,3;15,0;13,5;
Härryda;1401;Västra Götalands län;14;Samtliga;Matematik;93,3;92,1;94,5;462;222;240;90,0;88,3;91,7;12,5;12,0;13,0;
Härryda;1401;Västra Götalands län;14;Samtliga;Engelska;92,5;92,1;92,9;458;222;236;98,5;~100;~100;16,4;16,1;16,8;
Härryda;1401;Västra Götalands län;14;Kommunal;Svenska som andraspråk;76,9;..;..;10;..;..;..;..;..;10,0;..;..;
Härryda;1401;Västra Götalands län;14;Kommunal;Matematik;92,9;92,3;93,4;392;193;199;89,0;87,0;91,0;12,2;11,6;12,8;
Härryda;1401;Västra Götalands län;14;Kommunal;Svenska;92,7;94,6;90,8;379;191;188;96,0;96,9;95,2;14,1;14,7;13,5;
Härryda;1401;Västra Götalands län;14;Kommunal;Engelska;92,7;93,3;92,0;391;195;196;98,2;~100;~100;16,4;16,0;16,7;
Härryda;1401;Västra Götalands län;14;Enskild;Svenska;94,5;87,5;100,0;69;28;41;~100;100,0;~100;15,0;16,9;13,7;
Härryda;1401;Västra Götalands län;14;Enskild;Engelska;91,8;84,4;97,6;67;27;40;100,0;100,0;100,0;16,9;16,6;17,2;
Härryda;1401;Västra Götalands län;14;Enskild;Matematik;95,9;90,6;100,0;70;29;41;~100;~100;~100;14,4;14,7;14,2;
Hässleholm;1293;Skåne län;12;Samtliga;Svenska som andraspråk;71,6;85,1;61,3;78;40;38;62,8;65,0;60,5;7,1;7,2;7,0;
Hässleholm;1293;Skåne län;12;Samtliga;Svenska;82,4;86,5;78,5;440;225;215;96,1;97,3;94,9;13,6;14,6;12,6;
Hässleholm;1293;Skåne län;12;Samtliga;Matematik;90,8;92,5;89,3;584;284;300;76,2;75,4;77,0;9,7;9,4;9,9;
Hässleholm;1293;Skåne län;12;Samtliga;Engelska;89,3;91,9;86,9;574;282;292;92,7;94,3;91,1;14,5;14,8;14,2;
Hässleholm;1293;Skåne län;12;Kommunal;Svenska;79,9;84,9;75,1;369;191;178;95,4;96,9;93,8;13,3;14,2;12,4;
Hässleholm;1293;Skåne län;12;Kommunal;Svenska som andraspråk;69,9;83,3;60,7;72;35;37;62,5;65,7;59,5;7,1;7,2;7,0;
Hässleholm;1293;Skåne län;12;Kommunal;Matematik;90,4;92,1;88,9;511;246;265;73,8;72,8;74,7;9,1;8,8;9,4;
Hässleholm;1293;Skåne län;12;Kommunal;Engelska;88,5;91,4;85,9;500;244;256;91,8;93,4;90,2;14,0;14,2;13,8;
Hässleholm;1293;Skåne län;12;Enskild;Engelska;94,9;95,0;94,7;74;38;36;~100;100,0;~100;17,8;18,6;16,9;
Hässleholm;1293;Skåne län;12;Enskild;Matematik;93,6;95,0;92,1;73;38;35;93,2;~100;~100;13,3;13,3;13,3;
Hässleholm;1293;Skåne län;12;Enskild;Svenska;98,6;97,1;100,0;71;34;37;100,0;100,0;100,0;15,1;16,7;13,6;
Hässleholm;1293;Skåne län;12;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Håbo;0305;Uppsala län;03;Samtliga;Svenska;93,2;92,9;93,5;275;145;130;95,3;~100;..;13,1;14,2;11,8;
Håbo;0305;Uppsala län;03;Samtliga;Matematik;91,9;92,8;91,0;281;151;130;80,1;78,8;81,5;10,1;10,0;10,1;
Håbo;0305;Uppsala län;03;Samtliga;Svenska som andraspråk;86,7;..;..;13;..;..;..;..;.;2,7;..;..;
Håbo;0305;Uppsala län;03;Samtliga;Engelska;91,6;90,4;93,1;284;150;134;96,1;~100;..;15,2;15,5;15,0;
Håbo;0305;Uppsala län;03;Kommunal;Svenska;91,8;91,8;91,8;202;101;101;93,6;~100;..;12,7;14,0;11,4;
Håbo;0305;Uppsala län;03;Kommunal;Svenska som andraspråk;86,7;..;..;13;..;..;..;..;.;2,7;..;..;
Håbo;0305;Uppsala län;03;Kommunal;Engelska;89,8;88,3;91,3;211;106;105;95,3;~100;..;14,9;15,2;14,6;
Håbo;0305;Uppsala län;03;Kommunal;Matematik;91,1;91,7;90,4;210;107;103;75,2;72,9;77,7;9,3;9,2;9,4;
Håbo;0305;Uppsala län;03;Enskild;Svenska;97,3;95,7;100,0;73;44;29;100,0;100,0;100,0;14,1;14,9;13,0;
Håbo;0305;Uppsala län;03;Enskild;Engelska;97,3;95,7;100,0;73;44;29;~100;~100;100,0;16,2;16,2;16,3;
Håbo;0305;Uppsala län;03;Enskild;Matematik;94,7;95,7;93,1;71;44;27;~100;~100;~100;12,2;12,0;12,6;
Höganäs;1284;Skåne län;12;Samtliga;Engelska;90,7;91,2;90,3;293;134;159;~100;~100;100,0;16,2;16,3;16,2;
Höganäs;1284;Skåne län;12;Samtliga;Matematik;92,9;92,5;93,2;300;136;164;88,3;89,7;87,2;11,3;11,5;11,2;
Höganäs;1284;Skåne län;12;Samtliga;Svenska;96,4;97,1;95,8;294;133;161;98,0;100,0;96,3;13,8;15,0;12,8;
Höganäs;1284;Skåne län;12;Samtliga;Svenska som andraspråk;66,7;..;..;12;..;..;~100;..;..;12,5;..;..;
Höganäs;1284;Skåne län;12;Kommunal;Engelska;90,9;91,2;90,7;270;124;146;~100;~100;100,0;16,1;16,2;16,1;
Höganäs;1284;Skåne län;12;Kommunal;Matematik;93,6;93,4;93,8;278;127;151;87,4;89,0;86,1;11,1;11,4;10,9;
Höganäs;1284;Skåne län;12;Kommunal;Svenska;97,1;97,6;96,7;271;123;148;97,8;100,0;95,9;13,7;15,0;12,6;
Höganäs;1284;Skåne län;12;Kommunal;Svenska som andraspråk;66,7;..;..;12;..;..;~100;..;..;12,5;..;..;
Höganäs;1284;Skåne län;12;Enskild;Matematik;84,6;..;86,7;22;..;..;100,0;..;100,0;14,0;..;14,4;
Höganäs;1284;Skåne län;12;Enskild;Svenska;88,5;90,9;86,7;23;10;13;100,0;100,0;100,0;15,3;15,3;15,4;
Höganäs;1284;Skåne län;12;Enskild;Engelska;88,5;90,9;86,7;23;10;13;100,0;100,0;100,0;17,1;17,3;16,9;
Högsby;0821;Kalmar län;08;Samtliga;Svenska som andraspråk;61,1;..;..;11;..;..;..;.;..;3,0;..;..;
Högsby;0821;Kalmar län;08;Samtliga;Svenska;100,0;100,0;100,0;49;22;27;100,0;100,0;100,0;14,2;15,7;13,1;
Högsby;0821;Kalmar län;08;Samtliga;Matematik;94,0;92,9;94,9;63;26;37;82,5;80,8;83,8;10,0;9,9;10,0;
Högsby;0821;Kalmar län;08;Samtliga;Engelska;95,5;96,4;94,9;64;27;37;~100;~100;~100;13,8;13,4;14,1;
Högsby;0821;Kalmar län;08;Kommunal;Svenska som andraspråk;61,1;..;..;11;..;..;..;.;..;3,0;..;..;
Högsby;0821;Kalmar län;08;Kommunal;Svenska;100,0;100,0;100,0;49;22;27;100,0;100,0;100,0;14,2;15,7;13,1;
Högsby;0821;Kalmar län;08;Kommunal;Matematik;94,0;92,9;94,9;63;26;37;82,5;80,8;83,8;10,0;9,9;10,0;
Högsby;0821;Kalmar län;08;Kommunal;Engelska;95,5;96,4;94,9;64;27;37;~100;~100;~100;13,8;13,4;14,1;
Hörby;1266;Skåne län;12;Samtliga;Svenska som andraspråk;91,7;90,9;92,3;22;10;12;63,6;..;..;7,2;7,8;6,7;
Hörby;1266;Skåne län;12;Samtliga;Svenska;95,4;95,8;95,1;146;68;78;~100;100,0;~100;14,2;15,1;13,3;
Hörby;1266;Skåne län;12;Samtliga;Engelska;92,1;93,9;90,5;163;77;86;95,1;~100;..;15,0;14,9;15,1;
Hörby;1266;Skåne län;12;Samtliga;Matematik;91,5;95,1;88,4;162;78;84;82,1;83,3;81,0;10,5;10,4;10,6;
Hörby;1266;Skåne län;12;Kommunal;Matematik;91,0;94,8;87,3;142;73;69;81,0;82,2;79,7;10,2;10,2;10,1;
Hörby;1266;Skåne län;12;Kommunal;Svenska som andraspråk;91,7;90,9;92,3;22;10;12;63,6;..;..;7,2;7,8;6,7;
Hörby;1266;Skåne län;12;Kommunal;Svenska;94,7;95,5;93,9;125;63;62;~100;100,0;~100;14,0;15,0;12,9;
Hörby;1266;Skåne län;12;Kommunal;Engelska;91,7;93,5;89,9;143;72;71;94,4;~100;..;14,8;14,9;14,6;
Hörby;1266;Skåne län;12;Enskild;Svenska;100,0;..;100,0;21;..;..;100,0;..;100,0;15,5;..;15,2;
Hörby;1266;Skåne län;12;Enskild;Engelska;95,2;..;93,8;20;..;..;100,0;..;100,0;16,5;..;17,2;
Hörby;1266;Skåne län;12;Enskild;Matematik;95,2;..;93,8;20;..;..;~100;..;~100;12,5;..;12,7;
Höör;1267;Skåne län;12;Samtliga;Svenska som andraspråk;72,7;..;..;16;..;..;~100;..;..;9,5;..;..;
Höör;1267;Skåne län;12;Samtliga;Matematik;84,2;86,0;82,6;170;80;90;73,5;82,5;65,6;8,9;10,6;7,4;
Höör;1267;Skåne län;12;Samtliga;Svenska;88,3;90,7;86,2;159;78;81;95,0;~100;..;13,4;15,1;11,7;
Höör;1267;Skåne län;12;Samtliga;Engelska;87,6;87,1;88,1;177;81;96;~100;~100;~100;15,3;16,1;14,7;
Höör;1267;Skåne län;12;Kommunal;Svenska;90,3;92,3;88,5;149;72;77;94,6;~100;..;13,4;15,1;11,7;
Höör;1267;Skåne län;12;Kommunal;Svenska som andraspråk;68,4;..;..;13;..;..;~100;..;..;8,8;..;..;
Höör;1267;Skåne län;12;Kommunal;Engelska;89,1;89,2;89,1;164;74;90;~100;~100;~100;15,3;16,0;14,8;
Höör;1267;Skåne län;12;Kommunal;Matematik;84,2;85,5;83,2;155;71;84;72,9;83,1;64,3;8,9;10,7;7,3;
Höör;1267;Skåne län;12;Enskild;Engelska;72,2;..;..;13;..;..;100,0;..;..;15,8;..;..;
Höör;1267;Skåne län;12;Enskild;Matematik;83,3;..;..;15;..;..;~100;..;..;9,5;..;..;
Höör;1267;Skåne län;12;Enskild;Svenska;66,7;..;..;10;..;..;100,0;..;..;13,5;..;..;
Höör;1267;Skåne län;12;Enskild;Svenska som andraspråk;..;..;..;..;..;..;..;..;..;..;..;..;
Jokkmokk;2510;Norrbottens län;25;Samtliga;Engelska;100,0;100,0;100,0;46;25;21;~100;100,0;~100;15,4;15,7;15,1;
Jokkmokk;2510;Norrbottens län;25;Samtliga;Svenska som andraspråk;..;.;..;..;.;..;.;.;.;..;.;..;
Jokkmokk;2510;Norrbottens län;25;Samtliga;Svenska;93,0;88,0;100,0;40;22;18;100,0;100,0;100,0;13,4;14,3;12,4;
Jokkmokk;2510;Norrbottens län;25;Samtliga;Matematik;91,3;92,0;90,5;42;23;19;81,0;~100;..;9,7;11,2;7,9;
Jokkmokk;2510;Norrbottens län;25;Kommunal;Engelska;100,0;100,0;100,0;37;20;17;~100;100,0;~100;15,8;16,4;15,1;
Jokkmokk;2510;Norrbottens län;25;Kommunal;Matematik;100,0;100,0;100,0;37;20;17;78,4;~100;..;9,6;11,4;7,5;
Jokkmokk;2510;Norrbottens län;25;Kommunal;Svenska;100,0;100,0;100,0;34;20;14;100,0;100,0;100,0;13,8;14,5;12,9;
Jokkmokk;2510;Norrbottens län;25;Kommunal;Svenska som andraspråk;..;.;..;..;.;..;.;.;.;..;.;..;
Jokkmokk;2510;Norrbottens län;25;Enskild;Svenska;..;..;..;..;..;..;..;..;..;..;..;..;
Jokkmokk;2510;Norrbottens län;25;Enskild;Engelska;..;..;..;..;..;..;..;..;..;..;..;..;
Jokkmokk;2510;Norrbottens län;25;Enskild;Matematik;..;..;..;..;..;..;..;..;..;..;..;..;
Järfälla;0123;Stockholms län;01;Samtliga;Svenska;94,8;94,7;94,9;693;337;356;96,8;~100;..;14,0;15,1;12,8;
Järfälla;0123;Stockholms län;01;Samtliga;Engelska;68,9;69,2;68,6;596;288;308;96,6;96,9;96,4;15,9;16,0;15,9;
Järfälla;0123;Stockholms län;01;Samtliga;Matematik;91,8;92,3;91,3;793;383;410;83,0;82,8;83,2;11,1;11,1;11,0;
Järfälla;0123;Stockholms län;01;Samtliga;Svenska som andraspråk;85,1;83,3;86,5;114;50;64;69,3;84,0;57,8;8,4;10,5;6,8;
Järfälla;0123;Stockholms län;01;Kommunal;Svenska som andraspråk;84,4;82,5;86,2;103;47;56;68,0;83,0;55,4;8,2;10,4;6,4;
Järfälla;0123;Stockholms län;01;Kommunal;Svenska;93,5;93,5;93,5;534;260;274;96,1;~100;..;13,7;15,2;12,4;
Järfälla;0123;Stockholms län;01;Kommunal;Matematik;90,3;91,0;89,7;625;304;321;80,3;81,3;79,4;10,6;10,8;10,4;
Järfälla;0123;Stockholms län;01;Kommunal;Engelska;62,2;63,0;61,5;431;211;220;95,6;96,2;95,0;15,3;15,5;15,1;
Järfälla;0123;Stockholms län;01;Enskild;Matematik;97,7;97,5;97,8;168;79;89;92,9;..;~100;12,8;12,2;13,3;
Järfälla;0123;Stockholms län;01;Enskild;Svenska som andraspråk;91,7;..;..;11;..;..;..;..;..;10,2;..;..;
Järfälla;0123;Stockholms län;01;Enskild;Engelska;95,9;95,1;96,7;165;77;88;~100;~100;100,0;17,5;17,4;17,7;
Järfälla;0123;Stockholms län;01;Enskild;Svenska;99,4;98,7;100,0;159;77;82;~100;~100;100,0;14,7;15,0;14,4;
Jönköping;0680;Jönköpings län;06;Samtliga;Svenska som andraspråk;87,2;86,1;88,1;157;68;89;74,5;83,8;67,4;9,3;10,8;8,2;
Jönköping;0680;Jönköpings län;06;Samtliga;Svenska;95,6;96,3;95,1;1 297;642;655;96,8;98,8;95,0;13,8;14,9;12,7;
Jönköping;0680;Jönköpings län;06;Samtliga;Matematik;94,7;95,2;94,3;1 455;710;745;86,1;86,6;85,6;11,2;11,3;11,2;
Jönköping;0680;Jönköpings län;06;Samtliga;Engelska;93,0;94,2;91,8;1 428;703;725;97,7;97,9;97,5;15,3;15,3;15,3;
Jönköping;0680;Jönköpings län;06;Kommunal;Svenska som andraspråk;85,1;85,5;84,8;126;59;67;70,6;81,4;61,2;8,7;10,2;7,4;
Jönköping;0680;Jönköpings län;06;Kommunal;Matematik;95,0;95,6;94,5;1 177;581;596;87,8;86,9;88,6;11,6;11,4;11,7;
Jönköping;0680;Jönköpings län;06;Kommunal;Engelska;93,5;95,2;91,8;1 158;579;579;97,4;97,6;97,2;15,2;15,1;15,2;
Jönköping;0680;Jönköpings län;06;Kommunal;Svenska;96,6;97,4;95,8;1 054;525;529;97,0;98,7;95,3;13,7;14,8;12,7;
Jönköping;0680;Jönköpings län;06;Enskild;Engelska;90,9;89,9;91,8;270;124;146;~100;~100;~100;16,0;16,7;15,5;
Jönköping;0680;Jönköpings län;06;Enskild;Matematik;93,6;93,5;93,7;278;129;149;79,1;85,3;73,8;9,8;10,4;9,3;
Jönköping;0680;Jönköpings län;06;Enskild;Svenska;91,7;91,4;92,0;243;117;126;96,3;~100;..;14,0;15,4;12,7;
Jönköping;0680;Jönköpings län;06;Enskild;Svenska som andraspråk;96,9;..;100,0;31;..;..;~100;..;~100;11,8;..;10,7;
