Statistik från Skolverket, https://www.skolverket.se

Grundskola - Personalstatistik med lärarlegitimation och behörighet
Valt läsår: 2022/23
Valt uttag: 2023-02-10

Från och med läsåret 2024/25 redovisas ingen statistik som baseras på färre än 3 st heltidstjänster för lärare.

;;;;;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;
Kil;1715;Värmlands län;17;Samtliga;110,3;83,5;75,6;3,6;124;110;88,7;5;
Kil;1715;Värmlands län;17;Kommunal;110,3;83,5;75,6;3,6;124;110;88,7;5;
Kinda;0513;Östergötlands län;05;Samtliga;87,8;67,3;76,6;13,8;105;87;82,9;14;
Kinda;0513;Östergötlands län;05;Kommunal;87,8;67,3;76,6;13,8;105;87;82,9;14;
Kiruna;2584;Norrbottens län;25;Samtliga;200,4;112,2;56,0;9,7;221;142;64,3;10;
Kiruna;2584;Norrbottens län;25;Kommunal;178,1;95,6;53,7;5,7;192;119;62,0;6;
Kiruna;2584;Norrbottens län;25;Statlig;10,3;6,9;67,6;1,0;16;10;62,5;1;
Kiruna;2584;Norrbottens län;25;Enskild;12,1;9,7;80,4;3,0;15;13;86,7;3;
Klippan;1276;Skåne län;12;Samtliga;137,6;88,7;64,5;19,4;152;112;73,7;21;
Klippan;1276;Skåne län;12;Kommunal;130,0;84,0;64,6;18,7;142;105;73,9;20;
Klippan;1276;Skåne län;12;Enskild;7,6;4,6;61,3;0,7;10;7;70,0;1;
Knivsta;0330;Uppsala län;03;Samtliga;191,4;143,6;75,1;27,7;216;187;86,6;29;
Knivsta;0330;Uppsala län;03;Kommunal;171,6;130,4;76,0;25,9;193;168;87,0;27;
Knivsta;0330;Uppsala län;03;Enskild;19,8;13,2;66,7;1,8;24;19;79,2;2;
Kramfors;2282;Västernorrlands län;22;Samtliga;135,6;78,4;57,8;6,5;157;106;67,5;7;
Kramfors;2282;Västernorrlands län;22;Kommunal;130,5;74,6;57,1;6,5;150;99;66,0;7;
Kramfors;2282;Västernorrlands län;22;Enskild;5,1;3,8;74,2;.;8;7;87,5;.;
Kristianstad;1290;Skåne län;12;Samtliga;680,9;503,3;73,9;80,1;800;668;83,5;85;
Kristianstad;1290;Skåne län;12;Kommunal;605,9;454,2;75,0;70,5;707;597;84,4;74;
Kristianstad;1290;Skåne län;12;Enskild;75,0;49,1;65,6;9,6;93;71;76,3;11;
Kristinehamn;1781;Värmlands län;17;Samtliga;180,7;110,9;61,4;18,0;198;150;75,8;19;
Kristinehamn;1781;Värmlands län;17;Kommunal;180,7;110,9;61,4;18,0;198;150;75,8;19;
Krokom;2309;Jämtlands län;23;Samtliga;167,0;110,8;66,3;14,4;201;152;75,6;15;
Krokom;2309;Jämtlands län;23;Kommunal;167,0;110,8;66,3;14,4;201;152;75,6;15;
Kumla;1881;Örebro län;18;Samtliga;201,6;140,4;69,6;14,7;223;175;78,5;16;
Kumla;1881;Örebro län;18;Kommunal;201,6;140,4;69,6;14,7;223;175;78,5;16;
Kungsbacka;1384;Hallands län;13;Samtliga;707,0;527,8;74,7;62,6;851;701;82,4;73;
Kungsbacka;1384;Hallands län;13;Kommunal;620,5;463,7;74,7;53,1;742;614;82,7;62;
Kungsbacka;1384;Hallands län;13;Enskild;86,5;64,2;74,2;9,5;110;87;79,1;11;
Kungsör;1960;Västmanlands län;19;Samtliga;68,7;40,5;59,0;11,9;78;51;65,4;12;
Kungsör;1960;Västmanlands län;19;Kommunal;68,7;40,5;59,0;11,9;78;51;65,4;12;
Kungälv;1482;Västra Götalands län;14;Samtliga;378,5;284,6;75,2;35,5;424;354;83,5;37;
Kungälv;1482;Västra Götalands län;14;Kommunal;341,3;260,1;76,2;31,6;379;320;84,4;33;
Kungälv;1482;Västra Götalands län;14;Enskild;37,2;24,5;65,9;3,9;46;35;76,1;4;
Kävlinge;1261;Skåne län;12;Samtliga;281,4;221,0;78,5;37,9;318;269;84,6;40;
Kävlinge;1261;Skåne län;12;Kommunal;245,4;193,1;78,7;32,4;275;234;85,1;34;
Kävlinge;1261;Skåne län;12;Enskild;36,0;27,9;77,5;5,5;43;35;81,4;6;
Köping;1983;Västmanlands län;19;Samtliga;230,1;148,7;64,6;28,7;258;187;72,5;29;
Köping;1983;Västmanlands län;19;Kommunal;230,1;148,7;64,6;28,7;258;187;72,5;29;
Laholm;1381;Hallands län;13;Samtliga;211,9;158,1;74,6;20,9;249;220;88,4;24;
Laholm;1381;Hallands län;13;Kommunal;202,0;152,5;75,5;19,9;234;209;89,3;23;
Laholm;1381;Hallands län;13;Enskild;9,9;5,6;56,8;1,0;15;11;73,3;1;
Landskrona;1282;Skåne län;12;Samtliga;322,3;214,7;66,6;40,6;358;279;77,9;45;
Landskrona;1282;Skåne län;12;Kommunal;257,9;176,8;68,6;32,6;293;233;79,5;36;
Landskrona;1282;Skåne län;12;Enskild;64,4;37,8;58,7;8,1;72;53;73,6;9;
Laxå;1860;Örebro län;18;Samtliga;44,2;25,6;58,1;5,0;50;35;70,0;5;
Laxå;1860;Örebro län;18;Kommunal;44,2;25,6;58,1;5,0;50;35;70,0;5;
Lekeberg;1814;Örebro län;18;Samtliga;77,0;54,2;70,3;10,7;87;69;79,3;11;
Lekeberg;1814;Örebro län;18;Kommunal;77,0;54,2;70,3;10,7;87;69;79,3;11;
Leksand;2029;Dalarnas län;20;Samtliga;128,1;84,2;65,7;17,5;161;120;74,5;20;
Leksand;2029;Dalarnas län;20;Kommunal;105,5;71,7;67,9;14,5;128;97;75,8;17;
Leksand;2029;Dalarnas län;20;Enskild;22,6;12,4;55,1;3,0;34;23;67,6;3;
Lerum;1441;Västra Götalands län;14;Samtliga;443,2;322,1;72,7;48,1;518;426;82,2;54;
Lerum;1441;Västra Götalands län;14;Kommunal;413,8;299,3;72,3;44,2;482;394;81,7;50;
Lerum;1441;Västra Götalands län;14;Enskild;29,4;22,8;77,6;3,9;36;32;88,9;4;
Lessebo;0761;Kronobergs län;07;Samtliga;90,9;63,3;69,6;9,0;104;80;76,9;9;
Lessebo;0761;Kronobergs län;07;Kommunal;90,9;63,3;69,6;9,0;104;80;76,9;9;
Lidingö;0186;Stockholms län;01;Samtliga;337,9;259,6;76,8;48,1;387;327;84,5;51;
Lidingö;0186;Stockholms län;01;Kommunal;288,3;226,7;78,6;45,4;324;283;87,3;48;
Lidingö;0186;Stockholms län;01;Enskild;49,6;32,9;66,4;2,7;64;45;70,3;3;
Lidköping;1494;Västra Götalands län;14;Samtliga;370,9;284,5;76,7;46,2;423;358;84,6;51;
Lidköping;1494;Västra Götalands län;14;Kommunal;332,2;253,7;76,4;42,2;380;322;84,7;47;
Lidköping;1494;Västra Götalands län;14;Enskild;38,8;30,8;79,4;4,0;43;36;83,7;4;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;100,6;62,0;61,6;11,3;119;82;68,9;12;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;89,7;57,1;63,6;10,3;103;75;72,8;11;
Lilla Edet;1462;Västra Götalands län;14;Enskild;10,9;4,9;45,0;1,0;16;7;43,8;1;
Lindesberg;1885;Örebro län;18;Samtliga;208,9;143,1;68,5;27,7;247;189;76,5;28;
Lindesberg;1885;Örebro län;18;Kommunal;196,6;137,8;70,1;26,9;230;181;78,7;27;
Lindesberg;1885;Örebro län;18;Enskild;12,3;5,3;42,9;0,8;18;9;50,0;1;
Linköping;0580;Östergötlands län;05;Samtliga;1 315,0;1 044,4;79,4;110,2;1 494;1 322;88,5;120;
Linköping;0580;Östergötlands län;05;Kommunal;1 172,5;942,1;80,4;97,0;1 322;1 181;89,3;105;
Linköping;0580;Östergötlands län;05;Enskild;142,6;102,2;71,7;13,2;173;141;81,5;15;
Ljungby;0781;Kronobergs län;07;Samtliga;227,2;162,7;71,6;27,5;275;216;78,5;30;
Ljungby;0781;Kronobergs län;07;Kommunal;210,4;153,6;73,0;26,8;253;202;79,8;29;
Ljungby;0781;Kronobergs län;07;Enskild;16,8;9,0;53,7;0,8;24;15;62,5;1;
Ljusdal;2161;Gävleborgs län;21;Samtliga;160,2;96,9;60,5;19,9;176;126;71,6;22;
Ljusdal;2161;Gävleborgs län;21;Kommunal;126,4;76,7;60,7;15,5;137;98;71,5;17;
Ljusdal;2161;Gävleborgs län;21;Enskild;33,8;20,2;59,8;4,5;40;29;72,5;5;
Ljusnarsberg;1864;Örebro län;18;Samtliga;34,2;23,3;68,1;4,4;40;31;77,5;5;
Ljusnarsberg;1864;Örebro län;18;Kommunal;34,2;23,3;68,1;4,4;40;31;77,5;5;
Lomma;1262;Skåne län;12;Samtliga;258,6;212,1;82,0;38,4;299;263;88,0;41;
Lomma;1262;Skåne län;12;Kommunal;244,1;204,2;83,7;35,5;281;251;89,3;38;
Lomma;1262;Skåne län;12;Enskild;14,5;7,9;54,4;2,9;18;12;66,7;3;
Ludvika;2085;Dalarnas län;20;Samtliga;229,3;110,6;48,2;16,5;264;145;54,9;17;
Ludvika;2085;Dalarnas län;20;Kommunal;223,6;106,4;47,6;16,5;255;139;54,5;17;
Ludvika;2085;Dalarnas län;20;Enskild;5,7;4,2;74,1;.;12;8;66,7;.;
Luleå;2580;Norrbottens län;25;Samtliga;602,1;472,6;78,5;73,5;655;567;86,6;76;
Luleå;2580;Norrbottens län;25;Kommunal;525,5;409,9;78,0;63,5;573;496;86,6;66;
Luleå;2580;Norrbottens län;25;Enskild;76,7;62,7;81,8;10,0;86;74;86,0;10;
Lund;1281;Skåne län;12;Samtliga;916,7;705,0;76,9;113,6;1 077;924;85,8;124;
Lund;1281;Skåne län;12;Kommunal;775,0;610,7;78,8;97,1;915;794;86,8;106;
Lund;1281;Skåne län;12;Enskild;141,7;94,3;66,5;16,5;163;131;80,4;18;
Lycksele;2481;Västerbottens län;24;Samtliga;93,1;66,4;71,4;7,2;106;86;81,1;9;
Lycksele;2481;Västerbottens län;24;Kommunal;93,1;66,4;71,4;7,2;106;86;81,1;9;
Lysekil;1484;Västra Götalands län;14;Samtliga;96,9;68,6;70,9;14,8;109;85;78,0;15;
Lysekil;1484;Västra Götalands län;14;Kommunal;96,9;68,6;70,9;14,8;109;85;78,0;15;
Malmö;1280;Skåne län;12;Samtliga;2 529,0;1 730,0;68,4;315,5;2 766;2 220;80,3;333;
Malmö;1280;Skåne län;12;Kommunal;2 166,2;1 508,9;69,7;265,9;2 341;1 923;82,1;281;
Malmö;1280;Skåne län;12;Enskild;362,9;221,2;60,9;49,6;427;298;69,8;52;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;83,5;47,8;57,2;9,0;101;61;60,4;9;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;83,5;47,8;57,2;9,0;101;61;60,4;9;
Malå;2418;Västerbottens län;24;Samtliga;34,9;22,0;63,1;2,0;41;29;70,7;2;
Malå;2418;Västerbottens län;24;Kommunal;34,9;22,0;63,1;2,0;41;29;70,7;2;
Mariestad;1493;Västra Götalands län;14;Samtliga;194,4;131,4;67,6;23,6;232;176;75,9;25;
Mariestad;1493;Västra Götalands län;14;Kommunal;164,0;112,3;68,5;20,0;199;153;76,9;21;
Mariestad;1493;Västra Götalands län;14;Enskild;30,4;19,1;63,0;3,6;33;23;69,7;4;
Mark;1463;Västra Götalands län;14;Samtliga;312,7;211,0;67,5;41,7;367;269;73,3;43;
Mark;1463;Västra Götalands län;14;Kommunal;293,1;204,2;69,7;40,0;336;259;77,1;41;
Mark;1463;Västra Götalands län;14;Enskild;19,6;6,8;34,7;1,7;32;10;31,3;2;
Markaryd;0767;Kronobergs län;07;Samtliga;84,7;58,2;68,7;12,4;105;76;72,4;13;
Markaryd;0767;Kronobergs län;07;Kommunal;84,7;58,2;68,7;12,4;105;76;72,4;13;
Mellerud;1461;Västra Götalands län;14;Samtliga;83,5;55,3;66,2;3,8;101;75;74,3;4;
Mellerud;1461;Västra Götalands län;14;Kommunal;83,5;55,3;66,2;3,8;101;75;74,3;4;
Mjölby;0586;Östergötlands län;05;Samtliga;247,1;186,9;75,6;22,2;286;246;86,0;25;
Mjölby;0586;Östergötlands län;05;Kommunal;247,1;186,9;75,6;22,2;286;246;86,0;25;
Mora;2062;Dalarnas län;20;Samtliga;165,0;107,0;64,9;17,0;192;141;73,4;19;
Mora;2062;Dalarnas län;20;Kommunal;159,9;102,8;64,3;16,5;184;134;72,8;18;
Mora;2062;Dalarnas län;20;Enskild;5,2;4,3;82,6;0,5;10;8;80,0;1;
Motala;0583;Östergötlands län;05;Samtliga;338,9;248,0;73,2;55,9;383;321;83,8;59;
Motala;0583;Östergötlands län;05;Kommunal;314,7;231,1;73,5;50,9;357;301;84,3;54;
Motala;0583;Östergötlands län;05;Enskild;24,3;16,9;69,6;5,0;26;20;76,9;5;
Mullsjö;0642;Jönköpings län;06;Samtliga;63,5;49,6;78,2;11,1;77;63;81,8;12;
Mullsjö;0642;Jönköpings län;06;Kommunal;63,5;49,6;78,2;11,1;77;63;81,8;12;
Munkedal;1430;Västra Götalands län;14;Samtliga;96,3;70,3;73,0;8,0;112;89;79,5;8;
Munkedal;1430;Västra Götalands län;14;Kommunal;96,3;70,3;73,0;8,0;112;89;79,5;8;
Munkfors;1762;Värmlands län;17;Samtliga;27,1;18,1;66,7;3,0;30;24;80,0;3;
Munkfors;1762;Värmlands län;17;Kommunal;27,1;18,1;66,7;3,0;30;24;80,0;3;
Mölndal;1481;Västra Götalands län;14;Samtliga;530,5;422,7;79,7;55,1;604;539;89,2;61;
Mölndal;1481;Västra Götalands län;14;Kommunal;494,5;396,0;80,1;51,2;561;503;89,7;57;
Mölndal;1481;Västra Götalands län;14;Enskild;36,0;26,7;74,2;3,9;43;36;83,7;4;
Mönsterås;0861;Kalmar län;08;Samtliga;104,7;78,6;75,1;10,1;131;109;83,2;11;
Mönsterås;0861;Kalmar län;08;Kommunal;104,7;78,6;75,1;10,1;131;109;83,2;11;
Mörbylånga;0840;Kalmar län;08;Samtliga;167,7;129,0;76,9;20,1;197;172;87,3;22;
Mörbylånga;0840;Kalmar län;08;Kommunal;140,8;108,9;77,3;15,6;163;145;89,0;17;
Mörbylånga;0840;Kalmar län;08;Enskild;26,9;20,1;74,9;4,5;34;27;79,4;5;
Nacka;0182;Stockholms län;01;Samtliga;764,5;592,8;77,5;109,7;834;728;87,3;114;
Nacka;0182;Stockholms län;01;Kommunal;549,2;438,7;79,9;82,2;585;523;89,4;85;
Nacka;0182;Stockholms län;01;Enskild;215,3;154,0;71,5;27,5;249;205;82,3;29;
Nora;1884;Örebro län;18;Samtliga;85,4;62,7;73,4;8,0;106;85;80,2;10;
Nora;1884;Örebro län;18;Kommunal;79,7;59,0;74,0;7,0;99;79;79,8;9;
Nora;1884;Örebro län;18;Enskild;5,7;3,7;65,5;1,0;8;6;75,0;1;
Norberg;1962;Västmanlands län;19;Samtliga;48,1;29,8;62,0;9,5;52;33;63,5;10;
Norberg;1962;Västmanlands län;19;Kommunal;48,1;29,8;62,0;9,5;52;33;63,5;10;
Nordanstig;2132;Gävleborgs län;21;Samtliga;66,4;37,6;56,7;7,8;80;51;63,8;8;
Nordanstig;2132;Gävleborgs län;21;Kommunal;61,7;36,1;58,6;6,8;73;48;65,8;7;
Nordanstig;2132;Gävleborgs län;21;Enskild;4,7;1,5;31,6;1,0;7;3;42,9;1;
Nordmaling;2401;Västerbottens län;24;Samtliga;60,6;50,6;83,5;4,0;68;62;91,2;6;
Nordmaling;2401;Västerbottens län;24;Kommunal;60,6;50,6;83,5;4,0;68;62;91,2;6;
Norrköping;0581;Östergötlands län;05;Samtliga;1 192,9;826,8;69,3;144,5;1 356;1 060;78,2;153;
Norrköping;0581;Östergötlands län;05;Kommunal;1 000,7;705,8;70,5;122,1;1 141;905;79,3;129;
Norrköping;0581;Östergötlands län;05;Enskild;192,3;121,0;62,9;22,4;218;156;71,6;24;
Norrtälje;0188;Stockholms län;01;Samtliga;392,7;255,4;65,0;31,3;471;334;70,9;34;
Norrtälje;0188;Stockholms län;01;Kommunal;310,1;200,8;64,8;22,3;365;260;71,2;24;
Norrtälje;0188;Stockholms län;01;Enskild;82,6;54,6;66,1;9,0;108;74;68,5;10;
Norsjö;2417;Västerbottens län;24;Samtliga;35,8;23,2;64,7;1,5;41;28;68,3;3;
Norsjö;2417;Västerbottens län;24;Kommunal;35,8;23,2;64,7;1,5;41;28;68,3;3;
Nybro;0881;Kalmar län;08;Samtliga;151,7;110,4;72,8;16,0;192;162;84,4;18;
Nybro;0881;Kalmar län;08;Kommunal;144,8;106,6;73,6;15,0;183;156;85,2;17;
Nybro;0881;Kalmar län;08;Enskild;6,9;3,9;55,9;1,0;12;7;58,3;1;
Nykvarn;0140;Stockholms län;01;Samtliga;102,6;75,2;73,3;14,1;109;92;84,4;14;
Nykvarn;0140;Stockholms län;01;Kommunal;102,6;75,2;73,3;14,1;109;92;84,4;14;
Nyköping;0480;Södermanlands län;04;Samtliga;454,4;296,8;65,3;52,2;516;369;71,5;57;
Nyköping;0480;Södermanlands län;04;Kommunal;332,4;218,0;65,6;36,3;370;269;72,7;40;
Nyköping;0480;Södermanlands län;04;Enskild;122,0;78,8;64,6;16,0;147;100;68,0;17;
Nynäshamn;0192;Stockholms län;01;Samtliga;170,5;102,7;60,2;22,6;195;137;70,3;24;
Nynäshamn;0192;Stockholms län;01;Kommunal;168,0;102,0;60,7;22,6;192;135;70,3;24;
Nynäshamn;0192;Stockholms län;01;Enskild;2,5;0,7;29,0;.;3;2;66,7;.;
Nässjö;0682;Jönköpings län;06;Samtliga;293,1;200,6;68,4;26,8;353;269;76,2;42;
Nässjö;0682;Jönköpings län;06;Kommunal;293,1;200,6;68,4;26,8;353;269;76,2;42;
Ockelbo;2101;Gävleborgs län;21;Samtliga;38,6;26,2;67,9;.;43;30;69,8;.;
Ockelbo;2101;Gävleborgs län;21;Kommunal;38,6;26,2;67,9;.;43;30;69,8;.;
Olofström;1060;Blekinge län;10;Samtliga;110,5;82,1;74,3;11,4;124;99;79,8;12;
Olofström;1060;Blekinge län;10;Kommunal;110,5;82,1;74,3;11,4;124;99;79,8;12;
Orsa;2034;Dalarnas län;20;Samtliga;52,7;35,5;67,4;8,6;62;44;71,0;9;
Orsa;2034;Dalarnas län;20;Kommunal;49,4;33,7;68,2;7,6;56;42;75,0;8;
Orsa;2034;Dalarnas län;20;Enskild;3,3;1,8;55,2;1,0;6;2;33,3;1;
Orust;1421;Västra Götalands län;14;Samtliga;102,6;81,6;79,5;10,3;128;106;82,8;12;
Orust;1421;Västra Götalands län;14;Kommunal;94,1;75,7;80,4;9,7;114;96;84,2;11;
Orust;1421;Västra Götalands län;14;Enskild;8,4;5,9;69,4;0,6;15;11;73,3;1;
Osby;1273;Skåne län;12;Samtliga;116,1;80,0;68,9;10,6;132;101;76,5;15;
Osby;1273;Skåne län;12;Kommunal;116,1;80,0;68,9;10,6;132;101;76,5;15;
Oskarshamn;0882;Kalmar län;08;Samtliga;226,7;172,3;76,0;19,2;265;226;85,3;21;
Oskarshamn;0882;Kalmar län;08;Kommunal;224,3;171,2;76,3;18,5;260;223;85,8;19;
Oskarshamn;0882;Kalmar län;08;Enskild;2,4;1,1;45,4;0,7;5;3;60,0;2;
Ovanåker;2121;Gävleborgs län;21;Samtliga;101,6;80,1;78,8;12,7;119;101;84,9;14;
Ovanåker;2121;Gävleborgs län;21;Kommunal;101,6;80,1;78,8;12,7;119;101;84,9;14;
Oxelösund;0481;Södermanlands län;04;Samtliga;98,2;61,6;62,8;12,5;111;85;76,6;13;
Oxelösund;0481;Södermanlands län;04;Kommunal;98,2;61,6;62,8;12,5;111;85;76,6;13;
Pajala;2521;Norrbottens län;25;Samtliga;55,7;33,8;60,8;7,3;71;44;62,0;8;
Pajala;2521;Norrbottens län;25;Kommunal;51,0;32,0;62,7;6,3;63;41;65,1;7;
Pajala;2521;Norrbottens län;25;Enskild;4,6;1,8;39,4;1,0;8;3;37,5;1;
Partille;1402;Västra Götalands län;14;Samtliga;330,7;256,3;77,5;34,6;394;331;84,0;38;
Partille;1402;Västra Götalands län;14;Kommunal;315,0;244,1;77,5;32,6;374;315;84,2;36;
Partille;1402;Västra Götalands län;14;Enskild;15,7;12,2;77,7;2,0;20;16;80,0;2;
Perstorp;1275;Skåne län;12;Samtliga;66,0;45,8;69,4;12,9;78;63;80,8;14;
Perstorp;1275;Skåne län;12;Kommunal;66,0;45,8;69,4;12,9;78;63;80,8;14;
Piteå;2581;Norrbottens län;25;Samtliga;333,3;268,5;80,6;51,6;393;357;90,8;57;
Piteå;2581;Norrbottens län;25;Kommunal;321,0;260,1;81,0;48,7;374;345;92,2;54;
Piteå;2581;Norrbottens län;25;Enskild;12,3;8,4;68,4;2,9;21;14;66,7;3;
Ragunda;2303;Jämtlands län;23;Samtliga;46,8;18,7;39,9;3,4;51;29;56,9;4;
Ragunda;2303;Jämtlands län;23;Kommunal;46,8;18,7;39,9;3,4;51;29;56,9;4;
Robertsfors;2409;Västerbottens län;24;Samtliga;56,0;45,6;81,4;4,5;74;60;81,1;5;
Robertsfors;2409;Västerbottens län;24;Kommunal;56,0;45,6;81,4;4,5;74;60;81,1;5;
Ronneby;1081;Blekinge län;10;Samtliga;299,2;189,4;63,3;35,8;345;246;71,3;38;
Ronneby;1081;Blekinge län;10;Kommunal;266,8;172,1;64,5;32,1;306;221;72,2;34;
Ronneby;1081;Blekinge län;10;Enskild;32,4;17,3;53,3;3,8;39;25;64,1;4;
Rättvik;2031;Dalarnas län;20;Samtliga;81,8;54,7;66,9;4,9;100;73;73,0;5;
Rättvik;2031;Dalarnas län;20;Kommunal;81,8;54,7;66,9;4,9;100;73;73,0;5;
Sala;1981;Västmanlands län;19;Samtliga;209,4;135,3;64,6;23,5;242;173;71,5;26;
Sala;1981;Västmanlands län;19;Kommunal;209,4;135,3;64,6;23,5;242;173;71,5;26;
Salem;0128;Stockholms län;01;Samtliga;151,2;107,5;71,1;19,2;173;136;78,6;21;
Salem;0128;Stockholms län;01;Kommunal;124,2;88,8;71,5;11,5;143;114;79,7;13;
Salem;0128;Stockholms län;01;Enskild;27,0;18,7;69,3;7,7;30;22;73,3;8;
Sandviken;2181;Gävleborgs län;21;Samtliga;317,3;189,9;59,8;49,4;354;251;70,9;51;
Sandviken;2181;Gävleborgs län;21;Kommunal;304,9;182,3;59,8;46,6;337;238;70,6;48;
Sandviken;2181;Gävleborgs län;21;Enskild;12,4;7,5;60,8;2,8;17;13;76,5;3;
Sigtuna;0191;Stockholms län;01;Samtliga;297,4;176,2;59,3;38,7;341;256;75,1;45;
Sigtuna;0191;Stockholms län;01;Kommunal;273,4;163,5;59,8;37,1;306;232;75,8;42;
Sigtuna;0191;Stockholms län;01;Enskild;24,0;12,7;52,9;1,7;35;24;68,6;3;
Simrishamn;1291;Skåne län;12;Samtliga;118,0;80,3;68,0;11,2;134;104;77,6;12;
Simrishamn;1291;Skåne län;12;Kommunal;90,5;64,9;71,7;10,4;99;81;81,8;11;
Simrishamn;1291;Skåne län;12;Enskild;27,5;15,4;56,1;0,8;36;24;66,7;1;
Sjöbo;1265;Skåne län;12;Samtliga;137,0;85,0;62,1;14,7;167;118;70,7;15;
Sjöbo;1265;Skåne län;12;Kommunal;111,1;68,9;62,0;13,7;124;89;71,8;14;
Sjöbo;1265;Skåne län;12;Enskild;25,9;16,1;62,3;1,0;43;29;67,4;1;
Skara;1495;Västra Götalands län;14;Samtliga;155,3;107,8;69,5;17,1;184;143;77,7;18;
Skara;1495;Västra Götalands län;14;Kommunal;138,0;101,9;73,9;14,7;155;129;83,2;15;
Skara;1495;Västra Götalands län;14;Enskild;17,3;5,9;34,0;2,4;29;14;48,3;3;
Skellefteå;2482;Västerbottens län;24;Samtliga;561,8;423,5;75,4;65,6;637;544;85,4;72;
Skellefteå;2482;Västerbottens län;24;Kommunal;547,0;416,0;76,0;64,1;618;531;85,9;70;
Skellefteå;2482;Västerbottens län;24;Enskild;14,8;7,5;51,0;1,6;20;14;70,0;2;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;34,4;18,9;54,9;5,0;37;23;62,2;5;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;34,4;18,9;54,9;5,0;37;23;62,2;5;
Skurup;1264;Skåne län;12;Samtliga;135,9;93,8;69,0;13,5;153;120;78,4;14;
Skurup;1264;Skåne län;12;Kommunal;130,6;92,8;71,1;13,5;144;116;80,6;14;
Skurup;1264;Skåne län;12;Enskild;5,3;1,0;17,9;.;9;4;44,4;.;
Skövde;1496;Västra Götalands län;14;Samtliga;420,6;298,8;71,0;71,0;513;395;77,0;75;
Skövde;1496;Västra Götalands län;14;Kommunal;368,2;265,5;72,1;65,5;456;358;78,5;69;
Skövde;1496;Västra Götalands län;14;Enskild;52,4;33,3;63,5;5,6;61;40;65,6;6;
Smedjebacken;2061;Dalarnas län;20;Samtliga;85,3;54,2;63,5;14,9;96;71;74,0;15;
Smedjebacken;2061;Dalarnas län;20;Kommunal;85,3;54,2;63,5;14,9;96;71;74,0;15;
Sollefteå;2283;Västernorrlands län;22;Samtliga;160,9;77,2;48,0;20,4;192;102;53,1;22;
Sollefteå;2283;Västernorrlands län;22;Kommunal;158,7;76,5;48,2;20,4;188;100;53,2;22;
Sollefteå;2283;Västernorrlands län;22;Enskild;2,2;0,7;29,8;.;4;2;50,0;.;
Sollentuna;0163;Stockholms län;01;Samtliga;634,4;455,7;71,8;81,2;705;587;83,3;87;
Sollentuna;0163;Stockholms län;01;Kommunal;483,9;370,6;76,6;59,5;527;463;87,9;62;
Sollentuna;0163;Stockholms län;01;Enskild;150,5;85,1;56,5;21,7;179;125;69,8;25;
Solna;0184;Stockholms län;01;Samtliga;350,5;249,4;71,2;46,8;404;322;79,7;50;
Solna;0184;Stockholms län;01;Kommunal;200,2;157,9;78,9;33,4;222;194;87,4;35;
Solna;0184;Stockholms län;01;Enskild;150,3;91,5;60,9;13,4;183;128;69,9;15;
Sorsele;2422;Västerbottens län;24;Samtliga;18,3;14,2;77,6;2,4;29;20;69,0;3;
Sorsele;2422;Västerbottens län;24;Kommunal;18,3;14,2;77,6;2,4;29;20;69,0;3;
Sotenäs;1427;Västra Götalands län;14;Samtliga;56,6;39,9;70,6;8,3;71;56;78,9;9;
Sotenäs;1427;Västra Götalands län;14;Kommunal;56,6;39,9;70,6;8,3;71;56;78,9;9;
Staffanstorp;1230;Skåne län;12;Samtliga;257,7;198,8;77,1;30,5;290;246;84,8;32;
Staffanstorp;1230;Skåne län;12;Kommunal;250,3;194,7;77,8;30,5;280;240;85,7;32;
Staffanstorp;1230;Skåne län;12;Enskild;7,5;4,1;55,5;.;10;6;60,0;.;
Stenungsund;1415;Västra Götalands län;14;Samtliga;233,3;183,6;78,7;19,8;305;256;83,9;25;
Stenungsund;1415;Västra Götalands län;14;Kommunal;216,9;172,2;79,4;19,8;285;240;84,2;25;
Stenungsund;1415;Västra Götalands län;14;Enskild;16,4;11,4;69,4;.;20;16;80,0;.;
Stockholm;0180;Stockholms län;01;Samtliga;5 818,9;4 434,0;76,2;786,8;6 446;5 445;84,5;828;
Stockholm;0180;Stockholms län;01;Kommunal;4 606,8;3 625,0;78,7;641,2;4 957;4 342;87,6;664;
Stockholm;0180;Stockholms län;01;Enskild;1 212,1;809,0;66,7;145,6;1 498;1 111;74,2;164;
Storfors;1760;Värmlands län;17;Samtliga;33,8;27,7;81,9;3,2;49;41;83,7;4;
Storfors;1760;Värmlands län;17;Kommunal;29,4;24,4;82,9;3,0;33;29;87,9;3;
Storfors;1760;Värmlands län;17;Enskild;4,4;3,3;75,7;0,2;16;12;75,0;1;
Storuman;2421;Västerbottens län;24;Samtliga;48,1;32,5;67,6;4,8;64;46;71,9;5;
