Statistik från Skolverket, https://www.skolverket.se

Grundskola - Personalstatistik med lärarlegitimation och behörighet
Valt läsår: 2020/21
Valt uttag: 2021-02-12

Från och med läsåret 2024/25 redovisas ingen statistik som baseras på färre än 3 st heltidstjänster för lärare.

;;;;;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Heltidstjänster;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;#Tjänstgörande lärare;
Kil;1715;Värmlands län;17;Kommunal;111,4;89,1;80,0;6,7;127;118;92,9;8;
Kinda;0513;Östergötlands län;05;Samtliga;81,3;61,9;76,1;10,3;101;83;82,2;11;
Kinda;0513;Östergötlands län;05;Kommunal;81,3;61,9;76,1;10,3;101;83;82,2;11;
Kiruna;2584;Norrbottens län;25;Samtliga;199,7;114,1;57,1;18,6;231;150;64,9;19;
Kiruna;2584;Norrbottens län;25;Kommunal;173,9;97,2;55,9;14,6;198;127;64,1;15;
Kiruna;2584;Norrbottens län;25;Statlig;9,0;5,0;56,1;1,0;14;9;64,3;1;
Kiruna;2584;Norrbottens län;25;Enskild;16,8;11,8;70,6;3,0;20;14;70,0;3;
Klippan;1276;Skåne län;12;Samtliga;138,2;96,4;69,8;14,5;154;120;77,9;15;
Klippan;1276;Skåne län;12;Kommunal;125,7;89,0;70,8;13,7;136;109;80,1;14;
Klippan;1276;Skåne län;12;Enskild;12,5;7,5;59,4;0,8;18;11;61,1;1;
Knivsta;0330;Uppsala län;03;Samtliga;193,2;139,9;72,4;24,8;218;175;80,3;28;
Knivsta;0330;Uppsala län;03;Kommunal;170,0;124,4;73,2;23,0;194;156;80,4;26;
Knivsta;0330;Uppsala län;03;Enskild;23,2;15,5;66,9;1,8;26;20;76,9;2;
Kramfors;2282;Västernorrlands län;22;Samtliga;131,6;86,3;65,5;7,7;156;115;73,7;9;
Kramfors;2282;Västernorrlands län;22;Kommunal;127,2;82,9;65,2;7,7;149;108;72,5;9;
Kramfors;2282;Västernorrlands län;22;Enskild;4,4;3,4;76,3;.;8;7;87,5;.;
Kristianstad;1290;Skåne län;12;Samtliga;685,8;518,6;75,6;80,8;799;678;84,9;85;
Kristianstad;1290;Skåne län;12;Kommunal;610,3;470,4;77,1;69,4;704;614;87,2;73;
Kristianstad;1290;Skåne län;12;Enskild;75,5;48,2;63,9;11,4;96;65;67,7;12;
Kristinehamn;1781;Värmlands län;17;Samtliga;181,7;125,0;68,8;18,5;199;162;81,4;19;
Kristinehamn;1781;Värmlands län;17;Kommunal;181,7;125,0;68,8;18,5;199;162;81,4;19;
Krokom;2309;Jämtlands län;23;Samtliga;167,7;111,5;66,5;17,3;201;155;77,1;19;
Krokom;2309;Jämtlands län;23;Kommunal;167,7;111,5;66,5;17,3;201;155;77,1;19;
Kumla;1881;Örebro län;18;Samtliga;192,5;147,8;76,8;20,6;212;180;84,9;22;
Kumla;1881;Örebro län;18;Kommunal;192,5;147,8;76,8;20,6;212;180;84,9;22;
Kungsbacka;1384;Hallands län;13;Samtliga;744,7;557,6;74,9;88,0;860;707;82,2;99;
Kungsbacka;1384;Hallands län;13;Kommunal;652,4;492,2;75,4;75,4;750;618;82,4;85;
Kungsbacka;1384;Hallands län;13;Enskild;92,3;65,4;70,9;12,6;111;89;80,2;14;
Kungsör;1960;Västmanlands län;19;Samtliga;65,1;45,0;69,1;13,0;72;55;76,4;13;
Kungsör;1960;Västmanlands län;19;Kommunal;65,1;45,0;69,1;13,0;72;55;76,4;13;
Kungälv;1482;Västra Götalands län;14;Samtliga;370,2;290,1;78,4;27,2;408;353;86,5;29;
Kungälv;1482;Västra Götalands län;14;Kommunal;329,8;264,1;80,1;24,5;360;318;88,3;26;
Kungälv;1482;Västra Götalands län;14;Enskild;40,4;26,0;64,3;2,7;49;36;73,5;3;
Kävlinge;1261;Skåne län;12;Samtliga;290,2;226,1;77,9;41,3;327;268;82,0;44;
Kävlinge;1261;Skåne län;12;Kommunal;250,8;198,8;79,3;35,7;279;233;83,5;37;
Kävlinge;1261;Skåne län;12;Enskild;39,4;27,2;69,1;5,7;48;35;72,9;7;
Köping;1983;Västmanlands län;19;Samtliga;238,5;155,7;65,3;27,8;265;194;73,2;28;
Köping;1983;Västmanlands län;19;Kommunal;238,5;155,7;65,3;27,8;265;194;73,2;28;
Laholm;1381;Hallands län;13;Samtliga;207,9;156,3;75,2;18,3;244;212;86,9;21;
Laholm;1381;Hallands län;13;Kommunal;199,6;151,0;75,7;16,3;232;202;87,1;19;
Laholm;1381;Hallands län;13;Enskild;8,2;5,3;64,0;2,0;12;10;83,3;2;
Landskrona;1282;Skåne län;12;Samtliga;339,3;230,4;67,9;55,5;380;297;78,2;58;
Landskrona;1282;Skåne län;12;Kommunal;268,3;188,0;70,1;46,9;300;242;80,7;50;
Landskrona;1282;Skåne län;12;Enskild;71,1;42,4;59,7;8,6;81;56;69,1;8;
Laxå;1860;Örebro län;18;Samtliga;35,5;26,1;73,4;5,5;38;32;84,2;6;
Laxå;1860;Örebro län;18;Kommunal;35,5;26,1;73,4;5,5;38;32;84,2;6;
Lekeberg;1814;Örebro län;18;Samtliga;76,4;48,4;63,3;6,0;86;63;73,3;6;
Lekeberg;1814;Örebro län;18;Kommunal;76,4;48,4;63,3;6,0;86;63;73,3;6;
Leksand;2029;Dalarnas län;20;Samtliga;117,0;78,9;67,4;13,9;153;111;72,5;15;
Leksand;2029;Dalarnas län;20;Kommunal;94,9;66,6;70,2;12,1;120;90;75,0;13;
Leksand;2029;Dalarnas län;20;Enskild;22,1;12,2;55,3;1,8;33;21;63,6;2;
Lerum;1441;Västra Götalands län;14;Samtliga;422,4;300,8;71,2;48,3;496;408;82,3;53;
Lerum;1441;Västra Götalands län;14;Kommunal;392,8;277,6;70,7;44,3;460;377;82,0;49;
Lerum;1441;Västra Götalands län;14;Enskild;29,5;23,2;78,5;4,0;36;31;86,1;4;
Lessebo;0761;Kronobergs län;07;Samtliga;85,4;62,4;73,1;11,0;100;78;78,0;11;
Lessebo;0761;Kronobergs län;07;Kommunal;85,4;62,4;73,1;11,0;100;78;78,0;11;
Lidingö;0186;Stockholms län;01;Samtliga;350,5;260,8;74,4;55,0;394;318;80,7;57;
Lidingö;0186;Stockholms län;01;Kommunal;302,1;228,0;75,4;53,1;335;275;82,1;55;
Lidingö;0186;Stockholms län;01;Enskild;48,4;32,9;67,9;1,9;60;44;73,3;2;
Lidköping;1494;Västra Götalands län;14;Samtliga;361,9;283,0;78,2;47,7;415;351;84,6;51;
Lidköping;1494;Västra Götalands län;14;Kommunal;330,5;255,7;77,4;43,7;380;319;83,9;47;
Lidköping;1494;Västra Götalands län;14;Enskild;31,4;27,3;86,9;4,0;35;32;91,4;4;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;91,5;56,8;62,1;11,6;107;74;69,2;13;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;82,9;54,0;65,1;10,4;91;69;75,8;11;
Lilla Edet;1462;Västra Götalands län;14;Enskild;8,5;2,8;32,8;1,2;16;5;31,3;2;
Lindesberg;1885;Örebro län;18;Samtliga;196,9;135,7;68,9;25,2;229;176;76,9;26;
Lindesberg;1885;Örebro län;18;Kommunal;187,3;130,0;69,4;25,2;213;166;77,9;26;
Lindesberg;1885;Örebro län;18;Enskild;9,6;5,7;59,1;.;16;10;62,5;.;
Linköping;0580;Östergötlands län;05;Samtliga;1 255,7;985,4;78,5;117,1;1 453;1 249;86,0;127;
Linköping;0580;Östergötlands län;05;Kommunal;1 112,9;880,7;79,1;105,7;1 277;1 102;86,3;114;
Linköping;0580;Östergötlands län;05;Enskild;142,8;104,7;73,3;11,4;177;147;83,1;13;
Ljungby;0781;Kronobergs län;07;Samtliga;241,1;155,6;64,6;28,8;290;214;73,8;31;
Ljungby;0781;Kronobergs län;07;Kommunal;228,1;148,5;65,1;26,9;271;200;73,8;29;
Ljungby;0781;Kronobergs län;07;Enskild;13,0;7,1;54,8;1,9;21;15;71,4;2;
Ljusdal;2161;Gävleborgs län;21;Samtliga;151,7;93,7;61,7;16,1;179;122;68,2;17;
Ljusdal;2161;Gävleborgs län;21;Kommunal;121,5;73,6;60,6;12,3;140;94;67,1;13;
Ljusdal;2161;Gävleborgs län;21;Enskild;30,2;20,0;66,3;3,8;41;29;70,7;4;
Ljusnarsberg;1864;Örebro län;18;Samtliga;35,3;19,8;56,2;6,4;40;27;67,5;7;
Ljusnarsberg;1864;Örebro län;18;Kommunal;35,3;19,8;56,2;6,4;40;27;67,5;7;
Lomma;1262;Skåne län;12;Samtliga;255,8;204,1;79,8;39,4;290;252;86,9;42;
Lomma;1262;Skåne län;12;Kommunal;240,5;195,3;81,2;36,5;271;238;87,8;39;
Lomma;1262;Skåne län;12;Enskild;15,3;8,8;57,5;2,9;19;14;73,7;3;
Ludvika;2085;Dalarnas län;20;Samtliga;227,4;115,9;51,0;24,6;267;153;57,3;25;
Ludvika;2085;Dalarnas län;20;Kommunal;222,2;112,1;50,5;24,6;257;146;56,8;25;
Ludvika;2085;Dalarnas län;20;Enskild;5,2;3,8;72,7;.;10;7;70,0;.;
Luleå;2580;Norrbottens län;25;Samtliga;623,1;503,2;80,7;75,7;666;587;88,1;78;
Luleå;2580;Norrbottens län;25;Kommunal;557,7;447,6;80,3;66,7;597;521;87,3;69;
Luleå;2580;Norrbottens län;25;Enskild;65,5;55,6;84,9;9,0;70;66;94,3;9;
Lund;1281;Skåne län;12;Samtliga;893,8;695,0;77,8;101,1;1 056;903;85,5;112;
Lund;1281;Skåne län;12;Kommunal;761,3;605,2;79,5;85,8;900;781;86,8;96;
Lund;1281;Skåne län;12;Enskild;132,5;89,8;67,8;15,3;157;123;78,3;16;
Lycksele;2481;Västerbottens län;24;Samtliga;91,4;64,7;70,8;11,1;111;89;80,2;12;
Lycksele;2481;Västerbottens län;24;Kommunal;91,4;64,7;70,8;11,1;111;89;80,2;12;
Lysekil;1484;Västra Götalands län;14;Samtliga;102,1;78,4;76,8;15,5;111;95;85,6;16;
Lysekil;1484;Västra Götalands län;14;Kommunal;102,1;78,4;76,8;15,5;111;95;85,6;16;
Malmö;1280;Skåne län;12;Samtliga;2 308,4;1 558,2;67,5;289,0;2 549;1 986;77,9;310;
Malmö;1280;Skåne län;12;Kommunal;1 977,0;1 359,1;68,7;242,8;2 160;1 729;80,0;260;
Malmö;1280;Skåne län;12;Enskild;331,4;199,1;60,1;46,2;394;259;65,7;50;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;82,6;44,8;54,3;10,0;106;63;59,4;10;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;82,6;44,8;54,3;10,0;106;63;59,4;10;
Malå;2418;Västerbottens län;24;Samtliga;37,4;25,3;67,5;3,5;42;34;81,0;4;
Malå;2418;Västerbottens län;24;Kommunal;37,4;25,3;67,5;3,5;42;34;81,0;4;
Mariestad;1493;Västra Götalands län;14;Samtliga;188,0;136,6;72,6;21,4;218;172;78,9;23;
Mariestad;1493;Västra Götalands län;14;Kommunal;160,5;117,6;73,3;17,4;188;149;79,3;18;
Mariestad;1493;Västra Götalands län;14;Enskild;27,6;19,0;68,8;4,0;30;23;76,7;5;
Mark;1463;Västra Götalands län;14;Samtliga;313,8;213,5;68,0;42,3;370;275;74,3;44;
Mark;1463;Västra Götalands län;14;Kommunal;296,0;208,4;70,4;41,4;339;266;78,5;43;
Mark;1463;Västra Götalands län;14;Enskild;17,7;5,0;28,4;1,0;31;9;29,0;1;
Markaryd;0767;Kronobergs län;07;Samtliga;89,9;55,1;61,3;5,9;108;73;67,6;6;
Markaryd;0767;Kronobergs län;07;Kommunal;89,9;55,1;61,3;5,9;108;73;67,6;6;
Mellerud;1461;Västra Götalands län;14;Samtliga;87,7;54,7;62,4;4,7;111;76;68,5;5;
Mellerud;1461;Västra Götalands län;14;Kommunal;87,7;54,7;62,4;4,7;111;76;68,5;5;
Mjölby;0586;Östergötlands län;05;Samtliga;253,1;191,6;75,7;28,8;292;250;85,6;31;
Mjölby;0586;Östergötlands län;05;Kommunal;253,1;191,6;75,7;28,8;292;250;85,6;31;
Mora;2062;Dalarnas län;20;Samtliga;164,2;116,0;70,7;18,6;191;147;77,0;20;
Mora;2062;Dalarnas län;20;Kommunal;159,2;111,4;70,0;18,1;182;139;76,4;19;
Mora;2062;Dalarnas län;20;Enskild;5,0;4,6;91,5;0,5;11;9;81,8;1;
Motala;0583;Östergötlands län;05;Samtliga;345,2;250,8;72,7;56,3;398;327;82,2;60;
Motala;0583;Östergötlands län;05;Kommunal;322,5;235,2;72,9;51,3;373;309;82,8;55;
Motala;0583;Östergötlands län;05;Enskild;22,7;15,6;68,6;5,0;25;18;72,0;5;
Mullsjö;0642;Jönköpings län;06;Samtliga;65,1;49,2;75,6;9,1;84;64;76,2;10;
Mullsjö;0642;Jönköpings län;06;Kommunal;65,1;49,2;75,6;9,1;84;64;76,2;10;
Munkedal;1430;Västra Götalands län;14;Samtliga;87,7;62,4;71,2;9,8;102;80;78,4;10;
Munkedal;1430;Västra Götalands län;14;Kommunal;87,7;62,4;71,2;9,8;102;80;78,4;10;
Munkfors;1762;Värmlands län;17;Samtliga;26,7;16,0;59,8;5,0;28;20;71,4;5;
Munkfors;1762;Värmlands län;17;Kommunal;26,7;16,0;59,8;5,0;28;20;71,4;5;
Mölndal;1481;Västra Götalands län;14;Samtliga;516,4;419,8;81,3;61,5;582;519;89,2;69;
Mölndal;1481;Västra Götalands län;14;Kommunal;480,7;394,1;82,0;57,5;540;486;90,0;65;
Mölndal;1481;Västra Götalands län;14;Enskild;35,7;25,7;72,1;4,0;42;33;78,6;4;
Mönsterås;0861;Kalmar län;08;Samtliga;118,9;86,1;72,4;12,0;147;121;82,3;13;
Mönsterås;0861;Kalmar län;08;Kommunal;118,9;86,1;72,4;12,0;147;121;82,3;13;
Mörbylånga;0840;Kalmar län;08;Samtliga;148,8;118,0;79,3;15,3;180;157;87,2;17;
Mörbylånga;0840;Kalmar län;08;Kommunal;119,2;92,6;77,7;12,4;140;122;87,1;14;
Mörbylånga;0840;Kalmar län;08;Enskild;29,5;25,4;86,0;2,9;40;35;87,5;3;
Nacka;0182;Stockholms län;01;Samtliga;764,1;579,6;75,9;95,2;843;708;84,0;99;
Nacka;0182;Stockholms län;01;Kommunal;559,4;446,7;79,9;68,7;606;533;88,0;72;
Nacka;0182;Stockholms län;01;Enskild;204,8;132,9;64,9;26,5;238;176;73,9;27;
Nora;1884;Örebro län;18;Samtliga;80,8;62,8;77,8;10,6;101;83;82,2;14;
Nora;1884;Örebro län;18;Kommunal;75,4;59,1;78,4;9,6;95;78;82,1;13;
Nora;1884;Örebro län;18;Enskild;5,4;3,7;69,3;1,0;8;7;87,5;1;
Norberg;1962;Västmanlands län;19;Samtliga;52,8;29,9;56,6;9,0;58;33;56,9;9;
Norberg;1962;Västmanlands län;19;Kommunal;52,8;29,9;56,6;9,0;58;33;56,9;9;
Nordanstig;2132;Gävleborgs län;21;Samtliga;70,8;46,8;66,1;5,8;91;62;68,1;6;
Nordanstig;2132;Gävleborgs län;21;Kommunal;65,6;44,8;68,4;5,8;78;57;73,1;6;
Nordanstig;2132;Gävleborgs län;21;Enskild;5,2;2,0;37,6;.;13;5;38,5;.;
Nordmaling;2401;Västerbottens län;24;Samtliga;54,4;42,6;78,3;4,0;63;54;85,7;7;
Nordmaling;2401;Västerbottens län;24;Kommunal;54,4;42,6;78,3;4,0;63;54;85,7;7;
Norrköping;0581;Östergötlands län;05;Samtliga;1 214,1;800,3;65,9;131,8;1 393;1 034;74,2;140;
Norrköping;0581;Östergötlands län;05;Kommunal;1 033,0;683,3;66,2;112,1;1 177;884;75,1;117;
Norrköping;0581;Östergötlands län;05;Enskild;181,2;117,0;64,6;19,7;216;150;69,4;23;
Norrtälje;0188;Stockholms län;01;Samtliga;388,1;255,2;65,8;37,9;464;339;73,1;40;
Norrtälje;0188;Stockholms län;01;Kommunal;298,4;205,0;68,7;26,9;346;260;75,1;28;
Norrtälje;0188;Stockholms län;01;Enskild;89,7;50,2;56,0;11,1;121;79;65,3;12;
Norsjö;2417;Västerbottens län;24;Samtliga;44,6;28,1;63,0;2,9;52;33;63,5;3;
Norsjö;2417;Västerbottens län;24;Kommunal;44,6;28,1;63,0;2,9;52;33;63,5;3;
Nybro;0881;Kalmar län;08;Samtliga;162,1;122,8;75,8;15,9;191;176;92,1;17;
Nybro;0881;Kalmar län;08;Kommunal;155,6;117,8;75,7;15,9;182;168;92,3;17;
Nybro;0881;Kalmar län;08;Enskild;6,5;5,0;77,0;.;12;9;75,0;.;
Nykvarn;0140;Stockholms län;01;Samtliga;106,6;73,2;68,6;14,8;114;88;77,2;15;
Nykvarn;0140;Stockholms län;01;Kommunal;106,6;73,2;68,6;14,8;114;88;77,2;15;
Nyköping;0480;Södermanlands län;04;Samtliga;464,7;305,8;65,8;48,1;536;384;71,6;52;
Nyköping;0480;Södermanlands län;04;Kommunal;347,6;226,7;65,2;35,7;396;279;70,5;38;
Nyköping;0480;Södermanlands län;04;Enskild;117,1;79,1;67,6;12,4;141;105;74,5;14;
Nynäshamn;0192;Stockholms län;01;Samtliga;167,7;97,7;58,3;18,6;188;125;66,5;20;
Nynäshamn;0192;Stockholms län;01;Kommunal;165,2;97,0;58,7;18,6;185;123;66,5;20;
Nynäshamn;0192;Stockholms län;01;Enskild;2,5;0,7;29,0;.;3;2;66,7;.;
Nässjö;0682;Jönköpings län;06;Samtliga;280,5;201,6;71,9;16,9;336;267;79,5;25;
Nässjö;0682;Jönköpings län;06;Kommunal;280,5;201,6;71,9;16,9;336;267;79,5;25;
Ockelbo;2101;Gävleborgs län;21;Samtliga;37,2;25,5;68,5;2,9;44;30;68,2;3;
Ockelbo;2101;Gävleborgs län;21;Kommunal;37,2;25,5;68,5;2,9;44;30;68,2;3;
Olofström;1060;Blekinge län;10;Samtliga;109,3;81,1;74,2;9,4;125;98;78,4;11;
Olofström;1060;Blekinge län;10;Kommunal;109,3;81,1;74,2;9,4;125;98;78,4;11;
Orsa;2034;Dalarnas län;20;Samtliga;51,3;37,3;72,8;6,8;62;45;72,6;7;
Orsa;2034;Dalarnas län;20;Kommunal;48,2;35,7;74,0;5,8;55;43;78,2;6;
Orsa;2034;Dalarnas län;20;Enskild;3,1;1,7;53,5;1,0;7;2;28,6;1;
Orust;1421;Västra Götalands län;14;Samtliga;102,2;83,5;81,7;10,2;128;108;84,4;12;
Orust;1421;Västra Götalands län;14;Kommunal;93,6;77,9;83,3;9,6;115;99;86,1;11;
Orust;1421;Västra Götalands län;14;Enskild;8,6;5,6;64,8;0,6;13;9;69,2;1;
Osby;1273;Skåne län;12;Samtliga;115,3;71,6;62,1;11,8;134;98;73,1;15;
Osby;1273;Skåne län;12;Kommunal;115,3;71,6;62,1;11,8;134;98;73,1;15;
Oskarshamn;0882;Kalmar län;08;Samtliga;244,2;183,8;75,3;18,6;268;228;85,1;19;
Oskarshamn;0882;Kalmar län;08;Kommunal;241,4;182,6;75,6;17,6;264;226;85,6;18;
Oskarshamn;0882;Kalmar län;08;Enskild;2,9;1,3;44,2;1,0;4;2;50,0;1;
Ovanåker;2121;Gävleborgs län;21;Samtliga;102,9;73,8;71,7;15,7;119;96;80,7;17;
Ovanåker;2121;Gävleborgs län;21;Kommunal;102,9;73,8;71,7;15,7;119;96;80,7;17;
Oxelösund;0481;Södermanlands län;04;Samtliga;79,9;51,0;63,8;12,8;92;72;78,3;14;
Oxelösund;0481;Södermanlands län;04;Kommunal;79,9;51,0;63,8;12,8;92;72;78,3;14;
Pajala;2521;Norrbottens län;25;Samtliga;54,1;30,1;55,7;5,9;69;42;60,9;6;
Pajala;2521;Norrbottens län;25;Kommunal;49,1;28,0;57,0;5,9;61;39;63,9;6;
Pajala;2521;Norrbottens län;25;Enskild;5,0;2,1;42,8;.;8;3;37,5;.;
Partille;1402;Västra Götalands län;14;Samtliga;327,3;253,9;77,6;41,9;394;326;82,7;46;
Partille;1402;Västra Götalands län;14;Kommunal;312,2;243,0;77,8;40,9;374;311;83,2;45;
Partille;1402;Västra Götalands län;14;Enskild;15,1;10,9;72,3;1,0;20;15;75,0;1;
Perstorp;1275;Skåne län;12;Samtliga;68,8;43,0;62,6;10,4;78;59;75,6;11;
Perstorp;1275;Skåne län;12;Kommunal;68,8;43,0;62,6;10,4;78;59;75,6;11;
Piteå;2581;Norrbottens län;25;Samtliga;318,4;270,1;84,8;45,0;382;350;91,6;49;
Piteå;2581;Norrbottens län;25;Kommunal;307,8;260,6;84,7;42,0;364;335;92,0;46;
Piteå;2581;Norrbottens län;25;Enskild;10,7;9,5;89,4;3,0;20;16;80,0;3;
Ragunda;2303;Jämtlands län;23;Samtliga;53,2;19,8;37,2;8,0;58;29;50,0;8;
Ragunda;2303;Jämtlands län;23;Kommunal;53,2;19,8;37,2;8,0;58;29;50,0;8;
Robertsfors;2409;Västerbottens län;24;Samtliga;53,6;45,9;85,6;5,0;69;61;88,4;6;
Robertsfors;2409;Västerbottens län;24;Kommunal;53,6;45,9;85,6;5,0;69;61;88,4;6;
Ronneby;1081;Blekinge län;10;Samtliga;282,1;181,0;64,2;29,9;323;233;72,1;32;
Ronneby;1081;Blekinge län;10;Kommunal;249,5;161,3;64,7;26,2;283;207;73,1;28;
Ronneby;1081;Blekinge län;10;Enskild;32,6;19,7;60,3;3,7;40;26;65,0;4;
Rättvik;2031;Dalarnas län;20;Samtliga;69,1;50,4;73,0;3,2;84;65;77,4;4;
Rättvik;2031;Dalarnas län;20;Kommunal;69,1;50,4;73,0;3,2;84;65;77,4;4;
Sala;1981;Västmanlands län;19;Samtliga;198,8;123,6;62,2;24,3;229;161;70,3;26;
Sala;1981;Västmanlands län;19;Kommunal;198,8;123,6;62,2;24,3;229;161;70,3;26;
Salem;0128;Stockholms län;01;Samtliga;159,4;108,1;67,9;25,1;179;133;74,3;28;
Salem;0128;Stockholms län;01;Kommunal;132,8;88,1;66,3;18,7;147;106;72,1;21;
Salem;0128;Stockholms län;01;Enskild;26,5;20,0;75,5;6,4;32;27;84,4;7;
Sandviken;2181;Gävleborgs län;21;Samtliga;314,3;189,2;60,2;48,8;354;252;71,2;51;
Sandviken;2181;Gävleborgs län;21;Kommunal;301,7;182,5;60,5;45,8;337;241;71,5;48;
Sandviken;2181;Gävleborgs län;21;Enskild;12,6;6,7;53,2;3,0;17;11;64,7;3;
Sigtuna;0191;Stockholms län;01;Samtliga;344,3;216,9;63,0;44,2;394;295;74,9;49;
Sigtuna;0191;Stockholms län;01;Kommunal;304,1;193,1;63,5;39,5;338;256;75,7;43;
Sigtuna;0191;Stockholms län;01;Enskild;40,2;23,8;59,2;4,7;58;40;69,0;6;
Simrishamn;1291;Skåne län;12;Samtliga;116,2;79,0;68,0;16,4;140;108;77,1;17;
Simrishamn;1291;Skåne län;12;Kommunal;86,5;60,2;69,6;14,4;100;80;80,0;15;
Simrishamn;1291;Skåne län;12;Enskild;29,7;18,8;63,3;2,0;41;29;70,7;2;
Sjöbo;1265;Skåne län;12;Samtliga;129,8;69,2;53,3;14,7;162;110;67,9;15;
Sjöbo;1265;Skåne län;12;Kommunal;102,9;52,9;51,4;13,7;119;80;67,2;14;
Sjöbo;1265;Skåne län;12;Enskild;26,9;16,3;60,6;1,0;43;30;69,8;1;
Skara;1495;Västra Götalands län;14;Samtliga;150,3;110,3;73,4;16,8;174;146;83,9;18;
Skara;1495;Västra Götalands län;14;Kommunal;133,1;101,9;76,6;15,9;149;130;87,2;17;
Skara;1495;Västra Götalands län;14;Enskild;17,2;8,4;48,6;0,9;25;16;64,0;1;
Skellefteå;2482;Västerbottens län;24;Samtliga;566,4;461,2;81,4;76,0;659;606;92,0;83;
Skellefteå;2482;Västerbottens län;24;Kommunal;550,4;452,3;82,2;73,6;630;589;93,5;80;
Skellefteå;2482;Västerbottens län;24;Enskild;16,0;8,9;56,0;2,5;29;17;58,6;3;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;35,5;21,6;61,0;5,0;40;28;70,0;5;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;35,5;21,6;61,0;5,0;40;28;70,0;5;
Skurup;1264;Skåne län;12;Samtliga;125,6;90,9;72,4;14,0;141;109;77,3;15;
Skurup;1264;Skåne län;12;Kommunal;122,1;88,9;72,8;14,0;136;106;77,9;15;
Skurup;1264;Skåne län;12;Enskild;3,5;2,0;57,1;.;6;4;66,7;.;
Skövde;1496;Västra Götalands län;14;Samtliga;390,8;299,9;76,8;68,5;465;374;80,4;72;
Skövde;1496;Västra Götalands län;14;Kommunal;339,9;263,5;77,5;62,8;406;330;81,3;66;
Skövde;1496;Västra Götalands län;14;Enskild;50,9;36,4;71,6;5,7;61;45;73,8;6;
Smedjebacken;2061;Dalarnas län;20;Samtliga;84,0;50,0;59,5;14,6;92;68;73,9;15;
Smedjebacken;2061;Dalarnas län;20;Kommunal;84,0;50,0;59,5;14,6;92;68;73,9;15;
Sollefteå;2283;Västernorrlands län;22;Samtliga;151,5;81,0;53,5;24,3;181;108;59,7;25;
Sollefteå;2283;Västernorrlands län;22;Kommunal;149,3;80,5;53,9;24,3;177;107;60,5;25;
Sollefteå;2283;Västernorrlands län;22;Enskild;2,2;0,6;25,2;.;5;1;20,0;.;
Sollentuna;0163;Stockholms län;01;Samtliga;671,5;490,3;73,0;92,4;754;623;82,6;96;
Sollentuna;0163;Stockholms län;01;Kommunal;519,0;406,0;78,2;69,1;570;501;87,9;72;
Sollentuna;0163;Stockholms län;01;Enskild;152,5;84,3;55,3;23,3;184;122;66,3;24;
Solna;0184;Stockholms län;01;Samtliga;359,1;255,6;71,2;28,5;414;325;78,5;31;
Solna;0184;Stockholms län;01;Kommunal;237,7;178,2;75,0;16,9;264;224;84,8;18;
Solna;0184;Stockholms län;01;Enskild;121,5;77,5;63,8;11,6;151;101;66,9;13;
Sorsele;2422;Västerbottens län;24;Samtliga;17,9;14,2;79,4;2,9;25;18;72,0;3;
Sorsele;2422;Västerbottens län;24;Kommunal;17,9;14,2;79,4;2,9;25;18;72,0;3;
Sotenäs;1427;Västra Götalands län;14;Samtliga;53,1;36,9;69,4;6,6;70;50;71,4;7;
Sotenäs;1427;Västra Götalands län;14;Kommunal;53,1;36,9;69,4;6,6;70;50;71,4;7;
Staffanstorp;1230;Skåne län;12;Samtliga;248,6;195,7;78,7;34,6;281;236;84,0;37;
Staffanstorp;1230;Skåne län;12;Kommunal;238,4;187,7;78,7;33,6;266;226;85,0;36;
Staffanstorp;1230;Skåne län;12;Enskild;10,2;8,0;78,4;1,0;15;10;66,7;1;
Stenungsund;1415;Västra Götalands län;14;Samtliga;236,1;188,1;79,7;21,0;291;248;85,2;24;
Stenungsund;1415;Västra Götalands län;14;Kommunal;221,9;176,3;79,5;21,0;274;233;85,0;24;
Stenungsund;1415;Västra Götalands län;14;Enskild;14,2;11,7;82,5;.;17;15;88,2;.;
Stockholm;0180;Stockholms län;01;Samtliga;5 775,5;4 312,5;74,7;770,8;6 431;5 282;82,1;815;
Stockholm;0180;Stockholms län;01;Kommunal;4 513,2;3 515,3;77,9;623,4;4 879;4 197;86,0;651;
Stockholm;0180;Stockholms län;01;Enskild;1 262,2;797,3;63,2;147,4;1 562;1 093;70,0;164;
Storfors;1760;Värmlands län;17;Samtliga;35,4;30,3;85,5;5,0;49;40;81,6;5;
Storfors;1760;Värmlands län;17;Kommunal;33,5;29,0;86,5;5,0;35;31;88,6;5;
Storfors;1760;Värmlands län;17;Enskild;2,0;1,3;69,0;.;14;9;64,3;.;
Storuman;2421;Västerbottens län;24;Samtliga;43,9;32,0;72,8;5,5;58;42;72,4;6;
Storuman;2421;Västerbottens län;24;Kommunal;42,2;31,0;73,4;5,5;56;41;73,2;6;
